"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","salary","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Jordan Mason","SF","rb","9","KC","20.3","0","0","0","0","0","0","0","16.1958","74.7241","0.5555","5.6204","4.4961","35.0426","0.1795","0.2675","0.1231","0.0372","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Travis Kelce","KC","te","6","@SF","18.2","0","0","0","0","0","0","0","0","0","0","9.2089","7.0941","71.8501","0.541","0","0","0.023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Kyren Williams","LA","rb","6","LV","18.5","0","0","0","0","0","0","0","17.2535","80.3531","0.7533","3.1585","2.5838","18.6518","0.1529","0.2612","0.118","0.03","15.9114","0.0137","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Malik Nabers","NYG","wr","11","PHI","19.8","0","0","0","0","0","0","0","0","0","0","11.0716","7.2958","83.6777","0.4976","0","0","0.0236","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Amon-Ra St. Brown","DET","wr","5","@MIN","19.6","0","0","0","0","0","0","0","0.1264","0.7814","0.0065","10.1824","7.6021","78.4326","0.5267","0.0837","0.046","0.0284","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Saquon Barkley","PHI","rb","5","@NYG","18.2","0","0","0","0","0","0","0","18.0985","77.7938","0.6437","3.8779","3.1114","21.7871","0.1196","0.2783","0.1262","0.0353","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Ja'Marr Chase","CIN","wr","12","@CLV","19.2","0","0","0","0","0","0","0","0.1649","0.9305","0.0067","9.6291","6.9857","79.8496","0.5432","0.0775","0.0425","0.0251","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","A.J. Brown","PHI","wr","5","@NYG","18.4","0","0","0","0","0","0","0","0","0","0","9.7792","6.3964","81.939","0.4811","0","0","0.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Justin Jefferson","MIN","wr","6","DET","18.2","0","0","0","0","0","0","0","0","0","0","10.0227","6.4393","80.2762","0.4253","0","0","0.0227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Derrick Henry","BLT","rb","14","@TB","16.7","0","0","0","0","0","0","0","17.1054","84.5053","0.7457","1.9737","1.6608","11.4269","0.0629","0.2492","0.1117","0.0276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","Bijan Robinson","ATL","rb","12","SEA","16.7","0","0","0","0","0","0","0","13.9547","65.4801","0.4149","4.5474","3.8305","26.4945","0.169","0.23","0.1058","0.0298","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Stefon Diggs","HST","wr","14","@GB","18","0","0","0","0","0","0","0","0.2451","1.4115","0.0109","9.7187","6.7189","77.3146","0.4536","0.0757","0.0414","0.0227","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Diontae Johnson","CAR","wr","11","@WAS","17.9","0","0","0","0","0","0","0","0","0","0","10.1515","6.4052","74.7385","0.5434","0","0","0.0229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Drake London","ATL","wr","12","SEA","17.7","0","0","0","0","0","0","0","0","0","0","9.5179","6.4805","73.2794","0.5319","0","0","0.0246","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Breece Hall","NYJ","rb","12","@PIT","16.1","0","0","0","0","0","0","0","14.149","58.0012","0.366","5.0409","4.0167","29.8222","0.1511","0.2347","0.1081","0.0292","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","J.K. Dobbins","LAC","rb","5","@ARZ","16","0","0","0","0","0","0","0","14.2349","63.5364","0.4742","4.1208","3.3601","23.5696","0.1393","0.2287","0.1047","0.0276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","D.K. Metcalf","SEA","wr","10","@ATL","17.4","0","0","0","0","0","0","0","0","0","0","9.5342","6.0966","75.2445","0.5053","0","0","0.0221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Deebo Samuel","SF","wr","9","KC","17.4","0","0","0","0","0","0","0","1.9245","10.5266","0.1231","7.7927","5.5758","72.6753","0.3772","0.0861","0.0446","0.0251","39.0851","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Tank Dell","HST","wr","14","@GB","17","0","0","0","0","0","0","0","0.7352","4.1472","0.0305","9.0905","5.8773","73.3059","0.4278","0.0733","0.0393","0.0218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","De'Von Achane","MIA","rb","6","@IND","15.6","0","0","0","0","0","0","0","14.1257","65.0515","0.5389","3.7747","3.0523","19.6105","0.0975","0.2239","0.1022","0.0231","27.6928","0.0071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","Alvin Kamara","NO","rb","12","DEN","15.4","0","0","0","0","0","0","0","14.8691","58.9104","0.5263","4.3045","3.3939","23.5698","0.085","0.2377","0.1087","0.0244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","Brock Bowers","LV","te","10","@LA","14.7","0","0","0","0","0","0","0","0","0","0","8.6964","6.3428","61.1889","0.2985","0","0","0.019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","Chris Godwin","TB","wr","11","BLT","16.7","0","0","0","0","0","0","0","0.1549","0.8172","0.0075","8.7786","6.4611","72.1458","0.3932","0.0717","0.0394","0.0225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Mike Evans","TB","wr","11","BLT","16.6","0","0","0","0","0","0","0","0","0","0","8.6329","5.3697","70.101","0.6077","0","0","0.0219","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Brandon Aiyuk","SF","wr","9","KC","16.6","0","0","0","0","0","0","0","0","0","0","8.5858","5.714","76.1912","0.4448","0","0","0.0249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
