"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","SF",23.1,1.5,3.55,21.8,25.9,12.9,14,14.1,1,1,1,1,"1",NA,NA,51
"2","Tyreek Hill","WR","MIA",22.5,1.73,0.227,20,24.1,10.3,9.86,10.2,2,4,3,1,"1",NA,NA,73
"3","Justin Jefferson","WR","MIN",22.2,1.95,0.68,20.2,24.7,10,10,10.8,3,3,2,2,"1",NA,NA,86
"4","Keenan Allen","WR","LAC",21.6,1.2,1.78,20,23.2,9.37,9.8,9.34,4,5,6,3,"2",NA,NA,21
"5","Saquon Barkley","RB","NYG",19.6,0,1.24,19.6,19.6,9.35,11.8,7.79,5,2,9,2,"2",NA,NA,1
"6","Travis Kelce","TE","KC",17.6,1.62,4.38,15.1,19.4,9.33,8.36,9.42,6,7,5,1,"1",NA,NA,94
"7","Tony Pollard","RB","DAL",18.4,1.48,1.94,16.4,20.3,8.12,8.53,8.46,7,6,7,3,"3",NA,NA,50
"8","Ja'Marr Chase","WR","CIN",19.8,1.79,0.684,18,21.9,7.59,7.79,8,8,8,8,4,"3",NA,NA,77
"9","Davante Adams","WR","LVR",19.1,1.75,0.874,17.4,21.7,6.9,7.25,7.79,9,10,10,5,"4",NA,NA,75
"10","Travis Etienne","RB","JAC",16.4,1.78,0.125,14.8,19.3,6.17,6.94,7.47,10,13,11,4,"4",NA,NA,82
"11","Derrick Henry","RB","TEN",16.3,0.941,0.0893,15.5,17.9,6.05,7.67,6.09,11,9,15,5,"4",NA,NA,24
"12","Stefon Diggs","WR","BUF",18.2,1.95,0.516,15.6,21,6.03,5.4,7.08,12,16,12,6,"4",NA,NA,87
"13","Bijan Robinson","RB","ATL",16.2,3.15,0.182,11.8,21.3,5.96,4,9.51,13,30,4,6,"4",NA,NA,99
"14","Josh Jacobs","RB","LVR",16,1.67,0.0572,12.6,17.2,5.78,4.8,5.37,14,19,16,7,"4",NA,NA,72
"15","Kenneth Walker III","RB","SEA",16,0.803,0.362,14.9,17.1,5.72,7.11,5.31,15,12,17,8,"4",NA,NA,11
