player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Trey Smith,62960,G,KC,1,100.0,0,16,72.6,85.9,64.4,0,1,51,100.0,100.0,99.0,0,1,0,84,0,0,0,84,51,51,84,0,33,0
Creed Humphrey,59996,C,KC,1,100.0,0,16,80.8,80.9,79.8,0,1,51,100.0,100.0,99.0,0,1,0,84,84,0,0,84,51,51,0,0,33,0
Jawaan Taylor,41665,T,KC,1,100.0,0,16,65.0,82.9,51.3,0,1,51,100.0,100.0,99.0,0,1,0,84,0,0,0,84,51,51,0,84,33,0
Joe Thuney,10712,G,KC,1,100.0,0,16,76.5,89.7,68.0,0,0,51,100.0,100.0,100.0,0,0,0,84,0,84,0,84,51,51,0,0,33,0
Wanya Morris,98247,T,KC,1,100.0,0,16,76.1,68.5,78.1,1,4,49,100.0,100.0,94.9,0,5,0,82,0,0,82,82,49,49,0,0,33,0
Charles Cross,98401,T,SEA,1,100.0,0,29,75.8,77.6,70.3,0,3,43,100.0,100.0,96.5,0,3,0,80,0,0,80,80,48,48,0,0,32,0
Laken Tomlinson,9461,G,SEA,1,100.0,0,29,71.4,82.5,64.0,0,0,43,100.0,100.0,100.0,1,0,0,80,0,80,0,80,48,48,0,0,32,0
Anthony Bradford,99103,G,SEA,1,100.0,0,29,52.4,56.4,62.8,0,3,43,100.0,100.0,94.2,2,4,1,80,0,0,0,80,48,48,80,0,32,0
Connor Williams,46216,C,SEA,1,100.0,0,29,64.5,62.3,63.9,0,2,43,100.0,100.0,97.7,0,2,0,80,80,0,0,80,48,48,0,0,32,0
Jack Conklin,10642,T,CLV,1,100.0,0,8,62.3,63.4,56.7,0,1,56,100.0,100.0,95.5,0,3,2,79,0,0,0,79,59,59,0,79,20,0
Taliese Fuaga,131732,T,NO,1,100.0,0,20,62.2,59.5,60.7,1,0,34,100.0,100.0,98.5,0,1,0,79,0,0,79,79,39,39,0,0,40,0
Shaq Mason,9564,G,HST,1,100.0,0,13,40.8,22.0,49.1,1,2,46,100.0,100.0,94.6,0,4,1,79,0,0,0,79,48,48,79,0,31,0
Cesar Ruiz,59857,G,NO,1,100.0,0,20,79.2,75.9,75.0,0,0,34,100.0,100.0,100.0,0,0,0,79,0,0,0,79,39,39,79,0,40,0
Joel Bitonio,8670,G,CLV,1,100.0,0,8,73.0,79.3,66.4,0,2,56,100.0,100.0,98.2,0,2,0,79,0,79,0,79,59,59,0,0,20,0
Juice Scruggs,81800,C,HST,1,100.0,0,13,58.3,72.2,52.7,0,1,46,100.0,100.0,98.9,0,1,0,79,79,0,0,79,48,48,0,0,31,0
Ethan Pocic,11813,C,CLV,1,100.0,0,8,60.3,76.4,51.3,0,1,56,100.0,100.0,99.1,0,1,0,79,79,0,0,79,59,59,0,0,20,0
Landon Dickerson,41712,G,PHI,1,100.0,0,24,82.3,89.3,75.4,0,0,34,100.0,100.0,100.0,0,0,0,79,0,79,0,79,37,37,0,0,42,0
Cam Jurgens,84014,C,PHI,1,100.0,1,24,54.0,74.1,49.1,0,2,34,100.0,100.0,97.1,2,2,0,79,79,0,0,79,37,37,0,0,42,0
Mekhi Becton,59818,G,PHI,1,100.0,0,24,92.0,80.0,92.3,0,1,34,100.0,100.0,98.5,1,1,0,79,0,0,0,79,37,37,79,0,42,0
Tytus Howard,25472,T,HST,1,100.0,0,13,68.5,73.8,61.3,0,4,46,100.0,100.0,93.5,0,5,1,79,0,0,0,79,48,48,0,79,31,0
Connor McGovern,10778,C,NO,1,100.0,0,20,65.7,67.4,63.9,1,0,34,100.0,100.0,98.5,0,1,0,79,79,0,0,79,39,39,0,0,40,0
Lane Johnson,7786,T,PHI,1,100.0,0,24,86.4,80.1,91.2,0,0,34,100.0,100.0,100.0,1,0,0,79,0,0,1,79,37,37,0,78,42,0
Trevor Penning,59963,T,NO,1,100.0,0,20,57.6,46.1,67.1,0,2,34,100.0,100.0,97.1,2,2,0,79,0,0,0,79,39,39,0,79,40,0
Wyatt Teller,46131,G,CLV,1,100.0,0,8,59.8,56.1,59.3,0,1,56,100.0,100.0,99.1,0,1,0,79,0,0,0,79,59,59,79,0,20,0
Fred Johnson,46951,T,PHI,1,100.0,0,24,51.6,52.0,48.1,0,3,34,100.0,100.0,89.7,1,5,2,78,0,0,77,78,37,37,0,0,41,1
Dawand Jones,101550,T,CLV,1,100.0,0,8,48.6,57.9,43.0,2,1,55,100.0,100.0,97.3,1,3,0,77,0,0,77,77,58,58,0,0,19,0
JC Latham,146596,T,TEN,1,100.0,0,31,60.6,58.5,58.7,1,2,38,100.0,100.0,96.1,1,3,0,77,0,0,75,77,39,39,0,0,38,2
Beaux Limmer,99067,C,LA,1,100.0,0,26,73.3,81.5,69.4,0,0,44,100.0,100.0,100.0,1,0,0,77,77,0,0,77,48,48,0,0,29,0
Daniel Brunskill,34807,C,TEN,1,100.0,0,31,63.8,72.0,59.4,0,0,38,100.0,100.0,100.0,1,0,0,77,0,0,0,77,39,39,77,0,38,0
Alaric Jackson,40972,T,LA,1,100.0,0,26,70.5,83.9,56.4,0,2,44,100.0,100.0,97.7,0,2,0,77,0,0,77,77,48,48,0,0,29,0
Justin Dedich,83018,G,LA,1,100.0,0,26,47.2,51.0,45.9,2,2,44,100.0,100.0,95.5,0,4,0,77,0,77,0,77,48,48,0,0,29,0
Peter Skoronski,129737,G,TEN,1,100.0,0,31,60.8,43.4,63.9,1,2,38,100.0,100.0,96.1,0,3,0,77,0,77,0,77,39,39,0,0,38,0
Kevin Dotson,46735,G,LA,1,100.0,0,26,86.9,65.2,89.2,1,1,44,100.0,100.0,97.7,0,2,0,77,0,0,0,77,48,48,77,0,29,0
Cooper Beebe,99434,C,DAL,1,100.0,0,9,60.3,35.9,70.6,1,2,55,100.0,100.0,97.3,0,3,0,76,76,0,0,76,59,59,0,0,17,0
Zack Martin,8651,G,DAL,1,100.0,0,9,57.9,68.2,49.7,0,2,55,100.0,100.0,96.4,0,3,1,76,0,0,0,76,59,59,76,0,17,0
Terence Steele,39461,T,DAL,1,100.0,0,9,71.1,81.7,65.4,0,1,55,100.0,100.0,97.3,1,2,1,76,0,0,0,76,59,59,0,76,17,0
