"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Travis Kelce",KC,"at TB","4 out of 5 stars","A+","11.7"
"2","Darren Waller",LV,"at ATL","5 out of 5 stars","A","10.0"
"3","Mark Andrews",BAL,"at PIT","1 out of 5 stars","A-","7.3"
"4","T.J. Hockenson",DET,"vs. HOU","4 out of 5 stars","B+","7.2"
"5","Hunter Henry",LAC,"at BUF","5 out of 5 stars","B","6.6"
"6","Dallas Goedert",PHI,"vs. SEA","3 out of 5 stars","B","6.6"
"7","Evan Engram",NYG,"at CIN","4 out of 5 stars","B-","6.5"
"8","Rob Gronkowski",TB,"vs. KC","3 out of 5 stars","C+","6.2"
"9","Noah Fant",DEN,"vs. NO","2 out of 5 stars","C+","6.2"
"10","Hayden Hurst",ATL,"vs. LV","3 out of 5 stars","C","6.1"
"11","Eric Ebron",PIT,"vs. BAL","3 out of 5 stars","C","6.1"
"12","Austin Hooper",CLE,"at JAC","4 out of 5 stars","C-","5.6"
"13","Jonnu Smith",TEN,"at IND","1 out of 5 stars","C-","5.4"
"14","Mike Gesicki",MIA,"at NYJ","3 out of 5 stars","D+","5.2"
"15","Robert Tonyan",GB,"vs. CHI","4 out of 5 stars","D+","5.2"
"16","Logan Thomas",WAS,"at DAL","4 out of 5 stars","D+","5.1"
"17","Jordan Reed",SF,"at LAR","3 out of 5 stars","D+","4.9"
"18","Dalton Schultz",DAL,"vs. WAS","3 out of 5 stars","D","4.7"
"19","Jared Cook",NO,"at DEN","2 out of 5 stars","D","4.7"
"20","Jimmy Graham",CHI,"at GB","1 out of 5 stars","D","4.7"
"21","Jordan Akins",HOU,"at DET","3 out of 5 stars","D-","4.4"
"22","Trey Burton",IND,"vs. TEN","5 out of 5 stars","D-","4.3"
"23","Tyler Higbee",LAR,"vs. SF","1 out of 5 stars","F","4.0"
"24","Will Dissly",SEA,"at PHI","4 out of 5 stars","F","3.9"
"25","Gerald Everett",LAR,"vs. SF","1 out of 5 stars","F","3.8"
"26","Mo Alie-Cox",IND,"vs. TEN","5 out of 5 stars","F","3.8"
"27","Tyler Eifert",JAC,"vs. CLE","4 out of 5 stars","F","3.8"
"28","Irv Smith Jr.",MIN,"vs. CAR","3 out of 5 stars","F","3.6"
"29","Jacob Hollister",SEA,"at PHI","4 out of 5 stars","F","3.6"
"30","Kyle Rudolph",MIN,"vs. CAR","3 out of 5 stars","F","3.5"
