"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Dalvin Cook",MIN,"vs. CAR","4 out of 5 stars","A+","20.6"
"2","Derrick Henry",TEN,"at IND","2 out of 5 stars","A+","14.9"
"3","Nick Chubb",CLE,"at JAC","5 out of 5 stars","A+","14.6"
"4","Aaron Jones",GB,"vs. CHI","2 out of 5 stars","A","14.5"
"5","Josh Jacobs",LV,"at ATL","1 out of 5 stars","A","14.2"
"6","Alvin Kamara",NO,"at DEN","2 out of 5 stars","A","13.8"
"7","James Robinson",JAC,"vs. CLE","2 out of 5 stars","A","13.3"
"8","Ezekiel Elliott",DAL,"vs. WAS","2 out of 5 stars","A","12.8"
"9","Miles Sanders",PHI,"vs. SEA","3 out of 5 stars","A","12.3"
"10","Mike Davis",CAR,"at MIN","3 out of 5 stars","A-","12.2"
"11","Antonio Gibson",WAS,"at DAL","3 out of 5 stars","A-","11.9"
"12","Todd Gurley II",ATL,"vs. LV","4 out of 5 stars","A-","11.4"
"13","James Conner",PIT,"vs. BAL","2 out of 5 stars","A-","11.4"
"14","Salvon Ahmed",MIA,"at NYJ","4 out of 5 stars","B+","10.9"
"15","Kareem Hunt",CLE,"at JAC","5 out of 5 stars","B+","10.8"
"16","Chris Carson",SEA,"at PHI","2 out of 5 stars","B+","10.8"
"17","Kalen Ballage",LAC,"at BUF","4 out of 5 stars","B+","10.7"
"18","Clyde Edwards-Helaire",KC,"at TB","1 out of 5 stars","B","10.5"
"19","Wayne Gallman",NYG,"at CIN","2 out of 5 stars","B","10.3"
"20","Jonathan Taylor",IND,"vs. TEN","5 out of 5 stars","B","10.1"
"21","Damien Harris",NE,"vs. ARI","2 out of 5 stars","B-","10.0"
"22","Gus Edwards",BAL,"at PIT","2 out of 5 stars","B-","10.0"
"23","Kenyan Drake",ARI,"at NE","3 out of 5 stars","B-","9.9"
"24","Ronald Jones II",TB,"vs. KC","3 out of 5 stars","B-","9.8"
"25","David Montgomery",CHI,"at GB","5 out of 5 stars","B-","9.8"
"26","Duke Johnson Jr.",HOU,"at DET","5 out of 5 stars","C+","9.7"
"27","Zack Moss",BUF,"vs. LAC","4 out of 5 stars","C+","9.4"
"28","Leonard Fournette",TB,"vs. KC","3 out of 5 stars","C","9.2"
"29","Melvin Gordon III",DEN,"vs. NO","1 out of 5 stars","C","8.5"
"30","Raheem Mostert",SF,"at LAR","2 out of 5 stars","C+","8.4"
"31","Giovani Bernard",CIN,"vs. NYG","4 out of 5 stars","C","8.3"
"32","Frank Gore",NYJ,"vs. MIA","4 out of 5 stars","C","8.2"
"33","Chase Edmonds",ARI,"at NE","3 out of 5 stars","C","7.9"
"34","J.D. McKissic",WAS,"at DAL","3 out of 5 stars","C","7.8"
"35","Adrian Peterson",DET,"vs. HOU","5 out of 5 stars","C","7.8"
"36","Devin Singletary",BUF,"vs. LAC","4 out of 5 stars","C-","7.3"
"37","Nyheim Hines",IND,"vs. TEN","5 out of 5 stars","C-","7.2"
"38","Latavius Murray",NO,"at DEN","2 out of 5 stars","C-","7.2"
"39","Darrell Henderson",LAR,"vs. SF","2 out of 5 stars","D+","7.0"
"40","Carlos Hyde",SEA,"at PHI","2 out of 5 stars","D+","7.0"
"41","Phillip Lindsay",DEN,"vs. NO","1 out of 5 stars","D","6.9"
"42","James White",NE,"vs. ARI","2 out of 5 stars","D","6.9"
"43","Jamaal Williams",GB,"vs. CHI","2 out of 5 stars","D","6.7"
"44","Kerryon Johnson",DET,"vs. HOU","5 out of 5 stars","D+","6.5"
"45","Malcolm Brown",LAR,"vs. SF","2 out of 5 stars","D","6.2"
"46","Le'Veon Bell",KC,"at TB","1 out of 5 stars","D-","5.9"
"47","Cam Akers",LAR,"vs. SF","2 out of 5 stars","F","5.8"
"48","Jerick McKinnon",SF,"at LAR","2 out of 5 stars","D-","5.6"
"49","Tony Pollard",DAL,"vs. WAS","2 out of 5 stars","F","5.5"
"50","Samaje Perine",CIN,"vs. NYG","4 out of 5 stars","F","5.5"
"51","Joshua Kelley",LAC,"at BUF","4 out of 5 stars","F","5.4"
"52","Brian Hill",ATL,"vs. LV","4 out of 5 stars","F","5.0"
"53","Jordan Wilkins",IND,"vs. TEN","5 out of 5 stars","F","4.8"
"54","Devontae Booker",LV,"at ATL","1 out of 5 stars","F","4.6"
"55","Alexander Mattison",MIN,"vs. CAR","4 out of 5 stars","F","4.5"
"56","Boston Scott",PHI,"vs. SEA","3 out of 5 stars","F","4.5"
"57","Benny Snell Jr.",PIT,"vs. BAL","2 out of 5 stars","F","4.4"
"58","Justice Hill",BAL,"at PIT","2 out of 5 stars","F","4.2"
"59","Matt Breida",MIA,"at NYJ","4 out of 5 stars","F","4.0"
"60","C.J. Prosise",HOU,"at DET","5 out of 5 stars","F","3.8"
"61","D'Onta Foreman",TEN,"at IND","2 out of 5 stars","F","3.7"
"62","Alfred Morris",NYG,"at CIN","2 out of 5 stars","F","3.5"
"63","Jeremy McNichols",TEN,"at IND","2 out of 5 stars","F","3.5"
"64","Sony Michel",NE,"vs. ARI","2 out of 5 stars","F","3.5"
"65","Ty Johnson",NYJ,"vs. MIA","4 out of 5 stars","F","3.4"
"66","Troymaine Pope",LAC,"at BUF","4 out of 5 stars","F","3.4"
"67","Darrel Williams",KC,"at TB","1 out of 5 stars","F","3.3"
"68","Peyton Barber",WAS,"at DAL","3 out of 5 stars","F","3.1"
"69","DeeJay Dallas",SEA,"at PHI","2 out of 5 stars","F","3.0"
"70","Rodney Smith",CAR,"at MIN","3 out of 5 stars","F","3.0"
"71","Dion Lewis",NYG,"at CIN","2 out of 5 stars","F","2.8"
"72","Anthony McFarland Jr.",PIT,"vs. BAL","2 out of 5 stars","F","2.5"
"73","Patrick Laird",MIA,"at NYJ","4 out of 5 stars","F","2.3"
"74","Dare Ogunbowale",JAC,"vs. CLE","2 out of 5 stars","F","2.3"
"75","Trayveon Williams",CIN,"vs. NYG","4 out of 5 stars","F","2.2"
"76","Tevin Coleman",SF,"at LAR","2 out of 5 stars","F","2.1"
"77","Royce Freeman",DEN,"vs. NO","1 out of 5 stars","F","1.9"
"78","Kyle Juszczyk",SF,"at LAR","2 out of 5 stars","F","1.9"
"79","AJ Dillon",GB,"vs. CHI","2 out of 5 stars","F","1.8"
"80","Corey Clement",PHI,"vs. SEA","3 out of 5 stars","F","1.8"
"81","Ito Smith",ATL,"vs. LV","4 out of 5 stars","F","1.8"
"82","Devine Ozigbo",JAC,"vs. CLE","2 out of 5 stars","F","1.8"
"83","Trenton Cannon",CAR,"at MIN","3 out of 5 stars","F","1.7"
"84","Alex Armah",CAR,"at MIN","3 out of 5 stars","F","1.7"
"85","Jakob Johnson",NE,"vs. ARI","2 out of 5 stars","F","1.7"
"86","Ryan Nall",CHI,"at GB","5 out of 5 stars","F","1.7"
"87","Jalen Richard",LV,"at ATL","1 out of 5 stars","F","1.7"
"88","Buddy Howell",HOU,"at DET","5 out of 5 stars","F","1.7"
"89","Austin Ekeler",LAC,"at BUF","4 out of 5 stars","F","1.6"
"90","Ameer Abdullah",MIN,"vs. CAR","4 out of 5 stars","F","1.5"
"91","DeAndre Washington",MIA,"at NYJ","4 out of 5 stars","F","1.5"
"92","Lamar Miller",CHI,"at GB","5 out of 5 stars","F","1.5"
"93","C.J. Ham",MIN,"vs. CAR","4 out of 5 stars","F","1.5"
"94","Alec Ingold",LV,"at ATL","1 out of 5 stars","F","1.4"
"95","Alex Collins",SEA,"at PHI","2 out of 5 stars","F","1.4"
"96","D'Ernest Johnson",CLE,"at JAC","5 out of 5 stars","F","1.4"
"97","LeSean McCoy",TB,"vs. KC","3 out of 5 stars","F","1.4"
"98","Myles Gaskin",MIA,"at NYJ","4 out of 5 stars","F","1.4"
"99","Josh Adams",NYJ,"vs. MIA","4 out of 5 stars","F","1.3"
"100","Christian McCaffrey",CAR,"at MIN","3 out of 5 stars","F","1.2"
"101","Ke'Shawn Vaughn",TB,"vs. KC","3 out of 5 stars","F","1.2"
"102","Qadree Ollison",ATL,"vs. LV","4 out of 5 stars","F","1.2"
"103","Artavis Pierce",CHI,"at GB","5 out of 5 stars","F","1.2"
"104","Elijhaa Penny",NYG,"at CIN","2 out of 5 stars","F","0.7"
"105","Jonathan Williams",DET,"vs. HOU","5 out of 5 stars","F","0.6"
"106","Jeff Wilson Jr.",SF,"at LAR","2 out of 5 stars","F","-"
"107","Tyler Ervin",GB,"vs. CHI","2 out of 5 stars","F","-"
"108","Michael Burton",NO,"at DEN","2 out of 5 stars","F","-"
"109","Patrick Ricard",BAL,"at PIT","2 out of 5 stars","F","-"
"110","Lynn Bowden Jr.",MIA,"at NYJ","4 out of 5 stars","F","-"
"111","Keith Smith",ATL,"vs. LV","4 out of 5 stars","F","-"
"112","J.J. Taylor",NE,"vs. ARI","2 out of 5 stars","F","-"
"113","Khari Blasingame",TEN,"at IND","2 out of 5 stars","F","-"
"114","Jaylen Samuels",PIT,"vs. BAL","2 out of 5 stars","F","-"
"115","Mike Boone",MIN,"vs. CAR","4 out of 5 stars","F","-"
"116","Anthony Sherman",KC,"at TB","1 out of 5 stars","F","-"
