"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS"
"1","Dalvin Cook",MIN,"vs. JAC","5 out of 5 stars","A+","20.4"
"2","Derrick Henry",TEN,"vs. CLE","3 out of 5 stars","A+","18.5"
"3","Nick Chubb",CLE,"at TEN","5 out of 5 stars","A+","14.6"
"4","James Robinson",JAC,"at MIN","2 out of 5 stars","A","14.4"
"5","Aaron Jones",GB,"vs. PHI","2 out of 5 stars","A","14.3"
"6","Austin Ekeler",LAC,"vs. NE","4 out of 5 stars","A","13.7"
"7","Chris Carson",SEA,"vs. NYG","3 out of 5 stars","A","13.5"
"8","David Montgomery",CHI,"vs. DET","5 out of 5 stars","A","12.9"
"9","Raheem Mostert",SF,"vs. BUF","4 out of 5 stars","A","12.5"
"10","Miles Sanders",PHI,"at GB","5 out of 5 stars","A","12.4"
"11","J.K. Dobbins",BAL,"vs. DAL","3 out of 5 stars","A-","12.2"
"12","Antonio Gibson",WAS,"at PIT","1 out of 5 stars","A-","12.2"
"13","Alvin Kamara",NO,"at ATL","1 out of 5 stars","A-","11.6"
"14","Ezekiel Elliott",DAL,"at BAL","2 out of 5 stars","B+","11.2"
"15","Clyde Edwards-Helaire",KC,"vs. DEN","2 out of 5 stars","B","11.0"
"16","Myles Gaskin",MIA,"vs. CIN","2 out of 5 stars","B+","10.8"
"17","Kareem Hunt",CLE,"at TEN","5 out of 5 stars","B","10.8"
"18","Jonathan Taylor",IND,"at HOU","5 out of 5 stars","B+","10.7"
"19","Devontae Booker",LV,"at NYJ","4 out of 5 stars","B","10.2"
"20","Wayne Gallman",NYG,"at SEA","3 out of 5 stars","B","10.2"
"21","Kenyan Drake",ARI,"vs. LAR","2 out of 5 stars","B","10.0"
"22","Benny Snell Jr.",PIT,"vs. WAS","2 out of 5 stars","B-","9.7"
"23","Damien Harris",NE,"at LAC","4 out of 5 stars","B-","9.3"
"24","Melvin Gordon III",DEN,"at KC","3 out of 5 stars","B-","8.8"
"25","Frank Gore",NYJ,"vs. LV","4 out of 5 stars","C+","8.8"
"26","Latavius Murray",NO,"at ATL","1 out of 5 stars","C+","8.7"
"27","Nyheim Hines",IND,"at HOU","5 out of 5 stars","C+","8.5"
"28","Zack Moss",BUF,"at SF","2 out of 5 stars","C+","7.6"
"29","Todd Gurley II",ATL,"vs. NO","1 out of 5 stars","C","7.1"
"30","Giovani Bernard",CIN,"at MIA","4 out of 5 stars","C","7.0"
"31","Chase Edmonds",ARI,"vs. LAR","2 out of 5 stars","C","6.8"
"32","Devin Singletary",BUF,"at SF","2 out of 5 stars","C","6.7"
"33","Cam Akers",LAR,"at ARI","2 out of 5 stars","C","6.6"
"34","David Johnson",HOU,"vs. IND","2 out of 5 stars","C+","6.5"
"35","Adrian Peterson",DET,"at CHI","2 out of 5 stars","C","6.1"
"36","Jamaal Williams",GB,"vs. PHI","2 out of 5 stars","C-","5.9"
"37","Carlos Hyde",SEA,"vs. NYG","3 out of 5 stars","C-","5.9"
"38","James White",NE,"at LAC","4 out of 5 stars","C-","5.9"
"39","Darrell Henderson",LAR,"at ARI","2 out of 5 stars","C-","5.7"
"40","Kerryon Johnson",DET,"at CHI","2 out of 5 stars","C-","5.6"
"41","Duke Johnson Jr.",HOU,"vs. IND","2 out of 5 stars","D+","5.6"
"42","Le'Veon Bell",KC,"vs. DEN","2 out of 5 stars","D+","5.6"
"43","J.D. McKissic",WAS,"at PIT","1 out of 5 stars","D","5.1"
"44","Gus Edwards",BAL,"vs. DAL","3 out of 5 stars","D","5.1"
"45","Tony Pollard",DAL,"at BAL","2 out of 5 stars","D-","5.0"
"46","Malcolm Brown",LAR,"at ARI","2 out of 5 stars","D","5.0"
"47","Phillip Lindsay",DEN,"at KC","3 out of 5 stars","D-","5.0"
"48","Boston Scott",PHI,"at GB","5 out of 5 stars","F","4.9"
"49","Jordan Wilkins",IND,"at HOU","5 out of 5 stars","F","4.8"
"50","Mark Ingram II",BAL,"vs. DAL","3 out of 5 stars","F","4.6"
"51","Brian Hill",ATL,"vs. NO","1 out of 5 stars","F","4.5"
"52","Jerick McKinnon",SF,"vs. BUF","4 out of 5 stars","F","4.5"
"53","Joshua Kelley",LAC,"vs. NE","4 out of 5 stars","F","4.2"
"54","Jalen Richard",LV,"at NYJ","4 out of 5 stars","F","4.2"
"55","Ito Smith",ATL,"vs. NO","1 out of 5 stars","F","3.9"
"56","Anthony McFarland Jr.",PIT,"vs. WAS","2 out of 5 stars","F","3.8"
"57","Samaje Perine",CIN,"at MIA","4 out of 5 stars","F","3.8"
"58","Jeremy McNichols",TEN,"vs. CLE","3 out of 5 stars","F","3.5"
"59","Patrick Laird",MIA,"vs. CIN","2 out of 5 stars","F","3.5"
"60","D'Onta Foreman",TEN,"vs. CLE","3 out of 5 stars","F","3.5"
"61","Darrel Williams",KC,"vs. DEN","2 out of 5 stars","F","3.3"
"62","Mike Boone",MIN,"vs. JAC","5 out of 5 stars","F","3.2"
"63","Jeff Wilson Jr.",SF,"vs. BUF","4 out of 5 stars","F","3.0"
"64","Alfred Morris",NYG,"at SEA","3 out of 5 stars","F","2.8"
"65","Kalen Ballage",LAC,"vs. NE","4 out of 5 stars","F","2.6"
"66","Peyton Barber",WAS,"at PIT","1 out of 5 stars","F","2.5"
"67","Ty Johnson",NYJ,"vs. LV","4 out of 5 stars","F","2.4"
"68","Royce Freeman",DEN,"at KC","3 out of 5 stars","F","2.1"
"69","Sony Michel",NE,"at LAC","4 out of 5 stars","F","2.1"
"70","Tevin Coleman",SF,"vs. BUF","4 out of 5 stars","F","2.1"
"71","Dion Lewis",NYG,"at SEA","3 out of 5 stars","F","2.0"
"72","Trayveon Williams",CIN,"at MIA","4 out of 5 stars","F","2.0"
"73","Devine Ozigbo",JAC,"at MIN","2 out of 5 stars","F","1.9"
"74","Ameer Abdullah",MIN,"vs. JAC","5 out of 5 stars","F","1.8"
"75","Corey Clement",PHI,"at GB","5 out of 5 stars","F","1.7"
"76","Kyle Juszczyk",SF,"vs. BUF","4 out of 5 stars","F","1.7"
"77","Justice Hill",BAL,"vs. DAL","3 out of 5 stars","F","1.6"
"78","Josh Adams",NYJ,"vs. LV","4 out of 5 stars","F","1.5"
"79","Lynn Bowden Jr.",MIA,"vs. CIN","2 out of 5 stars","F","1.4"
"80","DeeJay Dallas",SEA,"vs. NYG","3 out of 5 stars","F","1.3"
"81","Alec Ingold",LV,"at NYJ","4 out of 5 stars","F","1.3"
"82","Jonathan Williams",DET,"at CHI","2 out of 5 stars","F","1.3"
"83","Troymaine Pope",LAC,"vs. NE","4 out of 5 stars","F","1.1"
"84","Ryan Nall",CHI,"vs. DET","5 out of 5 stars","F","1.0"
"85","C.J. Ham",MIN,"vs. JAC","5 out of 5 stars","F","1.0"
"86","Jaylen Samuels",PIT,"vs. WAS","2 out of 5 stars","F","0.9"
"87","Dare Ogunbowale",JAC,"at MIN","2 out of 5 stars","F","0.9"
"88","Jakob Johnson",NE,"at LAC","4 out of 5 stars","F","0.9"
"89","Theo Riddick",LV,"at NYJ","4 out of 5 stars","F","0.8"
"90","Dwayne Washington",NO,"at ATL","1 out of 5 stars","F","0.8"
"91","James Conner",PIT,"vs. WAS","2 out of 5 stars","F","0.7"
"92","Jordan Howard",PHI,"at GB","5 out of 5 stars","F","0.7"
"93","Buddy Howell",HOU,"vs. IND","2 out of 5 stars","F","0.7"
"94","Tyler Ervin",GB,"vs. PHI","2 out of 5 stars","F","0.7"
"95","D'Ernest Johnson",CLE,"at TEN","5 out of 5 stars","F","0.7"
