Week-10-rankings-export

Overall Rank,Full Name,Team Abbreviation,Position,Position Rank,Bye Week,Injury Status
1,"Los Angeles Chargers","LAC","D",1,5,"ACTIVE"
2,"Chicago Bears","CHI","D",2,7,"ACTIVE"
3,"Minnesota Vikings","MIN","D",3,6,"ACTIVE"
4,"Philadelphia Eagles","PHI","D",4,5,"ACTIVE"
5,"Kansas City Chiefs","KC","D",5,6,"ACTIVE"
6,"New York Giants","NYG","D",6,11,"ACTIVE"
7,"San Francisco 49ers","SF","D",7,9,"ACTIVE"
8,"Detroit Lions","DET","D",8,5,"ACTIVE"
9,"Buffalo Bills","BUF","D",9,12,"ACTIVE"
10,"Atlanta Falcons","ATL","D",10,12,"ACTIVE"
11,"New York Jets","NYJ","D",11,12,"ACTIVE"
12,"Washington Commanders","WAS","D",12,14,"ACTIVE"
13,"Pittsburgh Steelers","PIT","D",13,9,"ACTIVE"
14,"Baltimore Ravens","BAL","D",14,14,"ACTIVE"
15,"Los Angeles Rams","LAR","D",15,6,"ACTIVE"
16,"Arizona Cardinals","ARI","D",16,11,"ACTIVE"
17,"New England Patriots","NE","D",17,14,"ACTIVE"
18,"Carolina Panthers","CAR","D",18,11,"ACTIVE"
19,"Miami Dolphins","MIA","D",19,6,"ACTIVE"
20,"Denver Broncos","DEN","D",20,14,"ACTIVE"
21,"New Orleans Saints","NO","D",21,12,"ACTIVE"
22,"Jacksonville Jaguars","JAX","D",22,12,"ACTIVE"
23,"Houston Texans","HOU","D",23,14,"ACTIVE"
24,"Tennessee Titans","TEN","D",24,5,"ACTIVE"
25,"Indianapolis Colts","IND","D",25,14,"ACTIVE"
26,"Tampa Bay Buccaneers","TB","D",26,11,"ACTIVE"
27,"Dallas Cowboys","DAL","D",27,7,"ACTIVE"
28,"Cincinnati Bengals","CIN","D",28,12,"ACTIVE"
