"offPlayer","offTeam","offHeightInches","offWeight","offSpeed","offLeft","offSlot","offRight","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","defPlayer","defTeam","defHeightInches","defWeight","defSpeed","defLeft","defSlot","defRight","defRoutes","defTr","defFr","defCPct","defYprr","defGrade","advantage","expectedSnaps"
"Antoine Wesley","ARZ","77","200","","89","7","4","192","11","0.18","59","0.84","58.5","All Defenders","DAL","","","","","","","","","","","","","14.7914368090985","46.2080111017705"
"Antoine Wesley","ARZ","77","200","","89","7","4","192","11","0.18","59","0.84","58.5","Trevon Diggs","DAL","74","207","","13","11","72","564","16","0.32","57","1.71","60","7.34512269180781","41.3440099331631"
"Antoine Wesley","ARZ","77","200","","89","7","4","192","11","0.18","59","0.84","58.5","Anthony Brown","DAL","71","196","4.33","68","13","13","590","18","0.28","56","1.33","69.2","25.119591041171","1.45920035058223"
"Antoine Wesley","ARZ","77","200","","89","7","4","192","11","0.18","59","0.84","58.5","Jourdan Lewis","DAL","","","","","","","","","","","","","14.4070607209035","3.4048008180252"
"A.J. Green","ARZ","76","210","4.48","4","9","87","449","17","0.31","62","1.67","69.9","All Defenders","DAL","","","","","","","","","","","","","55.9918548174209","52.5193903958976"
"A.J. Green","ARZ","76","210","4.48","4","9","87","449","17","0.31","62","1.67","69.9","Trevon Diggs","DAL","74","207","","13","11","72","564","16","0.32","57","1.71","60","46.4233852541263","2.17022274363213"
"A.J. Green","ARZ","76","210","4.48","4","9","87","449","17","0.31","62","1.67","69.9","Anthony Brown","DAL","71","196","4.33","68","13","13","590","18","0.28","56","1.33","69.2","59.7719158368945","45.4661664790932"
"A.J. Green","ARZ","76","210","4.48","4","9","87","449","17","0.31","62","1.67","69.9","Jourdan Lewis","DAL","","","","","","","","","","","","","52.7843526058404","4.8830011731723"
"Christian Kirk","ARZ","71","200","4.47","11","79","10","461","20","0.4","77","1.87","74.1","All Defenders","DAL","","","","","","","","","","","","","37.4195933038393","51.2972123244837"
"Christian Kirk","ARZ","71","200","4.47","11","79","10","461","20","0.4","77","1.87","74.1","Trevon Diggs","DAL","74","207","","13","11","72","564","16","0.32","57","1.71","60","28.4630017446257","5.75680138310839"
"Christian Kirk","ARZ","71","200","4.47","11","79","10","461","20","0.4","77","1.87","74.1","Anthony Brown","DAL","71","196","4.33","68","13","13","590","18","0.28","56","1.33","69.2","43.8456949145986","4.93440118552148"
"Christian Kirk","ARZ","71","200","4.47","11","79","10","461","20","0.4","77","1.87","74.1","Jourdan Lewis","DAL","","","","","","","","","","","","","35.1461354714342","40.6060097558538"
"Russell Gage","ATL","72","184","","22","50","28","334","22","0.39","72","1.78","68.9","All Defenders","BUF","","","","","","","","","","","","","33.4040407070043","48.3617673761903"
"Russell Gage","ATL","72","184","","22","50","28","334","22","0.39","72","1.78","68.9","Levi Wallace","BUF","72","179","4.63","44","1","51","488","15","0.22","56","0.9","64.8","32.3896784713587","20.0170604257142"
"Russell Gage","ATL","72","184","","22","50","28","334","22","0.39","72","1.78","68.9","Dane Jackson","BUF","72","190","4.57","81","2","15","209","13","0.16","57","0.84","59.5","56.7836218869359","13.2757792797385"
"Russell Gage","ATL","72","184","","22","50","28","334","22","0.39","72","1.78","68.9","Taron Johnson","BUF","71","192","4.5","1","89","","456","14","0.17","56","0.8","68.1","26.4685529173223","15.3840843913564"
"Christian Blake","ATL","73","181","","42","8","50","36","22","0.18","50","0.69","51","All Defenders","BUF","","","","","","","","","","","","","16.1290628028691","40.0644053263537"
"Christian Blake","ATL","73","181","","42","8","50","36","22","0.18","50","0.69","51","Levi Wallace","BUF","72","179","4.63","44","1","51","488","15","0.22","56","0.9","64.8","3.09876369811313","8.01288106527075"
"Christian Blake","ATL","73","181","","42","8","50","36","22","0.18","50","0.69","51","Dane Jackson","BUF","72","190","4.57","81","2","15","209","13","0.16","57","0.84","59.5","28.0250522145875","24.0386431958122"
"Christian Blake","ATL","73","181","","42","8","50","36","22","0.18","50","0.69","51","Taron Johnson","BUF","71","192","4.5","1","89","","456","14","0.17","56","0.8","68.1","0.00827272","8.01288106527075"
"Olamide Zaccheaus","ATL","68","190","","24","43","33","316","14","0.25","58","1.11","65.8","All Defenders","BUF","","","","","","","","","","","","","32.01882747552","38.30014221555"
"Olamide Zaccheaus","ATL","68","190","","24","43","33","316","14","0.25","58","1.11","65.8","Levi Wallace","BUF","72","179","4.63","44","1","51","488","15","0.22","56","0.9","64.8","26.368073917762","9.37962666503264"
"Olamide Zaccheaus","ATL","68","190","","24","43","33","316","14","0.25","58","1.11","65.8","Dane Jackson","BUF","72","190","4.57","81","2","15","209","13","0.16","57","0.84","59.5","50.8714564446972","11.9478577756963"
"Olamide Zaccheaus","ATL","68","190","","24","43","33","316","14","0.25","58","1.11","65.8","Taron Johnson","BUF","71","192","4.5","1","89","","456","14","0.17","56","0.8","68.1","19.705785419361","16.4143466638071"
"Rashod Bateman","BLT","74","210","","63","16","21","334","16","0.26","70","1.3","65.2","All Defenders","LA","","","","","","","","","","","","","18.7170866259573","47.4399880784957"
"Rashod Bateman","BLT","74","210","","63","16","21","334","16","0.26","70","1.3","65.2","Darious Williams","LA","69","187","","34","13","49","477","15","0.24","64","1.07","61","28.9348873624197","29.5506070991747"
"Rashod Bateman","BLT","74","210","","63","16","21","334","16","0.26","70","1.3","65.2","Jalen Ramsey","LA","73","208","4.41","25","39","25","523","15","0.22","65","0.92","85.3","3.3633627852497","10.3360867880521"
"Rashod Bateman","BLT","74","210","","63","16","21","334","16","0.26","70","1.3","65.2","Dont'e Deayon","LA","69","159","","21","55","21","277","15","0.24","62","1.27","69.2","10.4003179338496","7.55329419126886"
"Marquise Brown","BLT","69","170","","13","32","54","552","23","0.39","68","1.73","70.6","All Defenders","LA","","","","","","","","","","","","","7.43936404735985","60.2583266746024"
"Marquise Brown","BLT","69","170","","13","32","54","552","23","0.39","68","1.73","70.6","Darious Williams","LA","69","187","","34","13","49","477","15","0.24","64","1.07","61","37.1266852655247","8.352639341034"
"Marquise Brown","BLT","69","170","","13","32","54","552","23","0.39","68","1.73","70.6","Jalen Ramsey","LA","73","208","4.41","25","39","25","523","15","0.22","65","0.92","85.3","11.4062795927994","32.7145040857165"
"Marquise Brown","BLT","69","170","","13","32","54","552","23","0.39","68","1.73","70.6","Dont'e Deayon","LA","69","159","","21","55","21","277","15","0.24","62","1.27","69.2","19.6003947764738","19.0917470652206"
"James Proche","BLT","71","190","","7","86","7","169","12","0.21","80","1.2","67.7","All Defenders","LA","","","","","","","","","","","","","33.0420196751133","25.9071431990092"
"James Proche","BLT","71","190","","7","86","7","169","12","0.21","80","1.2","67.7","Darious Williams","LA","69","187","","34","13","49","477","15","0.24","64","1.07","61","42.447678998453","1.475723346779"
"James Proche","BLT","71","190","","7","86","7","169","12","0.21","80","1.2","67.7","Jalen Ramsey","LA","73","208","4.41","25","39","25","523","15","0.22","65","0.92","85.3","16.6305674028312","1.31175408602578"
"James Proche","BLT","71","190","","7","86","7","169","12","0.21","80","1.2","67.7","Dont'e Deayon","LA","69","159","","21","55","21","277","15","0.24","62","1.27","69.2","25.5763174983353","22.9556965054512"
"Emmanuel Sanders","BUF","71","180","4.4","43","19","38","507","13","0.25","62","1.23","65.6","All Defenders","ATL","","","","","","","","","","","","","33.5094677268773","53.0677695006391"
"Emmanuel Sanders","BUF","71","180","4.4","43","19","38","507","13","0.25","62","1.23","65.6","Fabian Moreau","ATL","72","200","4.35","","5","88","537","13","0.25","65","0.91","60.4","43.3559375108523","23.345894900466"
"Emmanuel Sanders","BUF","71","180","4.4","43","19","38","507","13","0.25","62","1.23","65.6","A.J. Terrell","ATL","73","190","4.42","88","7","","487","11","0.12","43","0.32","85.9","21.0961378625781","19.6183990760218"
"Emmanuel Sanders","BUF","71","180","4.4","43","19","38","507","13","0.25","62","1.23","65.6","Darren Hall","ATL","","","","","","","","","","","","","54.0274028020627","10.1034755241512"
"Stefon Diggs","BUF","72","191","4.46","37","21","42","567","24","0.44","65","1.93","80.9","All Defenders","ATL","","","","","","","","","","","","","79.0105971990335","55.8514650760087"
"Stefon Diggs","BUF","72","191","4.46","37","21","42","567","24","0.44","65","1.93","80.9","Fabian Moreau","ATL","72","200","4.35","","5","88","537","13","0.25","65","0.91","60.4","82.9797592916939","20.0917811659569"
"Stefon Diggs","BUF","72","191","4.46","37","21","42","567","24","0.44","65","1.93","80.9","A.J. Terrell","ATL","73","190","4.42","88","7","","487","11","0.12","43","0.32","85.9","59.9998200517699","23.5940182499311"
"Stefon Diggs","BUF","72","191","4.46","37","21","42","567","24","0.44","65","1.93","80.9","Darren Hall","ATL","","","","","","","","","","","","","98.5282815461558","11.7970091249655"
"Cole Beasley","BUF","","","","","","","","","","","","","All Defenders","ATL","","","","","","","","","","","","","91.4038664320544","49.8217495268382"
"Cole Beasley","BUF","","","","","","","","","","","","","Fabian Moreau","ATL","72","200","4.35","","5","88","537","13","0.25","65","0.91","60.4","56.6640248019466","2.570169618448"
"Cole Beasley","BUF","","","","","","","","","","","","","A.J. Terrell","ATL","73","190","4.42","88","7","","487","11","0.12","43","0.32","85.9","35.5762159699999","3.75640175003939"
"Cole Beasley","BUF","","","","","","","","","","","","","Darren Hall","ATL","","","","","","","","","","","","","96.5843647019369","43.0997674478204"
"D.J. Moore","CAR","71","215","4.42","38","18","43","552","25","0.38","60","1.89","77.3","All Defenders","NO","","","","","","","","","","","","","50.3237212783676","56.2563656192246"
"D.J. Moore","CAR","71","215","4.42","38","18","43","552","25","0.38","60","1.89","77.3","Marshon Lattimore","NO","72","192","4.36","14","6","78","542","16","0.32","56","1.54","76","30.2565228229427","21.6370636997018"
"D.J. Moore","CAR","71","215","4.42","38","18","43","552","25","0.38","60","1.89","77.3","Paulson Adebo","NO","73","190","","74","7","13","470","14","0.27","66","1.31","59.8","66.4980161948816","24.3296760712202"
"D.J. Moore","CAR","71","215","4.42","38","18","43","552","25","0.38","60","1.89","77.3","Chauncey Gardner-Johnson","NO","72","208","4.48","1","85","2","333","18","0.3","69","1.41","57.8","62.3107120195502","9.71263748297723"
"Robby Anderson","CAR","75","190","","34","36","30","550","17","0.21","47","0.83","60","All Defenders","NO","","","","","","","","","","","","","23.0222782090937","57.0256834396584"
"Robby Anderson","CAR","75","190","","34","36","30","550","17","0.21","47","0.83","60","Marshon Lattimore","NO","72","192","4.36","14","6","78","542","16","0.32","56","1.54","76","5.64247429014699","19.1367807832918"
"Robby Anderson","CAR","75","190","","34","36","30","550","17","0.21","47","0.83","60","Paulson Adebo","NO","73","190","","74","7","13","470","14","0.27","66","1.31","59.8","42.3313134773709","17.0211567770987"
"Robby Anderson","CAR","75","190","","34","36","30","550","17","0.21","47","0.83","60","Chauncey Gardner-Johnson","NO","72","208","4.48","1","85","2","333","18","0.3","69","1.41","57.8","34.6670688793831","20.8677458792679"
"Terrace Marshall Jr.","CAR","75","200","","22","63","14","249","11","0.11","56","0.49","53","All Defenders","NO","","","","","","","","","","","","","15.5555686740842","34.8739726462871"
"Terrace Marshall Jr.","CAR","75","200","","22","63","14","249","11","0.11","56","0.49","53","Marshon Lattimore","NO","72","192","4.36","14","6","78","542","16","0.32","56","1.54","76","0.439393","7.61138291883251"
