10/17/2024 20:15,Broncos,-2.5,at Saints,37,-148,125
10/20/2024 9:30,at Jaguars,-6,Patriots,41.5,209,-254
10/20/2024 13:00,Eagles,-3.5,at Giants,42.5,-172,144
10/20/2024 13:00,at Falcons,-3,Seahawks,51,132,-155
10/20/2024 13:00,at Bills,-9.5,Titans,41,361,-474
10/20/2024 13:00,at Colts,-3,Dolphins,43.5,137,-163
10/20/2024 13:00,at Vikings,-1.5,Lions,50.5,103,-122
10/20/2024 13:00,at Packers,-3,Texans,48,128,-151
10/20/2024 13:00,Bengals,-5.5,at Browns,41.5,-254,210
10/20/2024 16:05,at Rams,-7,Raiders,43.5,257,-317
10/20/2024 16:05,at Commanders,-9.5,Panthers,51.5,347,-449
10/20/2024 16:25,at 49ers,-1.5,Chiefs,47,103,-122
10/20/2024 20:20,Jets,-1.5,at Steelers,38.5,-128,108
10/21/2024 20:15,Ravens,-3.5,at Buccaneers,49.5,-191,161
10/21/2024 21:00,Chargers,-2,at Cardinals,44,-130,109
