player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,9,6,2,,0,1,3,59.2,75.0,86.5,71.5,67.7,41.7,7,10,0,,21.7,5,0,0,0.0,0,5,7,0,12,379,372,29,175,74,94,0,7,259,108,0,10,12,0,22,0,0,0,
Ndamukong Suh,5527,DI,PHI,1,1,0,,0,0,24,,78.0,74.1,74.3,67.4,70.2,0,1,0,,0.0,0,0,0,0.0,0,1,0,0,0,17,17,0,11,0,6,0,0,7,10,0,1,1,0,2,0,0,0,
Tyson Alualu,5535,DI,PIT,10,2,1,,0,0,25,60.0,30.0,22.6,54.7,29.4,31.8,1,4,0,,20.0,2,0,2,0.0,0,0,1,0,0,196,195,37,129,3,26,0,1,113,83,0,3,6,0,5,0,0,0,
Brandon Graham,5538,ED,PHI,10,4,1,100.0,0,1,24,72.2,89.6,64.8,81.2,82.7,62.2,3,17,0,2,12.5,2,0,1,79.2,2,5,4,0,9,266,261,1,5,245,10,0,5,166,91,1,12,10,2,25,0,2,5,1.0
Jason Pierre-Paul,5540,ED,BLT,7,1,3,100.0,1,0,3,65.8,53.8,39.4,58.1,51.3,62.4,0,10,1,8,11.1,1,0,2,60.4,2,2,3,0,8,273,270,0,7,245,18,0,3,180,85,0,5,7,2,12,0,16,9,8.0
Kareem Jackson,5545,S,DEN,10,14,0,66.7,0,0,10,63.8,64.7,63.5,60.0,65.4,53.7,0,0,0,23,19.7,13,3,1,121.8,14,0,100,3,426,678,1,0,0,1,0,491,677,1,251,83,7,39,21,0,3,124,27,8.9
Devin McCourty,5552,S,NE,10,6,0,61.5,0,0,19,67.4,69.5,84.6,55.5,69.9,85.1,0,0,2,54,6.1,3,3,0,99.8,8,0,99,7,367,608,2,0,0,2,0,451,606,2,239,49,3,40,13,0,2,145,27,18.1
Jerry Hughes,5556,ED,HST,10,3,0,,1,1,13,68.1,75.7,61.6,70.1,64.3,27.1,0,26,1,,44.0,11,0,2,0.0,0,8,0,0,3,421,421,0,3,408,10,0,0,223,195,0,15,11,0,34,0,0,0,
Linval Joseph,5571,DI,PHI,1,2,0,,0,0,24,,84.8,76.1,74.1,75.9,72.8,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,26,26,25,1,0,0,0,0,8,18,0,1,1,0,1,0,0,0,
Carlos Dunlap,5579,ED,KC,10,5,3,100.0,0,1,16,59.8,64.2,88.4,58.5,66.4,51.2,1,9,0,8,13.6,3,0,0,100.0,1,5,0,0,14,313,313,1,2,286,24,0,0,200,99,0,16,14,1,15,0,8,0,8.0
Corey Peters,5607,DI,JAX,6,3,0,,0,0,15,60.0,57.8,82.5,59.4,55.1,72.9,1,4,0,,0.0,0,0,0,0.0,0,0,0,0,0,126,126,56,70,0,0,0,0,67,59,0,2,5,0,5,0,0,0,
Al Woods,5646,DI,SEA,9,8,1,,0,0,29,60.5,70.9,58.1,65.6,69.6,68.4,0,7,0,,3.8,1,0,1,0.0,0,2,0,0,1,249,249,138,111,0,0,0,0,101,147,0,15,17,0,9,0,0,0,
Von Miller,6154,ED,BUF,10,1,0,,0,1,4,74.5,84.0,24.0,80.2,78.2,52.1,3,32,0,,23.5,4,0,4,0.0,0,8,4,0,3,430,426,0,1,425,0,0,4,298,129,0,20,12,0,43,0,0,0,
Patrick Peterson,6157,CB,MIN,10,2,0,59.1,0,0,18,83.9,80.8,56.6,60.0,58.8,73.5,0,0,3,38,7.5,3,8,3,69.3,26,0,39,632,431,676,2,0,0,2,0,0,674,1,244,3,14,35,44,0,2,330,127,12.7
J.J. Watt,6163,DI,ARZ,10,2,4,,0,0,1,64.0,60.1,31.2,69.2,48.2,65.4,9,22,0,,7.7,1,0,5,0.0,0,6,1,0,1,476,475,0,65,176,234,0,1,317,158,0,16,10,0,37,0,0,0,
Robert Quinn,6166,ED,PHI,11,2,0,100.0,2,0,24,64.6,40.7,26.9,55.5,34.8,55.0,3,15,0,13,9.1,1,0,4,104.2,2,1,1,0,6,364,362,0,0,349,13,0,2,209,149,0,4,8,2,19,0,18,17,9.0
Cameron Jordan,6176,ED,NO,10,11,0,0.0,0,0,20,84.0,70.5,75.2,55.6,75.0,42.2,3,14,0,,18.6,8,1,1,39.6,0,7,0,0,9,478,476,0,3,444,29,0,2,279,190,1,21,24,1,24,0,0,0,
Cameron Heyward,6183,DI,PIT,10,10,0,,0,1,25,68.4,90.0,85.6,72.0,84.6,72.6,5,18,0,,2.7,1,0,1,0.0,0,4,3,0,0,484,481,24,264,40,153,0,3,311,173,0,24,26,0,27,0,0,0,
Justin Houston,6222,ED,BLT,7,1,0,,0,1,3,67.9,77.2,56.4,73.8,68.2,58.6,1,14,1,,37.5,3,0,1,0.0,0,10,0,0,12,207,207,0,3,195,9,0,0,167,28,0,11,4,0,25,0,0,0,
Lawrence Guy,6385,DI,NE,7,10,0,,0,0,19,,48.4,83.5,54.8,46.8,59.1,0,6,0,,4.3,1,0,0,0.0,0,1,0,0,0,232,232,2,124,6,100,0,0,109,123,0,12,12,0,7,0,0,0,
Chris Harris Jr.,6457,CB,NO,7,2,0,76.5,0,1,20,47.7,52.2,83.6,69.6,62.5,47.2,0,5,0,62,8.3,2,1,2,112.9,26,1,24,60,198,331,13,0,0,13,0,1,318,17,116,232,7,20,34,6,1,304,129,11.7
Josh Bynes,6503,LB,BLT,7,4,0,58.3,0,0,3,69.9,54.2,80.9,58.5,38.1,62.3,0,1,1,22,13.3,4,1,0,72.6,7,1,258,1,124,269,3,0,0,3,0,0,266,23,122,7,9,22,12,2,1,83,56,11.9
Nick Bellore,6515,LB,SEA,3,1,0,,0,0,29,60.0,80.8,65.9,60.0,74.9,71.7,0,0,0,,0.0,0,0,0,0.0,0,0,9,0,1,10,0,0,0,0,0,0,10,1,8,0,0,0,0,0,0,0,0,
Mario Addison,6558,ED,HST,6,4,0,0.0,0,0,13,64.1,54.1,86.1,56.0,48.6,58.3,1,10,0,,11.1,1,0,0,39.6,0,0,4,0,1,183,179,0,0,172,7,0,4,106,76,0,2,4,1,11,0,0,0,
Stephon Gilmore,7016,CB,IND,11,2,0,59.3,0,0,14,74.6,76.3,86.8,,75.9,65.2,0,0,1,53,9.5,4,5,2,75.6,35,0,48,648,397,705,4,0,0,4,0,0,701,0,308,5,8,36,59,0,0,441,170,12.6
Fletcher Cox,7018,DI,PHI,10,7,0,,0,1,24,,58.4,71.1,62.3,53.0,53.1,4,12,0,,8.3,2,0,1,0.0,0,4,1,0,0,452,451,10,228,11,202,0,1,286,166,0,12,15,0,20,0,0,0,
Michael Brockers,7020,DI,DET,6,0,1,,0,0,11,,51.3,81.3,55.2,50.4,37.2,1,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,123,123,0,83,10,30,0,0,61,62,0,3,4,0,2,0,0,0,
Bruce Irvin,7021,ED,SEA,4,1,0,100.0,0,0,29,76.5,64.9,41.7,52.3,75.5,30.0,0,7,0,6,30.8,4,0,1,83.3,2,1,0,0,9,156,154,0,0,154,0,0,2,84,63,2,8,8,2,8,0,8,11,4.0
Melvin Ingram III,7024,ED,MIA,10,1,1,100.0,1,1,17,39.8,75.0,0.0,88.0,72.3,44.2,5,15,0,19,30.0,3,0,5,107.1,7,5,11,0,39,322,296,0,0,296,0,0,26,190,93,15,10,6,7,25,0,68,55,9.7
Chandler Jones,7027,ED,LV,10,10,0,100.0,1,0,23,58.3,59.9,73.5,58.5,60.2,34.4,5,13,0,14,20.6,7,0,1,100.0,5,1,0,0,29,515,513,0,4,497,12,0,2,295,191,2,10,17,5,19,0,40,25,8.0
Bobby Wagner,7050,LB,LA,10,27,0,80.0,0,0,26,78.1,90.1,85.7,70.9,90.3,90.8,1,4,0,49,1.2,1,2,0,100.2,16,3,567,1,293,612,31,0,0,31,0,0,581,78,241,13,26,53,20,8,0,161,138,10.1
Lavonte David,7060,LB,TB,10,16,0,75.6,0,1,30,86.5,81.3,54.4,65.3,67.7,85.4,0,2,0,36,3.0,2,4,1,98.8,34,1,575,7,374,644,20,0,0,20,0,0,624,23,247,42,25,48,45,3,1,284,122,8.4
Vinny Curry,7061,ED,NYJ,5,1,0,,0,0,22,60.0,54.6,36.1,61.7,52.9,51.3,0,4,0,,16.7,2,0,1,0.0,0,0,0,0,0,103,103,0,2,95,6,0,0,52,51,0,5,9,0,4,0,0,0,
Casey Hayward Jr.,7064,CB,ATL,6,1,0,57.1,0,0,2,65.6,64.7,83.4,,55.2,33.7,0,0,1,40,23.8,5,2,0,80.2,16,0,41,295,236,355,3,0,0,3,0,0,352,0,119,16,2,15,28,0,1,225,68,14.1
Demario Davis,7079,LB,NO,11,20,0,69.6,0,0,20,80.8,81.2,61.6,89.0,66.0,56.7,2,4,0,26,14.5,10,2,1,88.7,16,8,621,2,366,724,66,0,0,66,0,3,658,53,305,31,30,39,23,14,0,158,122,9.9
Akiem Hicks,7090,DI,TB,4,0,0,100.0,0,0,30,59.5,46.1,4.0,58.0,49.9,72.4,2,1,0,7,0.0,0,0,2,95.8,1,0,2,0,1,125,123,2,81,9,31,0,2,81,43,0,6,7,1,3,0,7,7,7.0
Rodney McLeod,7271,S,IND,11,11,0,65.5,0,0,14,75.1,73.9,81.3,63.2,64.9,75.9,0,2,1,24,5.5,3,3,2,77.2,19,0,306,8,334,612,22,0,0,22,0,179,590,9,269,96,20,41,29,2,1,163,130,8.6
Michael Thomas,7279,S,CIN,2,0,0,,0,0,7,64.4,58.0,72.5,60.0,49.9,80.6,0,0,0,,0.0,0,0,0,0.0,0,0,9,0,13,22,1,0,0,1,0,11,21,1,8,1,0,2,0,0,0,0,0,
Tashaun Gipson Sr.,7288,S,SF,10,7,0,55.6,0,0,28,62.9,70.2,87.2,65.5,85.0,90.9,0,0,1,40,0.0,0,2,0,66.0,10,1,79,7,391,618,22,0,0,22,0,444,596,4,223,66,5,29,18,1,0,176,57,17.6
Harrison Smith,7641,S,MIN,9,6,0,75.0,1,1,18,60.3,61.9,87.3,65.5,62.1,80.7,0,1,4,49,8.3,5,1,1,90.8,21,0,131,6,378,588,17,0,0,17,0,352,571,4,206,82,7,49,28,1,2,282,85,13.4
Justin Bethel,7654,CB,MIA,4,0,0,61.1,0,0,17,59.5,56.8,78.8,,44.5,55.8,0,0,1,19,12.5,2,2,1,53.5,11,0,14,32,86,107,2,0,0,2,0,1,105,0,21,57,2,14,18,0,0,102,58,9.3
Xavier Rhodes,7806,CB,BUF,1,0,0,33.3,0,0,4,61.1,63.0,74.5,,65.1,75.1,0,0,0,5,0.0,0,0,0,42.4,1,0,1,24,16,25,0,0,0,0,0,0,25,0,9,0,0,2,3,0,0,5,0,5.0
Darius Slay,7817,CB,PHI,10,5,0,50.0,0,0,24,78.2,75.3,85.8,,52.5,57.8,0,0,3,41,10.3,4,3,2,51.0,24,0,41,553,379,599,0,0,0,0,0,2,599,0,220,3,8,30,48,0,1,304,93,12.7
Johnathan Hankins,7830,DI,DAL,8,5,1,,1,0,9,60.0,43.4,52.4,51.4,46.1,29.0,1,3,0,,13.3,2,0,1,0.0,0,0,0,0,1,196,196,27,154,0,15,0,0,95,100,0,5,8,0,4,0,0,0,
Jon Bostic,7831,LB,WAS,6,4,0,83.3,0,0,32,56.7,57.9,78.8,51.7,61.5,68.7,0,0,0,41,7.1,1,0,0,156.3,5,0,146,0,84,152,2,0,0,2,0,0,150,5,63,4,5,9,6,0,1,72,68,14.4
Jamie Collins Sr.,7833,LB,NE,1,1,0,100.0,0,0,19,43.8,58.0,75.8,57.9,68.7,70.5,0,0,0,11,0.0,0,0,0,112.5,1,0,1,0,4,22,19,0,0,19,0,0,3,2,16,2,0,0,1,0,0,11,5,11.0
Tyrann Mathieu,7850,S,NO,11,14,0,64.7,0,0,20,78.9,76.4,84.8,62.2,65.0,61.6,1,0,2,19,12.5,8,2,1,53.9,11,0,329,13,407,723,43,0,0,43,0,235,680,12,304,103,9,42,17,1,1,73,57,6.6
John Jenkins,7863,DI,MIA,9,4,0,,0,0,17,59.8,50.9,80.4,60.4,46.4,74.8,0,4,0,,0.0,0,0,0,0.0,0,0,0,0,1,129,129,73,47,0,9,0,0,68,60,0,3,5,0,4,0,0,0,
Logan Ryan,7864,S,TB,4,2,0,50.0,0,1,30,66.8,75.1,80.3,59.2,89.1,85.5,0,1,1,17,0.0,0,1,0,34.7,3,0,25,0,114,150,4,0,0,4,0,110,146,1,35,11,2,6,6,1,0,44,1,14.7
Duron Harmon,7872,S,LV,10,10,1,84.6,0,1,23,77.4,72.7,85.8,60.9,53.8,59.0,0,1,2,55,15.7,8,1,0,74.8,11,0,121,11,353,616,19,0,0,19,0,433,597,13,250,32,5,33,13,1,0,149,78,13.5
Akeem Spence,7882,DI,SF,5,2,0,,0,0,28,60.0,43.2,80.6,47.6,46.2,28.3,0,0,0,,28.6,2,0,0,0.0,0,0,0,0,0,108,108,4,88,0,16,0,0,53,55,0,2,3,0,0,0,0,0,
William Gholston,7908,DI,TB,10,9,0,,0,0,30,63.2,59.1,84.2,57.6,56.1,62.5,2,3,0,,4.2,1,0,0,0.0,0,0,0,0,2,281,281,1,152,36,92,0,0,133,146,0,9,14,0,5,0,0,0,
Oday Aboushi,7923,G,LA,1,0,0,,1,0,26,,60.0,60.0,,60.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Steven Means,7929,ED,BLT,2,0,0,,0,0,3,60.0,75.7,75.6,65.1,73.2,72.4,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,1,29,29,0,0,28,1,0,0,18,10,0,0,1,0,1,0,0,0,
A.J. Klein,7930,LB,BUF,2,1,0,100.0,0,0,4,50.4,54.2,70.8,59.1,64.7,29.7,0,1,0,20,33.3,2,0,0,103.1,4,0,18,0,10,18,0,0,0,0,0,0,18,1,7,0,2,3,4,1,0,35,38,8.8
Micah Hyde,7941,S,BUF,2,2,0,100.0,0,0,4,69.1,68.4,81.7,59.1,52.5,63.0,0,0,0,19,12.5,1,0,0,102.8,3,0,18,1,70,101,1,0,0,1,0,68,100,1,30,13,2,5,3,0,0,26,8,8.7
Jordan Poyer,8000,S,BUF,6,7,0,77.8,0,0,4,67.8,66.2,82.8,56.2,55.4,43.7,0,0,4,23,21.4,6,2,0,85.0,7,0,81,3,242,371,6,0,0,6,0,241,365,3,126,40,5,15,9,0,1,45,13,6.4
Nick Williams,8006,DI,NYG,8,8,2,,0,0,21,60.0,59.9,83.7,52.7,63.2,76.8,1,6,0,,5.0,1,0,0,0.0,0,0,1,0,1,227,226,7,113,29,77,0,1,122,104,0,6,11,0,7,0,0,0,
Tony Jefferson,8361,S,NYG,3,1,0,100.0,0,0,21,57.3,52.1,77.9,46.5,62.6,77.2,0,1,0,6,0.0,0,0,0,87.5,2,0,25,0,21,36,9,0,0,9,0,1,27,13,2,1,1,3,2,1,0,10,4,5.0
Brandon Copeland,8378,ED,BLT,3,3,0,,0,0,3,61.7,53.7,78.6,53.4,55.7,75.2,0,2,0,,0.0,0,0,0,0.0,0,1,0,1,2,52,51,0,0,51,0,0,1,33,17,0,2,1,0,3,0,0,0,
Chris Banjo,8419,S,ARZ,7,2,0,100.0,0,0,1,55.7,63.4,75.6,58.7,74.1,82.0,0,0,0,7,0.0,0,0,0,95.8,1,0,12,4,20,53,1,0,0,1,0,33,52,1,32,1,0,2,1,0,0,7,1,7.0
Nickell Robey-Coleman,8483,CB,LV,1,0,0,,0,0,23,67.8,64.2,72.8,52.4,60.0,,0,0,0,,,0,0,0,0.0,0,0,1,0,8,14,0,0,0,0,0,0,14,3,3,13,0,0,0,0,0,0,0,
Mike Purcell,8530,DI,DEN,10,11,0,,0,0,10,60.0,66.7,64.2,62.9,65.8,42.3,1,4,0,,11.4,4,0,1,0.0,0,1,0,0,0,310,310,157,117,1,35,0,0,147,163,0,13,20,0,6,0,0,0,
Jadeveon Clowney,8636,ED,CLV,7,2,2,100.0,0,1,8,44.9,71.4,45.1,68.7,73.6,78.8,1,14,0,21,7.1,1,0,2,118.8,1,2,2,0,4,277,274,0,4,257,13,0,3,168,105,0,10,11,1,17,0,21,27,21.0
