player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,7,5,1,,0,1,3,58.9,72.7,85.8,68.2,68.8,37.1,5,10,0,,23.8,5,0,0,0.0,0,3,7,0,11,311,304,23,131,74,76,0,7,207,93,0,8,11,0,18,0,0,0,
Tyson Alualu,5535,DI,PIT,8,2,0,,0,0,25,60.0,30.3,18.2,52.3,31.9,48.2,1,4,0,,12.5,1,0,2,0.0,0,0,1,0,0,176,175,34,115,3,23,0,1,101,75,0,3,5,0,5,0,0,0,
Brandon Graham,5538,ED,PHI,7,3,1,100.0,0,1,24,72.3,90.2,85.7,86.3,73.2,67.0,3,11,0,2,9.1,1,0,0,79.2,2,4,3,0,7,180,177,1,3,166,7,0,3,124,49,0,9,7,2,18,0,2,5,1.0
Jason Pierre-Paul,5540,ED,BLT,5,1,3,100.0,1,0,3,55.7,46.8,58.4,53.2,46.0,59.4,0,6,0,8,12.5,1,0,1,100.0,1,1,3,0,5,233,230,0,5,208,17,0,3,153,75,0,3,6,1,7,0,8,7,8.0
Kareem Jackson,5545,S,DEN,8,13,0,64.3,0,0,10,68.6,69.0,56.6,,66.7,61.8,0,0,0,22,16.4,9,2,1,119.0,9,0,77,2,346,550,1,0,0,1,0,399,549,0,204,71,6,33,14,0,2,80,22,8.9
Devin McCourty,5552,S,NE,8,6,0,66.7,0,0,19,59.7,63.1,83.3,58.3,68.9,82.8,0,0,2,54,6.7,3,1,0,109.7,6,0,85,7,294,496,2,0,0,2,0,362,494,1,201,40,2,36,9,0,2,132,22,22.0
Jerry Hughes,5556,ED,HST,7,2,0,,1,1,13,68.2,73.8,50.2,66.7,63.6,29.2,0,16,1,,46.7,7,0,2,0.0,0,5,0,0,2,294,294,0,2,287,5,0,0,167,125,0,8,6,0,21,0,0,0,
Carlos Dunlap,5579,ED,KC,7,3,2,100.0,0,1,16,56.5,64.5,86.9,59.5,69.8,46.4,1,7,0,8,14.3,2,0,0,100.0,1,2,0,0,13,211,211,1,2,192,16,0,0,131,67,0,9,9,1,10,0,8,0,8.0
Corey Peters,5607,DI,JAX,4,3,0,,0,0,15,60.0,57.9,81.6,61.5,53.8,71.9,1,3,0,,0.0,0,0,0,0.0,0,0,0,0,0,104,104,43,61,0,0,0,0,56,48,0,1,3,0,4,0,0,0,
Al Woods,5646,DI,SEA,7,6,1,,0,0,29,60.5,69.9,50.0,67.3,68.1,66.6,0,4,0,,4.5,1,0,1,0.0,0,2,0,0,1,186,186,106,80,0,0,0,0,74,111,0,13,15,0,6,0,0,0,
Von Miller,6154,ED,BUF,7,0,0,,0,0,4,90.2,89.8,36.2,78.9,88.4,59.0,2,19,0,,20.0,2,0,2,0.0,0,6,3,0,2,273,270,0,0,270,0,0,3,193,78,0,14,8,0,27,0,0,0,
Patrick Peterson,6157,CB,MIN,7,2,0,48.5,0,0,18,77.1,77.9,45.0,60.0,81.3,75.1,0,0,1,38,6.9,2,8,3,68.0,16,0,27,449,316,478,0,0,0,0,0,0,478,1,161,2,11,25,33,0,1,222,99,13.9
J.J. Watt,6163,ED,ARZ,7,2,3,,0,0,1,63.2,64.3,67.8,67.6,51.1,61.0,3,15,0,,11.1,1,0,2,0.0,0,5,1,0,0,336,335,0,34,149,152,0,1,228,108,0,11,6,0,23,0,0,0,
Robert Quinn,6166,ED,PHI,8,2,0,100.0,2,0,24,60.4,41.9,22.6,57.2,37.7,50.8,3,12,0,13,11.1,1,0,4,118.8,1,1,1,0,5,325,323,0,0,314,9,0,2,187,133,0,4,6,1,16,0,13,10,13.0
Cameron Jordan,6176,ED,NO,8,8,0,,0,0,20,81.8,73.4,71.7,59.4,78.0,54.0,3,9,0,,14.7,5,0,1,0.0,0,6,0,0,5,390,388,0,3,362,23,0,2,233,152,1,20,21,0,18,0,0,0,
Cameron Heyward,6183,DI,PIT,8,8,0,,0,1,25,68.3,88.0,84.8,68.7,80.7,70.5,4,14,0,,3.4,1,0,1,0.0,0,3,1,0,0,393,392,24,217,35,116,0,1,249,144,0,18,20,0,21,0,0,0,
Justin Houston,6222,ED,BLT,5,1,0,,0,1,3,67.8,82.1,82.9,76.8,65.6,50.9,1,12,0,,42.9,3,0,0,0.0,0,6,0,0,8,149,149,0,3,140,6,0,0,123,18,0,7,3,0,19,0,0,0,
Lawrence Guy,6385,DI,NE,5,5,0,,0,0,19,,52.8,82.5,57.8,50.5,74.6,0,4,0,,0.0,0,0,0,0.0,0,1,0,0,0,169,169,2,102,3,62,0,0,78,91,0,9,8,0,5,0,0,0,
Chris Harris Jr.,6457,CB,NO,4,2,0,84.2,0,1,20,57.9,63.3,81.0,70.4,76.3,85.9,0,4,0,21,0.0,0,0,2,96.3,16,0,16,51,113,174,4,0,0,4,0,1,170,10,51,101,4,15,19,4,0,135,60,8.4
Josh Bynes,6503,LB,BLT,7,4,0,58.3,0,0,3,69.9,54.2,80.9,58.5,38.1,62.3,0,1,1,22,13.3,4,1,0,72.6,7,1,258,1,124,269,3,0,0,3,0,0,266,23,122,7,9,22,12,2,1,83,56,11.9
Nick Bellore,6515,LB,SEA,3,1,0,,0,0,29,60.0,80.8,65.9,60.0,74.9,71.7,0,0,0,,0.0,0,0,0,0.0,0,0,9,0,1,10,0,0,0,0,0,0,10,1,8,0,0,0,0,0,0,0,0,
Mario Addison,6558,ED,HST,3,2,0,0.0,0,0,13,60.0,56.5,82.9,52.9,55.8,46.3,0,4,0,,20.0,1,0,0,39.6,0,0,3,0,1,90,87,0,0,83,4,0,3,58,31,0,1,2,1,4,0,0,0,
Stephon Gilmore,7016,CB,IND,8,0,0,59.6,0,0,14,71.3,72.3,85.4,,69.7,72.2,0,0,1,53,6.5,2,3,2,75.0,28,0,38,460,284,504,3,0,0,3,0,0,501,0,220,3,6,29,47,0,0,363,130,13.0
Fletcher Cox,7018,DI,PHI,7,5,0,,0,1,24,,60.7,62.3,65.7,52.2,74.7,4,9,0,,0.0,0,0,1,0.0,0,4,0,0,0,292,292,7,138,5,142,0,0,204,88,0,5,5,0,17,0,0,0,
Michael Brockers,7020,DI,DET,5,0,1,,0,0,11,,50.1,80.9,55.8,48.4,37.2,1,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,111,111,0,71,10,30,0,0,56,55,0,3,4,0,2,0,0,0,
Bruce Irvin,7021,ED,SEA,2,1,0,100.0,0,0,29,64.4,62.0,11.7,51.3,84.3,36.8,0,4,0,6,33.3,2,0,1,91.7,1,0,0,0,7,71,69,0,0,69,0,0,2,42,22,2,2,3,1,4,0,6,9,6.0
Melvin Ingram III,7024,ED,MIA,8,1,1,100.0,1,1,17,38.4,64.7,0.0,78.4,73.1,34.7,2,13,0,19,33.3,3,0,5,107.1,7,2,11,0,36,261,236,0,0,236,0,0,25,147,78,14,7,5,7,17,0,68,55,9.7
Chandler Jones,7027,ED,LV,7,5,0,100.0,1,0,23,72.4,59.3,67.6,60.3,53.1,29.7,5,10,0,11,23.8,5,0,1,97.9,2,1,0,0,19,369,367,0,2,357,8,0,2,220,130,2,6,11,2,16,0,15,5,7.5
Bobby Wagner,7050,LB,LA,7,15,0,91.7,0,0,26,68.8,83.0,84.2,78.3,81.6,88.3,1,2,0,49,2.0,1,2,0,114.6,11,2,369,1,181,403,22,0,0,22,0,0,381,53,169,11,18,33,12,5,0,138,112,12.5
Lavonte David,7060,LB,TB,8,16,0,86.5,0,1,30,85.7,80.2,48.6,67.9,65.6,89.1,0,2,0,36,1.7,1,3,1,105.1,32,1,479,4,302,535,14,0,0,14,0,0,521,20,213,38,23,41,37,3,1,261,108,8.2
Vinny Curry,7061,ED,NYJ,3,1,0,,0,0,22,,55.1,19.5,61.9,56.8,33.3,0,2,0,,28.6,2,0,1,0.0,0,0,0,0,0,68,68,0,1,63,4,0,0,33,35,0,3,4,0,2,0,0,0,
Casey Hayward Jr.,7064,CB,ATL,6,1,0,57.1,0,0,2,65.6,64.7,83.4,,55.2,33.7,0,0,1,40,23.8,5,2,0,80.2,16,0,41,295,236,355,3,0,0,3,0,0,352,0,119,16,2,15,28,0,1,225,68,14.1
Demario Davis,7079,LB,NO,8,14,0,68.4,0,0,20,79.4,86.5,51.4,90.9,75.5,59.5,2,3,0,23,13.3,6,2,1,84.5,13,6,434,2,274,508,47,0,0,47,0,3,461,36,198,21,19,25,19,11,0,116,92,8.9
Akiem Hicks,7090,DI,TB,2,0,0,,0,0,30,,48.0,78.9,53.5,49.0,71.4,1,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,59,59,2,34,6,17,0,0,36,23,0,4,5,0,2,0,0,0,
Rodney McLeod,7271,S,IND,8,8,0,68.4,0,0,14,75.8,71.4,79.0,63.2,56.4,72.3,0,2,1,22,7.9,3,2,2,80.4,13,0,228,4,221,411,13,0,0,13,0,108,398,9,181,57,14,27,19,2,1,117,82,9.0
Tashaun Gipson Sr.,7288,S,SF,8,5,0,53.3,0,0,28,62.2,70.1,85.8,70.8,84.3,90.7,0,0,1,40,0.0,0,1,0,62.4,8,1,68,5,308,502,18,0,0,18,0,356,484,2,192,55,4,25,15,1,0,157,54,19.6
Harrison Smith,7641,S,MIN,6,2,0,81.0,1,1,18,60.5,62.0,85.8,66.9,61.0,82.8,0,1,3,33,7.0,3,1,1,82.2,17,0,72,3,267,389,4,0,0,4,0,256,385,1,121,54,5,38,21,1,1,198,83,11.6
Justin Bethel,7654,CB,MIA,3,0,0,63.6,0,0,17,53.4,54.0,77.7,,58.1,62.9,0,0,1,12,9.1,1,0,1,37.7,7,0,12,11,67,84,2,0,0,2,0,1,82,0,17,57,1,10,11,0,0,54,34,7.7
Darius Slay,7817,CB,PHI,7,2,0,47.2,0,0,24,80.8,77.2,84.3,,45.8,48.8,0,0,3,29,13.0,3,2,1,37.2,17,0,24,365,276,392,0,0,0,0,0,0,392,0,116,3,5,18,36,0,1,183,69,10.8
Johnathan Hankins,7830,DI,DAL,6,5,1,,0,0,9,60.0,53.6,82.3,51.1,56.2,47.1,1,1,0,,7.7,1,0,0,0.0,0,0,0,0,1,153,153,14,124,0,15,0,0,75,77,0,4,7,0,2,0,0,0,
Jon Bostic,7831,LB,WAS,3,1,0,100.0,0,0,32,50.9,60.1,70.6,59.1,68.1,77.1,0,0,0,24,0.0,0,0,0,118.8,1,0,23,0,8,24,1,0,0,1,0,0,23,1,15,0,1,1,1,0,0,24,26,24.0
Jamie Collins Sr.,7833,LB,NE,1,1,0,100.0,0,0,19,43.8,58.0,75.8,57.9,68.7,70.5,0,0,0,11,0.0,0,0,0,112.5,1,0,1,0,4,22,19,0,0,19,0,0,3,2,16,2,0,0,1,0,0,11,5,11.0
Tyrann Mathieu,7850,S,NO,8,10,0,58.3,0,0,20,80.4,77.9,84.1,60.9,62.5,60.4,1,0,2,10,13.3,6,1,1,25.3,7,0,203,10,304,507,30,0,0,30,0,192,477,6,197,72,6,29,12,1,0,41,36,5.9
John Jenkins,7863,DI,MIA,7,3,0,,0,0,17,59.8,53.7,79.7,59.9,50.4,73.7,0,4,0,,0.0,0,0,0,0.0,0,0,0,0,1,104,104,55,41,0,8,0,0,56,47,0,2,4,0,4,0,0,0,
Logan Ryan,7864,S,TB,4,2,0,50.0,0,1,30,66.8,75.2,80.3,59.2,89.1,85.5,0,1,1,17,0.0,0,1,0,34.7,3,0,25,0,114,150,4,0,0,4,0,110,146,1,35,11,2,6,6,1,0,44,1,14.7
Duron Harmon,7872,S,LV,7,8,1,71.4,0,1,23,78.5,76.9,84.8,68.9,56.8,67.8,0,1,2,55,12.9,4,1,0,69.0,5,0,65,9,260,427,10,0,0,10,0,319,417,6,161,24,3,19,7,1,0,79,31,15.8
Akeem Spence,7882,DI,SF,5,2,0,,0,0,28,60.0,43.2,80.6,47.6,46.2,28.3,0,0,0,,28.6,2,0,0,0.0,0,0,0,0,0,108,108,4,88,0,16,0,0,53,55,0,2,3,0,0,0,0,0,
William Gholston,7908,DI,TB,8,7,0,,0,0,30,60.5,57.1,83.8,58.3,54.8,60.4,2,3,0,,4.8,1,0,0,0.0,0,0,0,0,2,251,251,1,136,34,80,0,0,116,133,0,8,13,0,5,0,0,0,
Oday Aboushi,7923,G,LA,1,0,0,,1,0,26,,60.0,60.0,,60.0,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Steven Means,7929,ED,BLT,2,0,0,,0,0,3,60.0,75.7,75.6,65.1,73.2,72.4,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,1,29,29,0,0,28,1,0,0,18,10,0,0,1,0,1,0,0,0,
A.J. Klein,7930,LB,BLT,2,1,0,100.0,0,0,3,50.4,54.2,70.8,59.1,64.7,29.7,0,1,0,20,33.3,2,0,0,103.1,4,0,18,0,10,18,0,0,0,0,0,0,18,1,7,0,2,3,4,1,0,35,38,8.8
Micah Hyde,7941,S,BUF,2,2,0,100.0,0,0,4,69.1,68.4,81.7,59.1,52.5,63.0,0,0,0,19,12.5,1,0,0,102.8,3,0,18,1,70,101,1,0,0,1,0,68,100,1,30,13,2,5,3,0,0,26,8,8.7
Jordan Poyer,8000,S,BUF,5,5,0,75.0,0,0,4,67.4,68.4,82.5,58.3,63.1,62.4,0,0,4,23,14.3,3,1,0,90.1,6,0,63,2,191,296,4,0,0,4,0,193,292,2,103,34,4,13,8,0,1,49,13,8.2
Nick Williams,8006,DI,NYG,8,8,2,,0,0,21,60.0,59.9,83.7,52.7,63.2,76.8,1,6,0,,5.0,1,0,0,0.0,0,0,1,0,1,227,226,7,113,29,77,0,1,122,104,0,6,11,0,7,0,0,0,
Tony Jefferson,8361,S,NYG,3,1,0,100.0,0,0,21,57.3,52.1,77.9,46.5,62.6,77.2,0,1,0,6,0.0,0,0,0,87.5,2,0,25,0,21,36,9,0,0,9,0,1,27,13,2,1,1,3,2,1,0,10,4,5.0
Brandon Copeland,8378,ED,BLT,3,3,0,,0,0,3,61.7,53.7,78.6,53.4,55.7,75.2,0,2,0,,0.0,0,0,0,0.0,0,1,0,1,2,52,51,0,0,51,0,0,1,33,17,0,2,1,0,3,0,0,0,
Chris Banjo,8419,S,ARZ,5,1,0,,0,0,1,65.5,72.4,72.6,,69.2,79.1,0,0,0,,0.0,0,0,0,0.0,0,0,6,4,8,24,0,0,0,0,0,12,24,0,16,0,0,1,0,0,0,0,0,
Mike Purcell,8530,DI,DEN,8,8,0,,0,0,10,60.0,69.8,58.2,60.2,72.0,57.7,1,4,0,,7.7,2,0,1,0.0,0,1,0,0,0,243,243,113,98,1,31,0,0,120,123,0,11,16,0,6,0,0,0,
Jadeveon Clowney,8636,ED,CLV,5,2,2,100.0,0,1,8,45.4,76.2,57.1,73.4,74.4,77.8,1,10,0,21,9.1,1,0,1,118.8,1,2,1,0,2,190,188,0,3,175,10,0,2,121,67,0,7,8,1,13,0,21,27,21.0
Khalil Mack,8640,ED,LAC,7,7,1,100.0,0,1,27,65.3,80.3,87.3,73.1,74.2,60.5,3,14,0,19,18.2,4,0,0,118.8,1,6,0,1,20,378,372,0,0,372,0,0,6,222,136,5,14,11,1,23,0,19,7,19.0
Anthony Barr,8644,LB,DAL,8,4,0,77.8,0,0,9,57.8,56.1,42.0,65.3,54.6,62.6,2,3,0,23,8.8,3,0,2,91.0,14,0,242,8,174,334,63,0,0,63,0,3,271,25,135,18,13,27,18,5,0,105,64,7.5
Aaron Donald,8648,DI,LA,7,5,1,,0,1,26,58.0,90.5,84.7,90.5,75.8,70.3,3,20,0,,3.3,1,0,0,0.0,0,4,1,0,0,359,358,5,116,33,204,0,1,220,139,0,23,24,0,27,0,0,0,
Kyle Fuller,8649,CB,BLT,1,0,0,60.0,0,0,3,61.0,55.3,79.1,59.1,30.0,53.1,0,0,0,12,25.0,1,0,1,71.3,3,0,6,54,61,80,4,0,0,4,0,0,76,1,18,16,0,3,5,0,0,23,0,7.7
C.J. Mosley,8652,LB,NYJ,8,27,0,75.0,0,0,22,62.0,61.8,16.4,49.8,65.8,75.2,0,1,0,30,6.7,6,3,3,94.2,30,0,521,1,314,551,15,0,0,15,0,1,536,21,216,13,22,57,40,1,0,284,152,9.5
Jimmie Ward,8665,S,SF,3,3,0,100.0,1,0,28,50.8,55.5,77.3,57.8,74.1,29.6,0,0,0,23,10.0,1,0,1,140.4,10,0,17,1,75,113,1,0,0,1,0,0,112,2,36,94,1,6,10,0,2,82,41,8.2
Bradley Roby,8666,CB,NO,7,5,0,48.6,0,0,20,49.6,49.4,33.1,79.7,50.7,32.4,0,1,0,60,24.1,7,2,3,81.8,18,0,29,225,207,350,1,0,0,1,0,2,349,4,139,93,5,17,37,1,1,268,117,14.9
Demarcus Lawrence,8669,ED,DAL,8,5,0,,0,1,9,58.2,72.8,68.6,71.3,66.5,42.3,3,20,0,,14.3,5,0,1,0.0,0,4,17,0,7,335,318,0,6,264,48,0,17,204,124,0,23,25,0,27,0,0,0,
Kyle Van Noy,8675,ED,LAC,7,2,0,75.0,0,0,27,74.4,59.3,54.9,52.4,56.1,67.0,2,6,0,18,9.5,2,1,1,127.1,3,0,64,1,62,273,199,0,0,199,0,0,74,102,109,9,11,17,4,8,1,22,14,7.3
Lamarcus Joyner,8676,S,NYJ,8,9,0,66.7,0,0,22,54.8,58.1,50.4,83.6,64.6,49.6,2,1,3,55,15.6,5,2,3,106.5,10,0,83,1,327,551,13,0,0,13,0,396,538,8,216,58,3,18,15,3,3,176,48,17.6
Jeremiah Attaochu,8685,ED,BLT,1,0,0,,0,0,3,,68.0,72.6,56.1,67.5,72.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,8,8,0,0,8,0,0,0,2,6,0,1,2,0,0,0,0,0,
Christian Kirksey,8706,LB,HST,7,17,0,65.5,0,0,13,64.0,58.2,85.0,56.1,51.5,57.9,1,2,1,24,13.3,8,0,0,91.2,19,1,412,1,226,463,8,0,0,8,0,12,455,24,213,30,18,35,29,4,2,180,102,9.5
Justin Ellis,8742,DI,NYG,8,3,0,,0,0,21,57.2,35.0,83.0,47.4,36.3,39.9,0,1,0,,16.7,2,0,0,0.0,0,0,0,0,1,179,179,37,131,0,11,0,0,87,91,0,5,7,0,1,0,0,0,
DaQuan Jones,8747,DI,BUF,7,4,0,,1,0,4,,70.6,59.9,73.0,61.1,51.4,2,8,0,,11.8,2,0,1,0.0,0,3,0,0,0,268,268,8,182,0,78,0,0,181,87,0,8,11,0,13,0,0,0,
Dontae Johnson,8764,CB,SF,1,0,0,,0,0,28,68.1,59.6,71.5,53.8,51.5,71.7,0,0,0,,,0,0,0,0.0,0,0,6,0,8,18,0,0,0,0,0,0,18,2,8,12,0,0,0,0,0,0,0,
