player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Calais Campbell,4364,DI,BLT,13,10,2,,0,2,3,58.6,76.6,87.7,72.1,70.0,33.1,11,14,0,,22.2,8,0,0,0.0,0,6,8,0,15,516,508,48,255,84,121,0,8,351,150,0,16,18,0,31,0,0,0,
Ndamukong Suh,5527,DI,PHI,5,2,0,,0,0,24,,65.8,80.5,52.3,72.9,50.8,0,4,0,,12.5,1,0,0,0.0,0,1,1,0,0,108,107,0,40,1,66,0,1,62,46,0,4,5,0,5,0,0,0,
Tyson Alualu,5535,DI,PIT,14,2,1,,0,0,25,60.0,29.5,32.4,57.7,28.2,40.3,2,5,0,,16.7,2,0,2,0.0,0,1,1,0,0,253,252,60,148,6,38,0,1,130,123,0,5,8,0,8,0,0,0,
Brandon Graham,5538,ED,PHI,14,4,1,100.0,0,2,24,72.5,90.8,70.5,89.9,79.6,55.7,3,24,0,2,15.8,3,0,1,79.2,2,10,5,0,11,350,342,1,6,324,11,0,8,219,120,3,19,12,2,37,0,2,5,1.0
Jason Pierre-Paul,5540,ED,BLT,11,1,3,100.0,1,0,3,66.8,55.9,54.8,53.7,60.4,70.2,0,13,1,24,11.1,2,0,2,70.8,4,2,5,0,13,404,399,0,12,355,32,0,5,250,141,0,11,15,4,15,0,42,31,10.5
Kareem Jackson,5545,S,DEN,14,20,0,65.6,0,0,10,62.8,65.3,72.8,56.7,69.9,57.7,0,0,0,23,17.0,16,3,1,113.4,21,0,148,4,584,948,4,0,0,4,0,665,944,2,362,127,16,58,32,0,3,195,48,9.3
Devin McCourty,5552,S,NE,14,9,0,61.1,0,0,19,69.1,70.7,86.7,55.5,71.2,86.6,0,0,2,54,6.1,4,3,0,94.2,11,0,157,8,539,883,2,0,0,2,0,646,881,2,342,70,5,53,18,0,2,189,44,17.2
Jerry Hughes,5556,ED,HST,14,5,0,,2,1,13,68.1,72.4,58.8,71.4,59.6,25.9,0,40,1,,45.2,14,0,3,0.0,0,8,4,0,3,584,580,0,3,563,14,0,4,317,264,0,15,12,0,48,0,0,0,
Linval Joseph,5571,DI,PHI,5,6,0,,0,0,24,60.0,47.4,34.1,61.4,47.8,31.8,0,1,0,,16.7,2,0,1,0.0,0,1,0,0,0,120,120,114,6,0,0,0,0,48,72,0,3,4,0,2,0,0,0,
Carlos Dunlap,5579,ED,KC,14,7,6,100.0,0,1,16,55.9,67.3,89.6,59.3,74.8,59.7,3,14,0,8,9.1,3,0,1,100.0,1,5,0,0,15,431,431,1,4,392,34,0,0,280,136,0,22,23,1,22,0,8,0,8.0
Corey Peters,5607,DI,JAX,9,4,0,,0,0,15,62.8,58.3,84.0,57.2,55.0,74.1,1,5,0,,0.0,0,0,0,0.0,0,0,0,0,0,192,192,78,114,0,0,0,0,100,92,0,4,7,0,6,0,0,0,
Al Woods,5646,DI,SEA,12,9,1,,0,0,29,60.5,71.8,64.5,68.6,68.7,57.9,0,10,0,,7.9,3,0,1,0.0,0,2,0,0,1,328,328,163,157,1,7,0,0,133,194,0,20,26,0,12,0,0,0,
Von Miller,6154,ED,BUF,11,1,0,,0,1,4,74.2,85.8,26.0,81.8,78.8,53.2,4,33,0,,22.2,4,0,4,0.0,0,8,4,0,4,450,446,0,1,445,0,0,4,311,135,0,21,13,0,45,0,0,0,
Patrick Peterson,6157,CB,MIN,14,3,0,58.3,0,0,18,83.1,81.0,65.6,60.0,64.1,74.4,0,0,3,38,7.3,4,9,3,70.7,35,0,55,895,607,958,3,0,0,3,0,0,955,1,350,5,15,48,60,0,2,428,167,12.2
J.J. Watt,6163,DI,ARZ,13,3,6,,0,1,1,64.0,66.6,32.8,71.3,57.5,45.2,12,26,0,,15.8,3,0,6,0.0,0,10,1,0,1,631,630,0,108,226,296,0,1,427,203,0,22,13,0,48,0,0,0,
