"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"1","Travis Kelce",KC,"vs. LV","5 out of 5 stars","A+","14.9","-2.9","31% (5/16)","8%","Bad"
"2","Brock Bowers",LV,"at KC","3 out of 5 stars","A","14.1","+1.8","63% (7/11)","15%","Bad"
"3","Trey McBride",ARI,"at MIN","3 out of 5 stars","A","13.9","+1.3","50% (7/14)","20%","Bad"
"4","T.J. Hockenson",MIN,"vs. ARI","2 out of 5 stars","A-","13.4","-0.8","28% (2/7)","11%","Bad"
"5","Taysom Hill",NO,"vs. LAR","3 out of 5 stars","B+","12.6","+3.5","54% (6/11)","8%","Great"
"6","Evan Engram",JAC,"vs. HOU","3 out of 5 stars","B+","12.1","+1.0","41% (5/12)","3%","Great"
"7","Jonnu Smith",MIA,"at GB","4 out of 5 stars","B","11.9","+2.1","43% (7/16)","9%","Average"
"8","Cade Otton",TB,"at CAR","4 out of 5 stars","B","11.6","+0.2","43% (7/16)","11%","Average"
"9","David Njoku",CLE,"at DEN","2 out of 5 stars","B","11.6","+2.5","53% (7/13)","8%","Average"
"10","George Kittle",SF,"at BUF","3 out of 5 stars","B-","11.0","+2.7","71% (10/14)","13%","Great"
"11","Dallas Goedert",PHI,"at BAL","3 out of 5 stars","C+","11.0","0.0","41% (5/12)","10%","Bad"
"12","Will Dissly",LAC,"at ATL","4 out of 5 stars","C","10.3","+0.4","43% (7/16)","6%","Bad"
"13","Sam LaPorta",DET,"vs. CHI","3 out of 5 stars","C","10.3","+0.2","40% (6/15)","12%","Average"
"14","Hunter Henry",NE,"vs. IND","3 out of 5 stars","C-","10.0","+1.1","46% (7/15)","10%","Bad"
"15","Zach Ertz",WAS,"vs. TEN","2 out of 5 stars","C-","9.9","+1.1","58% (7/12)","9%","Poor"
"16","Kyle Pitts",ATL,"vs. LAC","2 out of 5 stars","D+","9.4","-0.2","50% (8/16)","7%","Great"
"17","Tucker Kraft",GB,"vs. MIA","3 out of 5 stars","D+","9.0","+2.2","68% (11/16)","7%","Great"
"18","Mark Andrews",BAL,"vs. PHI","2 out of 5 stars","D","8.8","+0.7","50% (6/12)","7%","Great"
"19","Cole Kmet",CHI,"at DET","3 out of 5 stars","D","8.4","+0.8","53% (8/15)","8%","Good"
"20","Dalton Schultz",HOU,"at JAC","4 out of 5 stars","D-","8.4","-1.7","33% (5/15)","5%","Bad"
"21","Luke Schoonmaker",DAL,"vs. NYG","3 out of 5 stars","F","8.1","+0.4","31% (5/16)","2%","Great"
"22","Pat Freiermuth",PIT,"at CIN","3 out of 5 stars","F","7.8","-0.9","31% (5/16)","5%","Great"
"23","Mike Gesicki",CIN,"vs. PIT","4 out of 5 stars","F","7.6","0.0","37% (6/16)","6%","Poor"
"24","Noah Gray",KC,"vs. LV","5 out of 5 stars","F","7.4","+2.5","75% (12/16)","4%","Great"
"25","Dawson Knox",BUF,"vs. SF","3 out of 5 stars","F","6.9","-0.5","33% (5/15)","3%","Average"
"26","Juwan Johnson",NO,"vs. LAR","3 out of 5 stars","F","6.9","+0.7","50% (8/16)","6%","Average"
"27","Isaiah Likely",BAL,"vs. PHI","2 out of 5 stars","F","6.4","+1.7","46% (7/15)","14%","Poor"
"28","Tyler Conklin",NYJ,"vs. SEA","5 out of 5 stars","F","6.4","-0.6","37% (6/16)","11%","Bad"
"29","Theo Johnson",NYG,"at DAL","4 out of 5 stars","F","6.4","-0.2","36% (4/11)","4%","Good"
"30","Chig Okonkwo",TEN,"at WAS","3 out of 5 stars","F","5.9","+0.6","43% (7/16)","7%","Good"
"31","Noah Fant",SEA,"at NYJ","3 out of 5 stars","F","5.8","0.0","46% (6/13)","1%","Bad"
"32","Austin Hooper",NE,"vs. IND","3 out of 5 stars","F","5.5","+0.8","50% (8/16)","6%","Average"
"33","Foster Moreau",NO,"vs. LAR","3 out of 5 stars","F","5.5","+0.7","50% (8/16)","8%","Good"
"34","Darnell Washington",PIT,"at CIN","3 out of 5 stars","F","4.9","+0.6","50% (8/16)","4%","Poor"
"35","Tommy Tremble",CAR,"vs. TB","3 out of 5 stars","F","4.5","-0.6","50% (5/10)","4%","Bad"
"36","Jordan Akins",CLE,"at DEN","2 out of 5 stars","F","4.2","+0.8","56% (9/16)","3%","Average"
"37","Cade Stover",HOU,"at JAC","4 out of 5 stars","F","3.9","+0.6","54% (6/11)","3%","Average"
"38","Davis Allen",LAR,"at NO","3 out of 5 stars","F","3.9","0.0","23% (3/13)","6%","Bad"
"39","Michael Mayer",LV,"at KC","3 out of 5 stars","F","3.7","-0.2","14% (1/7)","5%","Bad"
"40","Brevyn Spann-Ford",DAL,"vs. NYG","3 out of 5 stars","F","3.3","+0.1","30% (3/10)","4%","Bad"
"41","AJ Barner",SEA,"at NYJ","3 out of 5 stars","F","3.2","+0.5","36% (4/11)","4%","Average"
"42","Kylen Granson",IND,"at NE","3 out of 5 stars","F","3.2","-0.5","29% (5/17)","2%","Bad"
"43","Brenton Strange",JAC,"vs. HOU","3 out of 5 stars","F","3.1","+0.5","40% (6/15)","5%","Great"
"44","Colby Parkinson",LAR,"at NO","3 out of 5 stars","F","3.1","0.0","37% (6/16)","9%","Bad"
"45","Adam Trautman",DEN,"vs. CLE","3 out of 5 stars","F","2.9","+0.1","29% (5/17)","5%","Poor"
"46","Tanner Hudson",CIN,"vs. PIT","4 out of 5 stars","F","2.9","+1.5","70% (7/10)","6%","Poor"
"47","Brock Wright",DET,"vs. CHI","3 out of 5 stars","F","2.8","+0.4","42% (6/14)","4%","Good"
"48","Elijah Higgins",ARI,"at MIN","3 out of 5 stars","F","2.7","+1.5","66% (10/15)","6%","Great"
"49","Lucas Krull",DEN,"vs. CLE","3 out of 5 stars","F","2.6","+0.1","30% (3/10)","2%","Bad"
"50","Josh Whyle",TEN,"at WAS","3 out of 5 stars","F","2.5","-0.2","38% (5/13)","2%","Bad"
"51","Drew Sample",CIN,"vs. PIT","4 out of 5 stars","F","2.5","+0.3","43% (7/16)","4%","Average"
"52","Jeremy Ruckert",NYJ,"vs. SEA","5 out of 5 stars","F","2.4","-0.3","40% (6/15)","2%","Bad"
"53","Nick Vannett",TEN,"at WAS","3 out of 5 stars","F","2.3","-","-","6%","Great"
"54","Mo Alie-Cox",IND,"at NE","3 out of 5 stars","F","2.3","+0.1","35% (6/17)","7%","Bad"
"55","Tucker Fisk",LAC,"at ATL","4 out of 5 stars","F","2.2","-","-","10%","Bad"
"56","Julian Hill",MIA,"at GB","4 out of 5 stars","F","2.1","+0.2","46% (7/15)","5%","Bad"
"57","Grant Calcaterra",PHI,"at BAL","3 out of 5 stars","F","2.1","+0.5","46% (6/13)","1%","Bad"
"58","Johnny Mundt",MIN,"vs. ARI","2 out of 5 stars","F","2.0","+0.1","46% (7/15)","4%","Poor"
"59","Luke Farrell",JAC,"vs. HOU","3 out of 5 stars","F","1.6","-0.5","20% (3/15)","2%","Bad"
"60","Drew Ogletree",IND,"at NE","3 out of 5 stars","F","1.6","-0.6","25% (4/16)","2%","Great"
"61","Nate Adkins",DEN,"vs. CLE","3 out of 5 stars","F","1.6","+0.7","33% (4/12)","3%","Great"
"62","Quintin Morris",BUF,"vs. SF","3 out of 5 stars","F","1.3","-1.0","0% (0/3)","10%","Great"
"63","Durham Smythe",MIA,"at GB","4 out of 5 stars","F","1.3","+0.1","43% (7/16)","3%","Bad"
"64","John Bates",WAS,"vs. TEN","2 out of 5 stars","F","1.2","-0.4","18% (3/16)","0%","N/A"
"65","MyCole Pruitt",PIT,"at CIN","3 out of 5 stars","F","1.1","+0.4","36% (4/11)","0%","N/A"
"66","Hunter Long",LAR,"at NO","3 out of 5 stars","F","1.1","-0.8","15% (2/13)","0%","N/A"
"67","Blake Whiteheart",CLE,"at DEN","2 out of 5 stars","F","1.0","-","-","12%","Good"
"68","Eric Saubert",SF,"at BUF","3 out of 5 stars","F","1.0","-0.4","13% (2/15)","2%","Bad"
"69","Ben Sinnott",WAS,"vs. TEN","2 out of 5 stars","F","0.9","-0.6","10% (1/10)","6%","Great"
"70","Ben Sims",GB,"vs. MIA","3 out of 5 stars","F","0.8","0.0","15% (2/13)","2%","Bad"
"71","Daniel Bellinger",NYG,"at DAL","4 out of 5 stars","F","0.8","-0.1","35% (5/14)","3%","Bad"
"72","Pharaoh Brown",SEA,"at NYJ","3 out of 5 stars","F","0.7","-0.7","28% (4/14)","0%","Bad"
"73","Stone Smartt",LAC,"at ATL","4 out of 5 stars","F","0.6","-0.3","33% (4/12)","4%","Bad"
"74","Payne Durham",TB,"at CAR","4 out of 5 stars","F","0.6","-0.5","18% (2/11)","1%","Bad"
"75","Tip Reiman",ARI,"at MIN","3 out of 5 stars","F","0.6","-0.5","18% (2/11)","0%","Bad"
"76","John FitzPatrick",GB,"vs. MIA","3 out of 5 stars","F","0.5","-","-","0%","N/A"
"77","Zach Davidson",BUF,"vs. SF","3 out of 5 stars","F","0.4","-","-","0%","N/A"
"78","Stephen Sullivan",CAR,"vs. TB","3 out of 5 stars","F","0.4","-","-","0%","N/A"
"79","Jordan Franks",FA,"-","-","F","0.4","-","-","0%","N/A"
"80","Anthony Firkser",KC,"vs. LV","5 out of 5 stars","F","0.3","-","-","0%","N/A"
"81","Charlie Woerner",ATL,"vs. LAC","2 out of 5 stars","F","0.2","-0.7","7% (1/13)","0%","N/A"
"82","Connor Heyward",PIT,"at CIN","3 out of 5 stars","F","0.1","-0.4","14% (2/14)","2%","Great"
"83","Chris Manhertz",NYG,"at DAL","4 out of 5 stars","F","0.1","-0.1","8% (1/12)","14%","Great"
"84","Ross Dwelley",ATL,"vs. LAC","2 out of 5 stars","F","0.0","-0.6","0% (0/2)","0%","Bad"
"85","Dallin Holker",NO,"vs. LAR","3 out of 5 stars","F","0.0","-0.9","0% (0/1)","0%","N/A"
"86","Nick Muse",MIN,"vs. ARI","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"87","Kenny Yeboah",NYJ,"vs. SEA","5 out of 5 stars","F","0.0","+3.2","100% (3/3)","2%","Great"
"88","Gerald Everett",CHI,"at DET","3 out of 5 stars","F","0.0","-1.0","31% (5/16)","3%","Bad"
"89","Jaheim Bell",NE,"vs. IND","3 out of 5 stars","F","0.0","-0.4","0% (0/3)","0%","Bad"
"90","Shane Zylstra",DET,"vs. CHI","3 out of 5 stars","F","0.0","+0.3","50% (1/2)","0%","N/A"
"91","Peyton Hendershot",KC,"vs. LV","5 out of 5 stars","F","0.0","-0.5","37% (3/8)","1%","Bad"
"92","Ko Kieft",TB,"at CAR","4 out of 5 stars","F","0.0","+1.1","25% (1/4)","0%","N/A"
"93","Cam Grandy",CIN,"vs. PIT","4 out of 5 stars","F","0.0","-","-","0%","Bad"
"94","Marcedes Lewis",CHI,"at DET","3 out of 5 stars","F","0.0","+0.9","40% (2/5)","0%","N/A"
"95","Jordan Matthews",CAR,"vs. TB","3 out of 5 stars","F","0.0","-","-","1%","Bad"
"96","Zaire Mitchell-Paden",BAL,"vs. PHI","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"97","C.J. Uzomah",PHI,"at BAL","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"98","Princeton Fant",DAL,"vs. NYG","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"99","Jake Tonges",SF,"at BUF","3 out of 5 stars","F","0.0","-1.6","0% (0/3)","0%","N/A"
"100","Irv Smith Jr.",HOU,"at JAC","4 out of 5 stars","F","0.0","-","-","0%","N/A"
"101","Jack Westover",NE,"vs. IND","3 out of 5 stars","F","0.0","-","-","0%","N/A"
