"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"1","Brock Bowers",LV,"vs. LAC","2 out of 5 stars","A+","15.1","+1.4","56% (9/16)","11%","Poor"
"2","Trey McBride",ARI,"vs. SF","4 out of 5 stars","A","14.5","+1.3","53% (8/15)","20%","Bad"
"3","Sam LaPorta",DET,"vs. MIN","3 out of 5 stars","A","12.7","+0.3","46% (7/15)","9%","Average"
"4","T.J. Hockenson",MIN,"at DET","3 out of 5 stars","A-","12.5","-1.3","33% (3/9)","10%","Bad"
"5","Mark Andrews",BAL,"vs. CLE","3 out of 5 stars","B","11.6","+1.8","62% (10/16)","9%","Great"
"6","Jonnu Smith",MIA,"at NYJ","3 out of 5 stars","B","10.3","+3.5","62% (10/16)","9%","Good"
"7","George Kittle",SF,"at ARI","3 out of 5 stars","B","9.8","+2.9","78% (11/14)","11%","Good"
"8","Zach Ertz",WAS,"at DAL","4 out of 5 stars","B","9.7","+1.4","56% (9/16)","9%","Average"
"9","Chig Okonkwo",TEN,"vs. HOU","3 out of 5 stars","B-","9.6","+0.7","43% (7/16)","7%","Poor"
"10","Tucker Kraft",GB,"vs. CHI","3 out of 5 stars","C+","9.5","+1.6","56% (9/16)","6%","Great"
"11","Pat Freiermuth",PIT,"vs. CIN","3 out of 5 stars","C+","9.5","+0.9","50% (8/16)","9%","Good"
"12","Hunter Henry",NE,"vs. BUF","3 out of 5 stars","C","9.2","-0.6","43% (7/16)","13%","Bad"
"13","Jake Ferguson",DAL,"vs. WAS","4 out of 5 stars","C","9.1","-2.6","30% (4/13)","5%","Bad"
"14","Kyle Pitts",ATL,"vs. CAR","4 out of 5 stars","C","8.7","-1.1","37% (6/16)","8%","Average"
"15","Mike Gesicki",CIN,"at PIT","4 out of 5 stars","C-","8.5","+0.3","37% (6/16)","5%","Bad"
"16","Isaiah Likely",BAL,"vs. CLE","3 out of 5 stars","D+","8.5","+0.7","46% (7/15)","11%","Good"
"17","Noah Gray",KC,"at DEN","2 out of 5 stars","D","8.3","+2.1","68% (11/16)","4%","Great"
"18","Noah Fant",SEA,"at LAR","3 out of 5 stars","D","8.0","-0.4","38% (5/13)","5%","Bad"
"19","Juwan Johnson",NO,"at TB","3 out of 5 stars","D","7.2","-0.1","50% (8/16)","6%","Average"
"20","Dalton Schultz",HOU,"at TEN","3 out of 5 stars","D-","7.0","-1.1","31% (5/16)","6%","Poor"
"21","Dalton Kincaid",BUF,"at NE","3 out of 5 stars","F","6.6","-2.4","23% (3/13)","8%","Bad"
"22","Cole Kmet",CHI,"at GB","3 out of 5 stars","F","6.6","+0.2","37% (6/16)","8%","Good"
"23","Brenton Strange",JAC,"at IND","4 out of 5 stars","F","6.5","+0.2","43% (7/16)","6%","Poor"
"24","Tyler Conklin",NYJ,"vs. MIA","2 out of 5 stars","F","6.5","+0.7","46% (7/15)","10%","Poor"
"25","Payne Durham",TB,"vs. NO","3 out of 5 stars","F","6.1","+0.3","30% (3/10)","4%","Good"
"26","Foster Moreau",NO,"at TB","3 out of 5 stars","F","6.0","+1.5","56% (9/16)","7%","Great"
"27","Austin Hooper",NE,"vs. BUF","3 out of 5 stars","F","6.0","+1.7","62% (10/16)","7%","Average"
"28","Grant Calcaterra",PHI,"vs. NYG","3 out of 5 stars","F","6.0","+0.3","50% (8/16)","2%","Good"
"29","Jordan Akins",CLE,"at BAL","3 out of 5 stars","F","5.3","+0.3","43% (7/16)","3%","Poor"
"30","Stone Smartt",LAC,"at LV","4 out of 5 stars","F","4.7","-0.1","25% (3/12)","5%","Bad"
"31","Daniel Bellinger",NYG,"at PHI","2 out of 5 stars","F","4.5","-0.8","28% (4/14)","2%","Bad"
"32","Ja'Tavion Sanders",CAR,"at ATL","4 out of 5 stars","F","4.4","-0.2","46% (7/15)","5%","Bad"
"33","Michael Mayer",LV,"vs. LAC","2 out of 5 stars","F","4.3","-1.0","10% (1/10)","3%","Bad"
"34","Will Dissly",LAC,"at LV","4 out of 5 stars","F","4.2","-0.1","42% (6/14)","5%","Bad"
"35","Dawson Knox",BUF,"at NE","3 out of 5 stars","F","4.2","-0.4","31% (5/16)","3%","Poor"
"36","Tommy Tremble",CAR,"at ATL","4 out of 5 stars","F","4.1","-0.1","54% (6/11)","4%","Average"
"37","Travis Kelce",KC,"at DEN","2 out of 5 stars","F","4.0","-1.9","37% (6/16)","10%","Bad"
"38","Lucas Krull",DEN,"vs. KC","3 out of 5 stars","F","3.7","-0.6","33% (4/12)","1%","Bad"
"39","Cade Otton",TB,"vs. NO","3 out of 5 stars","F","3.7","+0.3","50% (7/14)","9%","Poor"
"40","Kylen Granson",IND,"vs. JAC","4 out of 5 stars","F","3.6","-0.9","31% (5/16)","3%","Bad"
"41","Tyler Higbee",LAR,"vs. SEA","3 out of 5 stars","F","3.6","+1.1","50% (1/2)","12%","Average"
"42","Peyton Hendershot",KC,"at DEN","2 out of 5 stars","F","3.6","+0.1","75% (3/4)","1%","Bad"
"43","E.J. Jenkins",PHI,"vs. NYG","3 out of 5 stars","F","3.6","-","-","0%","N/A"
