"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"1","Ja'Marr Chase",CIN,"vs. CLE","4 out of 5 stars","A+","21.1","+4.0","53% (8/15)","18%","Average"
"2","Puka Nacua",LAR,"at NYJ","3 out of 5 stars","A+","19.0","+3.5","63% (7/11)","15%","Poor"
"3","Justin Jefferson",MIN,"at SEA","3 out of 5 stars","A+","18.8","0.0","50% (8/16)","16%","Average"
"4","Amon-Ra St. Brown",DET,"at CHI","3 out of 5 stars","A+","18.1","+1.7","62% (10/16)","14%","Good"
"5","Mike Evans",TB,"at DAL","3 out of 5 stars","A+","17.5","+1.6","46% (6/13)","14%","Good"
"6","CeeDee Lamb",DAL,"vs. TB","3 out of 5 stars","A+","17.2","+0.9","50% (8/16)","15%","Average"
"7","Nico Collins",HOU,"at KC","4 out of 5 stars","A","17.1","+2.0","72% (8/11)","21%","Average"
"8","Davante Adams",NYJ,"vs. LAR","3 out of 5 stars","A","16.5","+2.3","46% (6/13)","24%","Average"
"9","A.J. Brown",PHI,"at WAS","3 out of 5 stars","A","16.4","-0.3","46% (6/13)","8%","Good"
"10","Malik Nabers",NYG,"at ATL","4 out of 5 stars","A","16.0","+0.6","41% (5/12)","24%","Bad"
"11","Brian Thomas Jr.",JAC,"at LV","3 out of 5 stars","A","16.0","+3.0","71% (10/14)","13%","Average"
"12","Tyreek Hill",MIA,"vs. SF","3 out of 5 stars","A","15.8","-3.1","25% (4/16)","15%","Poor"
"13","Ladd McConkey",LAC,"vs. DEN","3 out of 5 stars","A","15.5","+1.2","46% (6/13)","7%","Great"
"14","Drake London",ATL,"vs. NYG","3 out of 5 stars","A","14.9","-0.5","50% (8/16)","27%","Poor"
"15","Cooper Kupp",LAR,"at NYJ","3 out of 5 stars","A","14.8","-0.4","50% (6/12)","12%","Good"
"16","Terry McLaurin",WAS,"vs. PHI","2 out of 5 stars","A-","14.6","+2.5","75% (12/16)","13%","Good"
"17","DJ Moore",CHI,"vs. DET","2 out of 5 stars","A","14.5","+0.2","37% (6/16)","13%","Average"
"18","Tee Higgins",CIN,"vs. CLE","4 out of 5 stars","A-","14.5","+2.3","54% (6/11)","14%","Average"
"19","Jaxon Smith-Njigba",SEA,"vs. MIN","3 out of 5 stars","A-","14.5","+1.7","50% (8/16)","18%","Bad"
"20","Courtland Sutton",DEN,"at LAC","3 out of 5 stars","A-","14.3","+0.6","60% (9/15)","18%","Average"
"21","Jauan Jennings",SF,"at MIA","3 out of 5 stars","A-","14.3","+3.4","50% (6/12)","11%","Average"
"22","Adam Thielen",CAR,"vs. ARI","4 out of 5 stars","B+","14.1","+1.4","44% (4/9)","8%","Average"
"23","Jakobi Meyers",LV,"vs. JAC","3 out of 5 stars","B+","13.9","+1.1","42% (6/14)","11%","Bad"
