"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"1","Brock Bowers",LV,"at NO","4 out of 5 stars","A+","15.4","+1.5","60% (9/15)","12%","Poor"
"2","Trey McBride",ARI,"at LAR","3 out of 5 stars","A","15.0","+0.2","46% (7/15)","20%","Bad"
"3","George Kittle",SF,"vs. DET","4 out of 5 stars","A","14.6","+2.2","71% (10/14)","11%","Good"
"4","Sam LaPorta",DET,"at SF","4 out of 5 stars","A-","12.4","0.0","46% (7/15)","10%","Average"
"5","Travis Kelce",KC,"at PIT","4 out of 5 stars","B","11.7","-3.0","31% (5/16)","10%","Bad"
"6","Jonnu Smith",MIA,"at CLE","3 out of 5 stars","B","10.5","+3.0","56% (9/16)","9%","Good"
"7","T.J. Hockenson",MIN,"vs. GB","3 out of 5 stars","B+","10.2","-1.6","25% (2/8)","11%","Bad"
"8","Mark Andrews",BAL,"at HOU","2 out of 5 stars","B","10.0","+1.5","60% (9/15)","9%","Great"
"9","Chig Okonkwo",TEN,"at JAC","4 out of 5 stars","B-","9.8","+0.6","37% (6/16)","6%","Average"
"10","Hunter Henry",NE,"vs. LAC","2 out of 5 stars","C+","9.7","-0.1","46% (7/15)","13%","Bad"
"11","Dalton Schultz",HOU,"vs. BAL","3 out of 5 stars","C+","9.6","-1.2","31% (5/16)","6%","Poor"
"12","Tucker Kraft",GB,"at MIN","3 out of 5 stars","C","9.5","+1.7","62% (10/16)","7%","Great"
"13","Jake Ferguson",DAL,"at PHI","3 out of 5 stars","C","9.2","-2.5","30% (4/13)","5%","Bad"
"14","Pat Freiermuth",PIT,"vs. KC","3 out of 5 stars","C-","8.6","+0.9","50% (8/16)","9%","Good"
"15","Dalton Kincaid",BUF,"vs. NYJ","3 out of 5 stars","C","8.5","-1.8","30% (4/13)","9%","Bad"
"16","Zach Ertz",WAS,"vs. ATL","4 out of 5 stars","C-","8.5","+0.5","53% (8/15)","8%","Poor"
"17","Brenton Strange",JAC,"vs. TEN","3 out of 5 stars","D+","7.9","+0.5","43% (7/16)","6%","Poor"
"18","Juwan Johnson",NO,"vs. LV","4 out of 5 stars","D","7.8","+0.4","50% (8/16)","6%","Average"
"19","Isaiah Likely",BAL,"at HOU","2 out of 5 stars","D","7.6","+1.2","46% (7/15)","11%","Good"
"20","Austin Hooper",NE,"vs. LAC","2 out of 5 stars","D","7.3","+1.8","68% (11/16)","7%","Average"
"21","Kyle Pitts",ATL,"at WAS","3 out of 5 stars","F","7.1","-2.0","31% (5/16)","8%","Average"
"22","Noah Fant",SEA,"at CHI","3 out of 5 stars","F","6.6","-0.1","38% (5/13)","5%","Bad"
"23","Mike Gesicki",CIN,"vs. DEN","2 out of 5 stars","F","6.6","-0.1","37% (6/16)","5%","Bad"
"24","Tyler Conklin",NYJ,"at BUF","3 out of 5 stars","F","6.6","-0.1","46% (7/15)","9%","Bad"
"25","Noah Gray",KC,"at PIT","4 out of 5 stars","F","6.4","+2.4","75% (12/16)","4%","Great"
"26","Payne Durham",TB,"vs. CAR","3 out of 5 stars","F","5.7","-0.3","20% (2/10)","1%","Bad"
"27","Cole Kmet",CHI,"vs. SEA","3 out of 5 stars","F","5.6","-0.1","37% (6/16)","8%","Good"
"28","Jordan Akins",CLE,"vs. MIA","2 out of 5 stars","F","5.4","+0.2","43% (7/16)","2%","Average"
"29","Foster Moreau",NO,"vs. LV","4 out of 5 stars","F","5.2","+0.9","50% (8/16)","8%","Good"
"30","Daniel Bellinger",NYG,"vs. IND","4 out of 5 stars","F","5.2","-0.3","35% (5/14)","2%","Bad"
"31","Grant Calcaterra",PHI,"vs. DAL","4 out of 5 stars","F","5.1","+0.3","43% (7/16)","2%","Good"
"32","Stone Smartt",LAC,"at NE","3 out of 5 stars","F","4.5","0.0","33% (4/12)","6%","Bad"
"33","Tyler Higbee",LAR,"vs. ARI","3 out of 5 stars","F","4.5","+4.2","100% (2/2)","9%","Great"
"34","Michael Mayer",LV,"at NO","4 out of 5 stars","F","4.5","-0.9","11% (1/9)","4%","Bad"
"35","Ja'Tavion Sanders",CAR,"at TB","3 out of 5 stars","F","4.3","-0.1","50% (7/14)","6%","Bad"
"36","Dawson Knox",BUF,"vs. NYJ","3 out of 5 stars","F","4.1","-0.5","31% (5/16)","3%","Poor"
"37","Tommy Tremble",CAR,"at TB","3 out of 5 stars","F","4.0","-0.1","54% (6/11)","4%","Average"
"38","Lucas Krull",DEN,"at CIN","3 out of 5 stars","F","3.8","-0.5","33% (4/12)","1%","Bad"
"39","Will Dissly",LAC,"at NE","3 out of 5 stars","F","3.5","-0.1","42% (6/14)","6%","Bad"
