"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","CeeDee Lamb",DAL,"at PIT","3 out of 5 stars","A+","19.2","+3.6","56% (9/16)","16%","Good"
"2","Justin Jefferson",MIN,"vs. NYJ","3 out of 5 stars","A+","17.7","-1.4","44% (4/9)","13%","Great"
"3","Nico Collins",HOU,"vs. BUF","3 out of 5 stars","A+","17.4","+1.7","50% (7/14)","29%","Bad"
"4","Ja'Marr Chase",CIN,"vs. BAL","3 out of 5 stars","A+","17.2","+0.3","40% (6/15)","11%","Good"
"5","Jayden Reed",GB,"at LAR","3 out of 5 stars","A+","16.8","+5.1","73% (11/15)","9%","Great"
"6","Deebo Samuel Sr.",SF,"vs. ARI","4 out of 5 stars","A","16.1","+2.0","53% (7/13)","22%","Bad"
"7","DK Metcalf",SEA,"vs. NYG","3 out of 5 stars","A","16.0","+1.8","53% (8/15)","17%","Average"
"8","Chris Godwin",TB,"at ATL","3 out of 5 stars","A","15.6","+1.1","43% (7/16)","11%","Great"
"9","Diontae Johnson",CAR,"at CHI","3 out of 5 stars","A","15.5","+0.6","60% (9/15)","32%","Bad"
"10","Michael Pittman Jr.",IND,"at JAC","3 out of 5 stars","A","15.5","+0.1","53% (8/15)","8%","Bad"
"11","Drake London",ATL,"vs. TB","3 out of 5 stars","A","14.8","+0.1","40% (6/15)","22%","Good"
"12","Stefon Diggs",HOU,"vs. BUF","3 out of 5 stars","A","14.5","-2.2","37% (6/16)","9%","Great"
"13","Marvin Harrison Jr.",ARI,"at SF","3 out of 5 stars","A","14.3","+1.2","50% (2/4)","29%","Great"
"14","Mike Evans",TB,"at ATL","3 out of 5 stars","A","14.1","+1.5","56% (9/16)","21%","Good"
"15","Chris Olave",NO,"at KC","3 out of 5 stars","A","14.0","-0.1","53% (8/15)","10%","Poor"
"16","Garrett Wilson",NYJ,"at MIN","3 out of 5 stars","A","13.9","-2.3","31% (5/16)","19%","Bad"
"17","George Pickens",PIT,"vs. DAL","3 out of 5 stars","A-","13.6","+1.4","37% (6/16)","22%","Bad"
"18","Wan'Dale Robinson",NYG,"at SEA","3 out of 5 stars","A-","13.5","+0.6","50% (8/16)","14%","Poor"
"19","Brandon Aiyuk",SF,"vs. ARI","4 out of 5 stars","A-","13.5","-1.2","43% (7/16)","12%","Bad"
"20","Dontayvion Wicks",GB,"at LAR","3 out of 5 stars","A-","13.5","+2.0","71% (10/14)","15%","Great"
"21","Zay Flowers",BAL,"at CIN","4 out of 5 stars","B+","13.4","-0.7","43% (7/16)","13%","Average"
"22","Terry McLaurin",WAS,"vs. CLE","2 out of 5 stars","B+","13.4","-0.5","43% (7/16)","12%","Good"
"23","Brian Thomas Jr.",JAC,"vs. IND","5 out of 5 stars","B","13.3","+3.3","75% (3/4)","13%","Good"
"24","Amari Cooper",CLE,"at WAS","3 out of 5 stars","B","13.2","+2.1","46% (7/15)","18%","Average"
"25","Tee Higgins",CIN,"vs. BAL","3 out of 5 stars","B","13.2","+0.4","30% (3/10)","17%","Bad"
"26","DJ Moore",CHI,"vs. CAR","3 out of 5 stars","B","13.0","+1.7","31% (5/16)","13%","Bad"
