"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"1","Travis Kelce",KC,"at CAR","4 out of 5 stars","A+","15.1","-2.8","31% (5/16)","8%","Bad"
"2","Brock Bowers",LV,"vs. DEN","2 out of 5 stars","A","14.7","+2.6","70% (7/10)","14%","Poor"
"3","Trey McBride",ARI,"at SEA","5 out of 5 stars","A","13.2","+0.6","42% (6/14)","19%","Bad"
"4","Cade Otton",TB,"at NYG","3 out of 5 stars","A-","11.9","+0.6","50% (8/16)","11%","Average"
"5","Dallas Goedert",PHI,"at LAR","3 out of 5 stars","B+","11.5","+0.4","45% (5/11)","7%","Bad"
"6","David Njoku",CLE,"vs. PIT","4 out of 5 stars","B","11.2","+2.9","53% (7/13)","8%","Average"
"7","Hunter Henry",NE,"at MIA","3 out of 5 stars","B","10.9","+0.8","46% (7/15)","10%","Bad"
"8","Will Dissly",LAC,"vs. BAL","3 out of 5 stars","B","10.6","+0.5","50% (8/16)","6%","Bad"
"9","George Kittle",SF,"at GB","4 out of 5 stars","B","10.3","+1.6","64% (9/14)","12%","Great"
"10","Jonnu Smith",MIA,"vs. NE","2 out of 5 stars","B-","10.3","+1.0","37% (6/16)","6%","Good"
"11","T.J. Hockenson",MIN,"at CHI","3 out of 5 stars","C+","10.2","-1.4","28% (2/7)","10%","Bad"
"12","Sam LaPorta",DET,"at IND","4 out of 5 stars","C+","10.1","+0.9","46% (7/15)","9%","Average"
"13","Zach Ertz",WAS,"vs. DAL","4 out of 5 stars","C","9.9","+0.7","54% (6/11)","8%","Bad"
"14","Tucker Kraft",GB,"vs. SF","3 out of 5 stars","C-","8.6","+2.2","68% (11/16)","7%","Great"
"15","Mark Andrews",BAL,"at LAC","2 out of 5 stars","C-","8.5","+0.2","45% (5/11)","7%","Great"
"16","Cole Kmet",CHI,"vs. MIN","3 out of 5 stars","D+","8.2","+0.4","46% (7/15)","8%","Great"
"17","Dalton Schultz",HOU,"vs. TEN","3 out of 5 stars","D+","7.5","-2.0","33% (5/15)","5%","Bad"
"18","Ja'Tavion Sanders",CAR,"vs. KC","3 out of 5 stars","D","7.1","+0.9","60% (6/10)","10%","Bad"
"19","Isaiah Likely",BAL,"at LAC","2 out of 5 stars","D","6.7","+2.0","46% (7/15)","13%","Poor"
"20","Theo Johnson",NYG,"vs. TB","3 out of 5 stars","D","6.5","-0.2","40% (4/10)","4%","Good"
"21","Pat Freiermuth",PIT,"at CLE","3 out of 5 stars","D-","6.4","-0.4","31% (5/16)","5%","Great"
"22","Luke Schoonmaker",DAL,"at WAS","3 out of 5 stars","D-","6.2","0.0","31% (5/16)","2%","Bad"
"23","Noah Gray",KC,"at CAR","4 out of 5 stars","F","5.4","+1.5","75% (12/16)","4%","Average"
"24","Chig Okonkwo",TEN,"at HOU","3 out of 5 stars","F","5.1","+0.1","43% (7/16)","8%","Bad"
"25","Austin Hooper",NE,"at MIA","3 out of 5 stars","F","4.8","+0.2","50% (8/16)","5%","Bad"
"26","Davis Allen",LAR,"vs. PHI","2 out of 5 stars","F","4.7","+0.4","30% (4/13)","8%","Bad"
"27","AJ Barner",SEA,"vs. ARI","2 out of 5 stars","F","4.4","+0.7","40% (4/10)","5%","Average"
"28","Darnell Washington",PIT,"at CLE","3 out of 5 stars","F","4.0","+0.6","50% (8/16)","4%","Poor"
"29","Lucas Krull",DEN,"at LV","5 out of 5 stars","F","3.6","+0.3","30% (3/10)","2%","Bad"
"30","Adam Trautman",DEN,"at LV","5 out of 5 stars","F","3.6","+0.4","35% (6/17)","4%","Average"
"31","Brock Wright",DET,"at IND","4 out of 5 stars","F","3.5","+0.3","42% (6/14)","6%","Good"
"32","Michael Mayer",LV,"vs. DEN","2 out of 5 stars","F","3.5","-0.3","14% (1/7)","5%","Bad"
"33","Brevyn Spann-Ford",DAL,"at WAS","3 out of 5 stars","F","3.5","0.0","22% (2/9)","5%","Bad"
"34","Noah Fant",SEA,"vs. ARI","2 out of 5 stars","F","3.4","0.0","50% (7/14)","1%","Bad"
"35","Kylen Granson",IND,"vs. DET","3 out of 5 stars","F","3.3","-0.6","29% (5/17)","2%","Bad"
"36","Josh Whyle",TEN,"at HOU","3 out of 5 stars","F","3.0","0.0","38% (5/13)","2%","Bad"
"37","Johnny Mundt",MIN,"at CHI","3 out of 5 stars","F","3.0","+0.2","46% (7/15)","4%","Average"
"38","Cade Stover",HOU,"vs. TEN","3 out of 5 stars","F","3.0","-0.2","50% (5/10)","1%","Bad"
"39","Colby Parkinson",LAR,"vs. PHI","2 out of 5 stars","F","2.8","+0.1","43% (7/16)","10%","Bad"
"40","Jordan Akins",CLE,"vs. PIT","4 out of 5 stars","F","2.7","+0.5","50% (8/16)","3%","Average"
"41","Tommy Tremble",CAR,"vs. KC","3 out of 5 stars","F","2.6","-0.8","50% (5/10)","3%","Bad"
"42","Nate Adkins",DEN,"at LV","5 out of 5 stars","F","2.4","+0.8","33% (4/12)","3%","Great"
"43","Julian Hill",MIA,"vs. NE","2 out of 5 stars","F","2.4","+0.2","46% (7/15)","7%","Bad"
"44","Elijah Higgins",ARI,"at SEA","5 out of 5 stars","F","2.2","+1.7","73% (11/15)","6%","Great"
"45","Mo Alie-Cox",IND,"vs. DET","3 out of 5 stars","F","2.0","+0.4","41% (7/17)","7%","Bad"
"46","Grant Calcaterra",PHI,"at LAR","3 out of 5 stars","F","1.7","+0.6","50% (6/12)","1%","Bad"
"47","Eric Saubert",SF,"at GB","4 out of 5 stars","F","1.7","-0.4","14% (2/14)","2%","Bad"
"48","Nick Vannett",TEN,"at HOU","3 out of 5 stars","F","1.6","+1.0","27% (3/11)","6%","Great"
"49","Stone Smartt",LAC,"vs. BAL","3 out of 5 stars","F","1.6","-0.4","33% (4/12)","3%","Bad"
"50","Tucker Fisk",LAC,"vs. BAL","3 out of 5 stars","F","1.4","-","-","18%","Bad"
"51","Durham Smythe",MIA,"vs. NE","2 out of 5 stars","F","1.3","+0.1","37% (6/16)","4%","Bad"
"52","Drew Ogletree",IND,"vs. DET","3 out of 5 stars","F","1.2","-0.5","26% (4/15)","2%","Great"
"53","Ben Sims",GB,"vs. SF","3 out of 5 stars","F","1.2","-0.1","15% (2/13)","2%","Bad"
"54","John Bates",WAS,"vs. DAL","4 out of 5 stars","F","1.2","-0.4","18% (3/16)","0%","Bad"
"55","Charlie Kolar",BAL,"at LAC","2 out of 5 stars","F","1.1","+1.1","46% (7/15)","4%","Great"
"56","Gerald Everett",CHI,"vs. MIN","3 out of 5 stars","F","1.1","-0.4","37% (6/16)","3%","Bad"
"57","Ben Sinnott",WAS,"vs. DAL","4 out of 5 stars","F","1.1","-0.6","11% (1/9)","6%","Great"
"58","Peyton Hendershot",KC,"at CAR","4 out of 5 stars","F","1.0","-0.4","42% (3/7)","1%","Bad"
"59","Daniel Bellinger",NYG,"vs. TB","3 out of 5 stars","F","0.7","-0.3","33% (5/15)","3%","Bad"
"60","Hunter Long",LAR,"vs. PHI","2 out of 5 stars","F","0.6","-0.8","16% (2/12)","0%","N/A"
"61","Pharaoh Brown",SEA,"vs. ARI","2 out of 5 stars","F","0.6","-0.8","21% (3/14)","0%","Bad"
"62","MyCole Pruitt",PIT,"at CLE","3 out of 5 stars","F","0.5","+0.4","36% (4/11)","0%","N/A"
"63","Tip Reiman",ARI,"at SEA","5 out of 5 stars","F","0.5","-0.5","20% (2/10)","0%","Bad"
"64","Payne Durham",TB,"at NYG","3 out of 5 stars","F","0.5","-0.4","25% (3/12)","0%","Bad"
"65","C.J. Uzomah",PHI,"at LAR","3 out of 5 stars","F","0.5","-","-","0%","N/A"
"66","Connor Heyward",PIT,"at CLE","3 out of 5 stars","F","0.4","-0.2","20% (3/15)","2%","Great"
"67","Blake Whiteheart",CLE,"vs. PIT","4 out of 5 stars","F","0.4","+0.3","16% (1/6)","12%","Good"
"68","Shane Zylstra",DET,"at IND","4 out of 5 stars","F","0.1","+0.9","100% (1/1)","0%","N/A"
"69","Nick Muse",MIN,"at CHI","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"70","Chris Manhertz",NYG,"vs. TB","3 out of 5 stars","F","0.0","-0.1","8% (1/12)","12%","Great"
"71","Marcedes Lewis",CHI,"vs. MIN","3 out of 5 stars","F","0.0","+0.7","33% (2/6)","0%","N/A"
"72","Harrison Bryant",LV,"vs. DEN","2 out of 5 stars","F","0.0","+0.8","42% (6/14)","1%","Bad"
"73","Teagan Quitoriano",HOU,"vs. TEN","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"74","Jaheim Bell",NE,"at MIA","3 out of 5 stars","F","0.0","-0.4","0% (0/2)","0%","Bad"
"75","Ko Kieft",TB,"at NYG","3 out of 5 stars","F","0.0","+1.1","25% (1/4)","0%","N/A"
"76","John FitzPatrick",GB,"vs. SF","3 out of 5 stars","F","0.0","-","-","0%","N/A"
