"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"1","Jahmyr Gibbs",DET,"at SF","4 out of 5 stars","A+","22.1","+2.0","62% (10/16)","18%","Good"
"2","Saquon Barkley",PHI,"vs. DAL","4 out of 5 stars","A+","21.1","+3.5","50% (8/16)","23%","Good"
"3","Chase Brown",CIN,"vs. DEN","3 out of 5 stars","A","19.3","+2.5","62% (10/16)","15%","Average"
"4","Bijan Robinson",ATL,"at WAS","4 out of 5 stars","A","18.7","+0.1","50% (8/16)","22%","Good"
"5","Jonathan Taylor",IND,"at NYG","4 out of 5 stars","A","17.9","+0.6","46% (6/13)","24%","Average"
"6","Kyren Williams",LAR,"vs. ARI","3 out of 5 stars","A","17.8","+0.8","50% (8/16)","24%","Average"
"7","Bucky Irving",TB,"vs. CAR","4 out of 5 stars","A","17.4","+2.6","73% (11/15)","14%","Average"
"8","Derrick Henry",BAL,"at HOU","2 out of 5 stars","A","17.3","+1.8","50% (8/16)","26%","Great"
"9","Zach Charbonnet",SEA,"at CHI","4 out of 5 stars","A","17.0","+1.5","50% (8/16)","12%","Great"
"10","Josh Jacobs",GB,"at MIN","2 out of 5 stars","A","16.8","+2.5","53% (8/15)","23%","Good"
"11","Tyjae Spears",TEN,"at JAC","3 out of 5 stars","A-","16.6","+0.4","41% (5/12)","13%","Great"
"12","De'Von Achane",MIA,"at CLE","4 out of 5 stars","A-","16.5","+1.0","56% (9/16)","22%","Average"
"13","Aaron Jones Sr.",MIN,"vs. GB","3 out of 5 stars","A-","15.8","-0.4","50% (8/16)","24%","Bad"
"14","James Cook",BUF,"vs. NYJ","2 out of 5 stars","B+","15.4","+1.7","60% (9/15)","17%","Great"
"15","Breece Hall",NYJ,"at BUF","4 out of 5 stars","B+","15.4","-1.5","33% (5/15)","16%","Average"
"16","Joe Mixon",HOU,"vs. BAL","3 out of 5 stars","B+","15.3","+1.5","53% (7/13)","26%","Good"
"17","James Conner",ARI,"at LAR","3 out of 5 stars","B","15.2","+2.0","68% (11/16)","25%","Average"
"18","Brian Robinson Jr.",WAS,"vs. ATL","3 out of 5 stars","B","14.2","-0.3","53% (7/13)","15%","Average"
"19","Jerome Ford",CLE,"vs. MIA","4 out of 5 stars","B","13.5","+0.8","50% (7/14)","5%","Good"
"20","D'Andre Swift",CHI,"vs. SEA","2 out of 5 stars","B","13.5","-1.4","31% (5/16)","14%","Poor"
"21","Rico Dowdle",DAL,"at PHI","2 out of 5 stars","B","13.4","+0.2","40% (6/15)","11%","Average"
"22","Rachaad White",TB,"vs. CAR","4 out of 5 stars","B-","13.4","+0.6","46% (7/15)","13%","Good"
"23","J.K. Dobbins",LAC,"at NE","4 out of 5 stars","B-","13.1","+0.9","45% (5/11)","13%","Great"
"24","Tyrone Tracy Jr.",NYG,"vs. IND","3 out of 5 stars","B-","12.8","+0.3","53% (8/15)","13%","Good"
"25","Isaac Guerendo",SF,"vs. DET","3 out of 5 stars","C+","12.8","+1.9","35% (5/14)","5%","Great"
"26","Ameer Abdullah",LV,"at NO","4 out of 5 stars","C+","12.0","+1.4","56% (9/16)","9%","Great"
"27","Kendre Miller",NO,"vs. LV","4 out of 5 stars","C+","11.6","-0.5","33% (2/6)","2%","Great"
"28","Alexander Mattison",LV,"at NO","4 out of 5 stars","C+","11.4","+0.2","38% (5/13)","14%","Average"
"29","Rhamondre Stevenson",NE,"vs. LAC","2 out of 5 stars","C","11.0","-0.3","42% (6/14)","22%","Average"
"30","Travis Etienne Jr.",JAC,"vs. TEN","3 out of 5 stars","C","10.9","-2.6","21% (3/14)","9%","Bad"
