"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"1","Justin Jefferson",MIN,"at JAC","4 out of 5 stars","A+","20.8","+0.1","50% (6/12)","14%","Average"
"2","Ja'Marr Chase",CIN,"at BAL","4 out of 5 stars","A+","20.4","-0.2","37% (6/16)","14%","Good"
"3","Malik Nabers",NYG,"at CAR","3 out of 5 stars","A+","17.6","+1.3","42% (3/7)","27%","Bad"
"4","Amon-Ra St. Brown",DET,"at HOU","3 out of 5 stars","A+","17.0","+0.9","62% (10/16)","15%","Good"
"5","Cooper Kupp",LAR,"vs. MIA","3 out of 5 stars","A+","16.9","0.0","54% (6/11)","13%","Average"
"6","Tyreek Hill",MIA,"at LAR","2 out of 5 stars","A+","16.8","-2.9","28% (4/14)","12%","Bad"
"7","Garrett Wilson",NYJ,"at ARI","4 out of 5 stars","A","16.5","0.0","41% (7/17)","23%","Poor"
"8","Davante Adams",NYJ,"at ARI","4 out of 5 stars","A","16.3","+0.9","46% (6/13)","13%","Great"
"9","Puka Nacua",LAR,"vs. MIA","3 out of 5 stars","A","16.3","+1.1","60% (6/10)","7%","Bad"
"10","Josh Downs",IND,"vs. BUF","3 out of 5 stars","A","15.9","0.0","28% (4/14)","11%","Average"
"11","Drake London",ATL,"at NO","3 out of 5 stars","A","15.9","0.0","43% (7/16)","25%","Average"
"12","A.J. Brown",PHI,"at DAL","3 out of 5 stars","A","15.8","-2.3","33% (4/12)","8%","Great"
"13","Zay Flowers",BAL,"vs. CIN","3 out of 5 stars","A","15.2","+1.7","62% (10/16)","10%","Average"
"14","Deebo Samuel Sr.",SF,"at TB","3 out of 5 stars","A","15.0","+1.2","53% (8/15)","12%","Bad"
"15","CeeDee Lamb",DAL,"vs. PHI","2 out of 5 stars","A","14.4","+2.3","43% (7/16)","17%","Average"
"16","Terry McLaurin",WAS,"vs. PIT","3 out of 5 stars","A","14.1","+0.5","56% (9/16)","10%","Good"
"17","George Pickens",PIT,"at WAS","4 out of 5 stars","A","14.1","+0.8","31% (5/16)","20%","Bad"
"18","DeVonta Smith",PHI,"at DAL","3 out of 5 stars","A-","13.7","+1.4","57% (8/14)","8%","Great"
"19","Darnell Mooney",ATL,"at NO","3 out of 5 stars","A-","13.7","+0.7","40% (6/15)","23%","Average"
"20","Khalil Shakir",BUF,"at IND","4 out of 5 stars","A-","13.1","+1.4","60% (9/15)","5%","Good"
"21","Ladd McConkey",LAC,"vs. TEN","2 out of 5 stars","A-","13.0","+1.0","37% (3/8)","11%","Great"
"22","Tank Dell",HOU,"vs. DET","2 out of 5 stars","A-","12.6","-1.2","50% (6/12)","12%","Bad"
"23","Brian Thomas Jr.",JAC,"vs. MIN","3 out of 5 stars","B+","12.5","+2.5","66% (6/9)","12%","Good"
"24","DeAndre Hopkins",KC,"vs. DEN","3 out of 5 stars","B+","12.4","-0.9","31% (5/16)","14%","Great"
"25","Marvin Harrison Jr.",ARI,"vs. NYJ","2 out of 5 stars","B","12.0","-2.3","33% (3/9)","19%","Good"
"26","DJ Moore",CHI,"vs. NE","4 out of 5 stars","C+","11.6","+0.3","33% (5/15)","17%","Poor"
"27","Calvin Ridley",TEN,"at LAC","4 out of 5 stars","C+","11.6","+0.1","31% (5/16)","16%","Poor"
"28","Jaylen Waddle",MIA,"at LAR","2 out of 5 stars","B","11.4","-2.0","21% (3/14)","5%","Poor"
"29","Courtland Sutton",DEN,"at KC","3 out of 5 stars","B-","11.1","0.0","56% (9/16)","17%","Bad"
