"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"1","Amon-Ra St. Brown",DET,"at IND","4 out of 5 stars","A+","18.9","+1.3","62% (10/16)","14%","Great"
"2","A.J. Brown",PHI,"at LAR","3 out of 5 stars","A+","18.3","-1.3","38% (5/13)","8%","Good"
"3","Justin Jefferson",MIN,"at CHI","3 out of 5 stars","A+","17.3","-0.9","42% (6/14)","17%","Poor"
"4","Puka Nacua",LAR,"vs. PHI","2 out of 5 stars","A+","16.5","+1.4","63% (7/11)","11%","Bad"
"5","Cooper Kupp",LAR,"vs. PHI","2 out of 5 stars","A+","16.3","+1.9","58% (7/12)","14%","Good"
"6","Nico Collins",HOU,"vs. TEN","2 out of 5 stars","A+","16.0","+2.9","63% (7/11)","22%","Poor"
"7","Tyreek Hill",MIA,"vs. NE","4 out of 5 stars","A","15.8","-3.2","26% (4/15)","13%","Bad"
"8","CeeDee Lamb",DAL,"at WAS","4 out of 5 stars","A","15.6","+1.0","43% (7/16)","16%","Poor"
"9","Ladd McConkey",LAC,"vs. BAL","4 out of 5 stars","A","15.5","+0.9","40% (4/10)","7%","Great"
"10","DK Metcalf",SEA,"vs. ARI","4 out of 5 stars","A","15.1","+1.2","50% (7/14)","17%","Poor"
"11","Jaxon Smith-Njigba",SEA,"vs. ARI","4 out of 5 stars","A","14.9","+1.2","43% (7/16)","20%","Bad"
"12","Malik Nabers",NYG,"vs. TB","3 out of 5 stars","A","14.9","+0.3","37% (3/8)","24%","Bad"
"13","Terry McLaurin",WAS,"vs. DAL","4 out of 5 stars","A","14.7","+0.6","62% (10/16)","10%","Good"
"14","Zay Flowers",BAL,"at LAC","4 out of 5 stars","A","14.2","+1.3","56% (9/16)","12%","Average"
"15","Courtland Sutton",DEN,"at LV","3 out of 5 stars","A","14.1","-0.1","56% (9/16)","18%","Bad"
"16","Mike Evans",TB,"at NYG","4 out of 5 stars","A-","13.5","+0.9","53% (7/13)","17%","Good"
"17","George Pickens",PIT,"at CLE","4 out of 5 stars","A","13.5","+1.5","37% (6/16)","19%","Bad"
"18","Marvin Harrison Jr.",ARI,"at SEA","3 out of 5 stars","A-","12.6","-1.6","40% (4/10)","17%","Good"
"19","Josh Downs",IND,"vs. DET","2 out of 5 stars","A-","12.5","+0.6","33% (5/15)","11%","Average"
"20","Calvin Ridley",TEN,"at HOU","4 out of 5 stars","A-","12.2","+0.1","31% (5/16)","18%","Average"
"21","Jayden Reed",GB,"vs. SF","3 out of 5 stars","A-","12.2","+2.5","53% (8/15)","8%","Great"
"22","Jauan Jennings",SF,"at GB","3 out of 5 stars","B+","12.1","+3.5","58% (7/12)","12%","Average"
"23","Jakobi Meyers",LV,"vs. DEN","3 out of 5 stars","B+","12.1","+1.8","46% (6/13)","11%","Average"
"24","Quentin Johnston",LAC,"vs. BAL","4 out of 5 stars","B+","11.6","+1.5","57% (8/14)","10%","Great"
"25","Deebo Samuel Sr.",SF,"at GB","3 out of 5 stars","B","11.5","+0.6","46% (7/15)","10%","Bad"
"26","DJ Moore",CHI,"vs. MIN","3 out of 5 stars","B","11.5","-0.4","33% (5/15)","16%","Poor"
"27","Tank Dell",HOU,"vs. TEN","2 out of 5 stars","B","11.3","-3.2","33% (4/12)","11%","Bad"
"28","Jameson Williams",DET,"at IND","4 out of 5 stars","B-","11.3","+2.0","66% (10/15)","9%","Good"
"29","DeAndre Hopkins",KC,"at CAR","2 out of 5 stars","B-","11.1","-1.2","25% (4/16)","10%","Good"
"30","Rome Odunze",CHI,"vs. MIN","3 out of 5 stars","C+","10.8","-0.6","30% (3/10)","16%","Bad"
"31","Michael Pittman Jr.",IND,"vs. DET","2 out of 5 stars","B-","10.6","-1.4","46% (7/15)","9%","Poor"
"32","Jaylen Waddle",MIA,"vs. NE","4 out of 5 stars","C+","10.5","-1.9","20% (3/15)","5%","Bad"
"33","Romeo Doubs",GB,"vs. SF","3 out of 5 stars","C+","10.5","-0.4","33% (5/15)","10%","Poor"
"34","Christian Watson",GB,"vs. SF","3 out of 5 stars","C+","10.3","+1.6","45% (5/11)","17%","Bad"
"35","Cedric Tillman",CLE,"vs. PIT","2 out of 5 stars","C+","10.2","+1.2","31% (5/16)","11%","Average"
"36","Jerry Jeudy",CLE,"vs. PIT","2 out of 5 stars","C+","10.2","-0.7","43% (7/16)","12%","Bad"
"37","DeMario Douglas",NE,"at MIA","2 out of 5 stars","C+","10.1","-1.2","26% (4/15)","4%","Average"
"38","Keenan Allen",CHI,"vs. MIN","3 out of 5 stars","C","10.1","-2.4","18% (2/11)","11%","Average"
"39","Xavier Worthy",KC,"at CAR","2 out of 5 stars","C","9.9","-0.8","50% (5/10)","6%","Great"
"40","Tyler Lockett",SEA,"vs. ARI","4 out of 5 stars","C","9.8","-2.0","43% (7/16)","13%","Bad"
"41","Wan'Dale Robinson",NYG,"vs. TB","3 out of 5 stars","C","9.6","+0.4","46% (7/15)","9%","Average"
"42","Xavier Legette",CAR,"vs. KC","4 out of 5 stars","C","9.5","-0.7","50% (5/10)","12%","Great"
"43","Jordan Addison",MIN,"at CHI","3 out of 5 stars","C","9.5","+0.3","30% (4/13)","10%","Good"
"44","Noah Brown",WAS,"vs. DAL","4 out of 5 stars","C","9.2","-0.2","40% (6/15)","5%","Bad"
"45","Rashod Bateman",BAL,"at LAC","4 out of 5 stars","C","8.9","+1.0","43% (7/16)","8%","Great"
"46","Elijah Moore",CLE,"vs. PIT","2 out of 5 stars","C","8.5","-0.1","37% (6/16)","6%","Bad"
"47","Joshua Palmer",LAC,"vs. BAL","4 out of 5 stars","C","8.4","-0.4","27% (3/11)","5%","Bad"
"48","Devaughn Vele",DEN,"at LV","3 out of 5 stars","C-","8.4","+2.7","57% (4/7)","3%","Good"
"49","Nick Westbrook-Ikhine",TEN,"at HOU","4 out of 5 stars","C-","8.1","+2.6","50% (6/12)","21%","Great"
"50","Alec Pierce",IND,"vs. DET","2 out of 5 stars","C-","8.1","+2.9","52% (9/17)","7%","Good"
"51","Michael Wilson",ARI,"at SEA","3 out of 5 stars","C-","8.1","-0.7","46% (6/13)","13%","Average"
"52","Kayshon Boutte",NE,"at MIA","2 out of 5 stars","C-","8.1","+1.3","54% (6/11)","8%","Bad"
"53","Adam Thielen",CAR,"vs. KC","4 out of 5 stars","C-","7.6","-2.3","33% (3/9)","4%","Great"
"54","Darius Slayton",NYG,"vs. TB","3 out of 5 stars","D","7.5","+2.0","50% (7/14)","5%","Average"
"55","Tre Tucker",LV,"vs. DEN","3 out of 5 stars","D+","7.5","+0.4","26% (4/15)","7%","Average"
"56","Ricky Pearsall",SF,"at GB","3 out of 5 stars","D+","7.4","+0.7","50% (2/4)","3%","Great"
"57","Demarcus Robinson",LAR,"vs. PHI","2 out of 5 stars","D","7.4","+3.3","56% (9/16)","14%","Average"
"58","Jalen McMillan",TB,"at NYG","4 out of 5 stars","D","6.6","-2.3","28% (2/7)","9%","Bad"
"59","Jalen Coker",CAR,"vs. KC","4 out of 5 stars","D-","6.4","+2.1","50% (3/6)","13%","Bad"
"60","Kendrick Bourne",NE,"at MIA","2 out of 5 stars","D","6.3","-0.3","28% (2/7)","5%","Average"
"61","Jalen Tolbert",DAL,"at WAS","4 out of 5 stars","D-","6.2","+0.3","37% (6/16)","14%","Poor"
"62","Lil'Jordan Humphrey",DEN,"at LV","3 out of 5 stars","F","6.1","+1.3","56% (9/16)","9%","Bad"
"63","John Metchie III",HOU,"vs. TEN","2 out of 5 stars","F","5.9","-0.2","21% (3/14)","6%","Average"
"64","Dontayvion Wicks",GB,"vs. SF","3 out of 5 stars","F","5.9","-0.5","42% (6/14)","10%","Good"
"65","Calvin Austin III",PIT,"at CLE","4 out of 5 stars","F","5.9","+0.9","25% (4/16)","6%","Good"
"66","Troy Franklin",DEN,"at LV","3 out of 5 stars","F","5.8","-0.4","30% (3/10)","10%","Bad"
"67","Marvin Mims Jr.",DEN,"at LV","3 out of 5 stars","F","5.6","-0.6","37% (6/16)","3%","Average"
"68","Tyler Boyd",TEN,"at HOU","4 out of 5 stars","F","4.9","-1.6","25% (4/16)","11%","Bad"
"69","Adonai Mitchell",IND,"vs. DET","2 out of 5 stars","F","4.8","-1.9","27% (3/11)","5%","Bad"
"70","Sterling Shepard",TB,"at NYG","4 out of 5 stars","F","4.7","-0.6","36% (4/11)","5%","Poor"
"71","Jahan Dotson",PHI,"at LAR","3 out of 5 stars","F","4.5","-2.4","26% (4/15)","2%","Bad"
"72","Justin Watson",KC,"at CAR","2 out of 5 stars","F","4.4","-0.4","37% (6/16)","1%","Bad"
"73","Jalen Nailor",MIN,"at CHI","3 out of 5 stars","F","4.3","+0.6","50% (6/12)","9%","Good"
"74","Tim Patrick",DET,"at IND","4 out of 5 stars","F","4.3","-0.5","44% (4/9)","4%","Bad"
"75","JuJu Smith-Schuster",KC,"at CAR","2 out of 5 stars","F","4.2","-0.7","30% (3/10)","5%","Average"
"76","Odell Beckham Jr.",MIA,"vs. NE","4 out of 5 stars","F","4.1","-1.8","9% (1/11)","6%","Bad"
"77","Diontae Johnson",BAL,"at LAC","4 out of 5 stars","F","4.1","-1.2","43% (7/16)","5%","Great"
"78","Mike Williams",PIT,"at CLE","4 out of 5 stars","F","3.9","-2.3","27% (3/11)","6%","Great"
"79","David Moore",CAR,"vs. KC","4 out of 5 stars","F","3.8","+0.7","42% (6/14)","7%","Bad"
"80","KaVontae Turpin",DAL,"at WAS","4 out of 5 stars","F","3.8","+1.3","31% (5/16)","8%","Average"
"81","Olamide Zaccheaus",WAS,"vs. DAL","4 out of 5 stars","F","3.6","-0.2","29% (5/17)","2%","Bad"
"82","Malik Washington",MIA,"vs. NE","4 out of 5 stars","F","3.6","+1.8","60% (3/5)","3%","Great"
"83","Nelson Agholor",BAL,"at LAC","4 out of 5 stars","F","3.4","+0.3","37% (6/16)","3%","Great"
"84","DJ Turner",LV,"vs. DEN","3 out of 5 stars","F","3.3","+0.2","36% (4/11)","5%","Great"
"85","Kalif Raymond",DET,"at IND","4 out of 5 stars","F","3.3","+1.7","56% (9/16)","3%","Great"
"86","Greg Dortch",ARI,"at SEA","3 out of 5 stars","F","3.2","-0.2","33% (5/15)","6%","Poor"
"87","Luke McCaffrey",WAS,"vs. DAL","4 out of 5 stars","F","3.2","-1.8","18% (2/11)","2%","Bad"
"88","Ja'Lynn Polk",NE,"at MIA","2 out of 5 stars","F","3.2","-2.1","30% (3/10)","6%","Average"
"89","Van Jefferson",PIT,"at CLE","4 out of 5 stars","F","3.1","-1.3","18% (3/16)","7%","Bad"
"90","Dyami Brown",WAS,"vs. DAL","4 out of 5 stars","F","3.0","-1.1","18% (3/16)","3%","Poor"
"91","Tutu Atwell",LAR,"vs. PHI","2 out of 5 stars","F","2.9","-0.6","33% (5/15)","5%","Bad"
"92","Mecole Hardman Jr.",KC,"at CAR","2 out of 5 stars","F","2.8","+0.4","30% (3/10)","4%","Poor"
"93","Ryan Flournoy",DAL,"at WAS","4 out of 5 stars","F","2.7","0.0","20% (1/5)","1%","Bad"
"94","Jalen Reagor",LAC,"vs. BAL","4 out of 5 stars","F","2.7","-0.3","30% (3/10)","3%","Bad"
"95","Robert Woods",HOU,"vs. TEN","2 out of 5 stars","F","2.7","-1.2","33% (5/15)","1%","Bad"
"96","Rakim Jarrett",TB,"at NYG","4 out of 5 stars","F","2.6","-0.3","25% (1/4)","4%","Bad"
"97","Tyler Johnson",LAR,"vs. PHI","2 out of 5 stars","F","2.6","0.0","40% (4/10)","7%","Bad"
"98","Xavier Hutchinson",HOU,"vs. TEN","2 out of 5 stars","F","2.5","-1.4","25% (4/16)","2%","Bad"
"99","Trey Palmer",TB,"at NYG","4 out of 5 stars","F","2.4","-0.9","21% (3/14)","2%","Great"
"100","Jonathan Mingo",DAL,"at WAS","4 out of 5 stars","F","2.4","-2.8","12% (2/16)","10%","Bad"
"101","Jake Bobo",SEA,"vs. ARI","4 out of 5 stars","F","2.4","-1.0","31% (5/16)","1%","Bad"
"102","Johnny Wilson",PHI,"at LAR","3 out of 5 stars","F","2.2","-0.4","10% (1/10)","5%","Average"
"103","Tylan Wallace",BAL,"at LAC","4 out of 5 stars","F","2.0","-","-","1%","Great"
"104","Bo Melton",GB,"vs. SF","3 out of 5 stars","F","1.9","+1.2","46% (6/13)","5%","Bad"
"105","Ashton Dulin",IND,"vs. DET","2 out of 5 stars","F","1.9","-0.1","27% (3/11)","3%","Average"
"106","Zay Jones",ARI,"at SEA","3 out of 5 stars","F","1.9","-1.0","9% (1/11)","0%","Bad"
"107","Ainias Smith",PHI,"at LAR","3 out of 5 stars","F","1.5","+0.3","50% (1/2)","0%","Bad"
"108","Jalen Brooks",DAL,"at WAS","4 out of 5 stars","F","1.4","-0.6","30% (3/10)","5%","Bad"
"109","Derius Davis",LAC,"vs. BAL","4 out of 5 stars","F","1.4","-0.8","28% (4/14)","2%","Bad"
"110","Ryan Miller",TB,"at NYG","4 out of 5 stars","F","1.3","-","-","6%","Average"
"111","Trent Sherfield Sr.",MIN,"at CHI","3 out of 5 stars","F","1.1","0.0","46% (7/15)","1%","Great"
"112","Brandon Powell",MIN,"at CHI","3 out of 5 stars","F","0.9","-0.5","26% (4/15)","1%","Bad"
"113","Jalin Hyatt",NYG,"vs. TB","3 out of 5 stars","F","0.9","-2.0","13% (2/15)","3%","Bad"
"114","Bryce Oliver",TEN,"at HOU","4 out of 5 stars","F","0.8","-","-","1%","Bad"
"115","Britain Covey",PHI,"at LAR","3 out of 5 stars","F","0.7","0.0","20% (1/5)","5%","Bad"
"116","Ramel Keyton",LV,"vs. DEN","3 out of 5 stars","F","0.6","-","-","3%","Bad"
"117","Jha'Quan Jackson",TEN,"at HOU","4 out of 5 stars","F","0.6","-1.0","0% (0/4)","2%","Bad"
"118","River Cracraft",MIA,"vs. NE","4 out of 5 stars","F","0.5","-1.0","14% (1/7)","0%","N/A"
"119","Ben Skowronek",PIT,"at CLE","4 out of 5 stars","F","0.5","-0.4","40% (2/5)","0%","Bad"
"120","DeAndre Carter",CHI,"vs. MIN","3 out of 5 stars","F","0.5","-0.1","25% (3/12)","5%","Bad"
"121","Javon Baker",NE,"at MIA","2 out of 5 stars","F","0.4","-0.5","0% (0/5)","0%","N/A"
"122","Jamari Thrash",CLE,"vs. PIT","2 out of 5 stars","F","0.3","-0.9","0% (0/2)","0%","N/A"
"123","Allen Robinson II",DET,"at IND","4 out of 5 stars","F","0.3","-0.3","36% (4/11)","0%","Bad"
"124","Cody White",SEA,"vs. ARI","4 out of 5 stars","F","0.3","-","-","2%","Bad"
"125","Malik Heath",GB,"vs. SF","3 out of 5 stars","F","0.3","0.0","28% (4/14)","0%","Bad"
"126","Chris Conley",SF,"at GB","3 out of 5 stars","F","0.1","-","-","4%","Bad"
"127","Terrace Marshall Jr.",LV,"vs. DEN","3 out of 5 stars","F","0.1","-","-","0%","N/A"
"128","Deven Thompkins",CAR,"vs. KC","4 out of 5 stars","F","0.0","-","-","1%","Bad"
"129","Laviska Shenault Jr.",SEA,"vs. ARI","4 out of 5 stars","F","0.0","-0.8","30% (3/10)","0%","Bad"
"130","Ihmir Smith-Marsette",NYG,"vs. TB","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"131","Jaelon Darden",CLE,"vs. PIT","2 out of 5 stars","F","0.0","-","-","0%","N/A"
"132","Zach Pascal",ARI,"at SEA","3 out of 5 stars","F","0.0","-1.3","0% (0/6)","0%","N/A"
"133","Jordan Whittington",LAR,"vs. PHI","2 out of 5 stars","F","0.0","-0.5","37% (3/8)","2%","Bad"
"134","Justin Shorter",LV,"vs. DEN","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"135","Tyler Scott",CHI,"vs. MIN","3 out of 5 stars","F","0.0","-1.1","14% (1/7)","0%","N/A"
"136","Ronnie Bell",SF,"at GB","3 out of 5 stars","F","0.0","-0.4","15% (2/13)","1%","Bad"
"137","Xavier Smith",LAR,"vs. PHI","2 out of 5 stars","F","0.0","-","-","0%","Bad"
