"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"1","Travis Kelce",KC,"vs. DEN","2 out of 5 stars","A+","14.7","-2.8","26% (4/15)","7%","Bad"
"2","George Kittle",SF,"at TB","3 out of 5 stars","A","14.5","+2.7","66% (10/15)","13%","Great"
"3","Cade Otton",TB,"vs. SF","3 out of 5 stars","A","13.5","+0.7","52% (9/17)","12%","Average"
"4","Trey McBride",ARI,"vs. NYJ","3 out of 5 stars","A-","12.5","+1.0","46% (7/15)","17%","Bad"
"5","Evan Engram",JAC,"vs. MIN","3 out of 5 stars","A-","12.4","+0.5","38% (5/13)","3%","Great"
"6","Dalton Kincaid",BUF,"at IND","5 out of 5 stars","B+","11.7","-2.1","31% (5/16)","9%","Poor"
"7","Mike Gesicki",CIN,"at BAL","3 out of 5 stars","B+","11.5","+0.4","43% (7/16)","6%","Poor"
"8","Mark Andrews",BAL,"vs. CIN","3 out of 5 stars","B","10.7","-1.4","36% (4/11)","7%","Great"
"9","Taysom Hill",NO,"vs. ATL","4 out of 5 stars","B-","10.6","+0.6","54% (6/11)","9%","Great"
"10","Kyle Pitts",ATL,"at NO","4 out of 5 stars","B-","10.4","-0.2","50% (8/16)","7%","Great"
"11","Jake Ferguson",DAL,"vs. PHI","2 out of 5 stars","C+","10.3","-1.1","40% (6/15)","8%","Bad"
"12","T.J. Hockenson",MIN,"at JAC","4 out of 5 stars","C","9.7","+0.8","28% (2/7)","20%","Bad"
"13","Hunter Henry",NE,"at CHI","3 out of 5 stars","C","9.2","+1.1","42% (6/14)","11%","Bad"
"14","Sam LaPorta",DET,"at HOU","2 out of 5 stars","C-","9.1","-0.1","37% (6/16)","6%","Average"
"15","Jonnu Smith",MIA,"at LAR","3 out of 5 stars","D+","8.9","-0.5","33% (5/15)","4%","Average"
"16","Zach Ertz",WAS,"vs. PIT","4 out of 5 stars","D+","8.8","+0.2","55% (5/9)","6%","Bad"
"17","Dallas Goedert",PHI,"at DAL","4 out of 5 stars","D","8.7","+0.1","33% (3/9)","5%","Bad"
"18","Dalton Schultz",HOU,"vs. DET","3 out of 5 stars","D","8.5","-2.0","33% (5/15)","5%","Bad"
"19","Cole Kmet",CHI,"vs. NE","3 out of 5 stars","D","8.0","+0.2","40% (6/15)","9%","Great"
"20","Juwan Johnson",NO,"vs. ATL","4 out of 5 stars","D-","7.9","+0.5","50% (8/16)","5%","Average"
"21","Ja'Tavion Sanders",CAR,"vs. NYG","3 out of 5 stars","D-","7.4","+0.7","55% (5/9)","7%","Bad"
"22","Theo Johnson",NYG,"at CAR","4 out of 5 stars","D-","7.2","-0.2","33% (3/9)","5%","Good"
"23","Will Dissly",LAC,"vs. TEN","3 out of 5 stars","F","7.0","+0.1","43% (7/16)","5%","Bad"
"24","Pat Freiermuth",PIT,"at WAS","2 out of 5 stars","F","6.9","-0.7","26% (4/15)","4%","Great"
"25","Tyler Conklin",NYJ,"at ARI","2 out of 5 stars","F","6.1","+0.1","41% (7/17)","13%","Bad"
"26","Chig Okonkwo",TEN,"at LAC","2 out of 5 stars","F","5.5","-0.1","43% (7/16)","9%","Bad"
"27","Foster Moreau",NO,"vs. ATL","4 out of 5 stars","F","5.2","+0.6","43% (7/16)","10%","Great"
