"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"1","Saquon Barkley",PHI,"at DAL","4 out of 5 stars","A+","21.0","+1.8","46% (7/15)","25%","Average"
"2","Bijan Robinson",ATL,"at NO","4 out of 5 stars","A+","19.9","-0.3","50% (8/16)","19%","Good"
"3","Alvin Kamara",NO,"vs. ATL","3 out of 5 stars","A+","19.2","+0.6","43% (7/16)","19%","Good"
"4","Derrick Henry",BAL,"vs. CIN","3 out of 5 stars","A+","19.0","+3.2","64% (11/17)","30%","Great"
"5","Breece Hall",NYJ,"at ARI","3 out of 5 stars","A","18.9","-0.4","41% (7/17)","18%","Poor"
"6","De'Von Achane",MIA,"at LAR","3 out of 5 stars","A","18.7","0.0","42% (6/14)","20%","Average"
"7","Kyren Williams",LAR,"vs. MIA","5 out of 5 stars","A","18.4","+3.2","57% (8/14)","30%","Average"
"8","Christian McCaffrey",SF,"at TB","3 out of 5 stars","A","18.3","+1.1","50% (4/8)","0%","N/A"
"9","Aaron Jones",MIN,"at JAC","3 out of 5 stars","A","18.0","-1.3","46% (6/13)","24%","Bad"
"10","Joe Mixon",HOU,"vs. DET","3 out of 5 stars","A-","17.9","+3.4","57% (8/14)","26%","Good"
"11","D'Andre Swift",CHI,"vs. NE","4 out of 5 stars","A-","16.9","-0.4","40% (6/15)","17%","Average"
"12","Jonathan Taylor",IND,"vs. BUF","4 out of 5 stars","A-","16.6","+0.8","50% (5/10)","24%","Average"
"13","Tyrone Tracy Jr.",NYG,"at CAR","5 out of 5 stars","B+","16.2","+1.1","44% (4/9)","8%","Average"
"14","Jahmyr Gibbs",DET,"at HOU","2 out of 5 stars","B+","16.1","+2.8","62% (10/16)","17%","Good"
"15","James Conner",ARI,"vs. NYJ","2 out of 5 stars","B","15.8","+1.6","62% (10/16)","21%","Average"
"16","Chase Brown",CIN,"at BAL","3 out of 5 stars","B","15.5","+3.0","57% (8/14)","12%","Good"
"17","James Cook",BUF,"at IND","3 out of 5 stars","B","15.5","+2.5","53% (8/15)","16%","Great"
"18","Kareem Hunt",KC,"vs. DEN","2 out of 5 stars","B","15.2","+1.2","61% (8/13)","18%","Average"
"19","J.K. Dobbins",LAC,"vs. TEN","3 out of 5 stars","B","14.6","+2.2","50% (4/8)","14%","Great"
"20","Austin Ekeler",WAS,"vs. PIT","3 out of 5 stars","B-","14.1","-3.0","37% (6/16)","8%","Poor"
"21","Chuba Hubbard",CAR,"vs. NYG","3 out of 5 stars","B","14.1","+1.5","35% (6/17)","29%","Average"
"22","Rhamondre Stevenson",NE,"at CHI","3 out of 5 stars","B-","13.9","+0.7","54% (6/11)","28%","Good"
"23","Najee Harris",PIT,"at WAS","4 out of 5 stars","B-","13.3","+0.6","50% (8/16)","14%","Bad"
"24","Tony Pollard",TEN,"at LAC","1 out of 5 stars","C+","13.1","-1.2","50% (8/16)","16%","Average"
"25","Rachaad White",TB,"vs. SF","4 out of 5 stars","C+","12.8","+0.9","56% (9/16)","10%","Good"
"26","David Montgomery",DET,"at HOU","2 out of 5 stars","C+","12.4","+2.0","68% (11/16)","19%","Good"
"27","Rico Dowdle",DAL,"vs. PHI","4 out of 5 stars","C+","11.7","+1.1","40% (6/15)","11%","Good"
"28","Javonte Williams",DEN,"at KC","1 out of 5 stars","C","11.3","-1.8","23% (4/17)","16%","Bad"
"29","Bucky Irving",TB,"vs. SF","4 out of 5 stars","C","11.2","+1.4","66% (6/9)","13%","Bad"
"30","Jaylen Warren",PIT,"at WAS","4 out of 5 stars","C","9.4","-0.8","21% (3/14)","7%","Bad"
"31","Raheem Mostert",MIA,"at LAR","3 out of 5 stars","C","8.6","+1.8","54% (6/11)","10%","Good"
