"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"1","Travis Kelce",KC,"at SF","4 out of 5 stars","A+","14.2","-3.5","20% (3/15)","8%","Bad"
"2","George Kittle",SF,"vs. KC","3 out of 5 stars","A","14.0","+2.7","66% (10/15)","18%","Great"
"3","Brock Bowers",LV,"at LAR","4 out of 5 stars","A","13.5","+1.4","66% (4/6)","14%","Bad"
"4","Trey McBride",ARI,"vs. LAC","2 out of 5 stars","A-","12.4","+1.2","40% (6/15)","12%","Bad"
"5","Evan Engram",JAC,"vs. NE","2 out of 5 stars","A-","11.7","+0.9","41% (5/12)","2%","Bad"
"6","Kyle Pitts",ATL,"vs. SEA","3 out of 5 stars","B+","9.9","-1.1","37% (6/16)","8%","Poor"
"7","Sam LaPorta",DET,"at MIN","3 out of 5 stars","B","9.5","+0.3","40% (6/15)","2%","Great"
"8","David Njoku",CLE,"vs. CIN","4 out of 5 stars","B","9.3","+2.7","64% (9/14)","4%","Bad"
"9","Dalton Kincaid",BUF,"vs. TEN","2 out of 5 stars","B","9.2","-1.1","43% (7/16)","8%","Average"
"10","Tucker Kraft",GB,"vs. HOU","2 out of 5 stars","B-","9.0","+1.9","64% (11/17)","6%","Great"
"11","Dalton Schultz",HOU,"at GB","4 out of 5 stars","C+","8.9","-1.1","35% (5/14)","6%","Bad"
"12","Zach Ertz",WAS,"vs. CAR","3 out of 5 stars","C+","8.7","-0.5","42% (3/7)","8%","Bad"
"13","Cade Otton",TB,"vs. BAL","2 out of 5 stars","C","8.6","0.0","52% (9/17)","6%","Poor"
"14","Colby Parkinson",LAR,"vs. LV","3 out of 5 stars","C","8.1","-0.1","37% (6/16)","12%","Bad"
"15","Hunter Henry",NE,"at JAC","3 out of 5 stars","C-","8.0","+0.8","35% (5/14)","14%","Bad"
"16","Pat Freiermuth",PIT,"vs. NYJ","4 out of 5 stars","D+","7.7","-0.5","30% (4/13)","5%","Great"
"17","Mark Andrews",BAL,"at TB","3 out of 5 stars","D+","7.6","-1.8","45% (5/11)","5%","Average"
"18","Isaiah Likely",BAL,"at TB","3 out of 5 stars","D","7.2","+2.3","43% (7/16)","13%","Great"
"19","Juwan Johnson",NO,"vs. DEN","2 out of 5 stars","D","7.1","+1.0","53% (8/15)","6%","Average"
