"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"1","Kyren Williams",LAR,"vs. LV","3 out of 5 stars","A+","19.6","+4.3","54% (6/11)","33%","Average"
"2","Saquon Barkley",PHI,"at NYG","2 out of 5 stars","A+","18.9","+0.4","40% (6/15)","26%","Average"
"3","Kenneth Walker III",SEA,"at ATL","3 out of 5 stars","A","17.8","-0.1","46% (6/13)","26%","Great"
"4","Derrick Henry",BAL,"at TB","3 out of 5 stars","A","17.7","+2.8","68% (11/16)","36%","Great"
"5","Alvin Kamara",NO,"vs. DEN","2 out of 5 stars","A","17.2","+1.4","43% (7/16)","22%","Great"
"6","Bijan Robinson",ATL,"vs. SEA","4 out of 5 stars","A","16.5","-2.5","31% (5/16)","15%","Good"
"7","Breece Hall",NYJ,"at PIT","3 out of 5 stars","A","16.5","-0.2","43% (7/16)","22%","Poor"
"8","Chuba Hubbard",CAR,"at WAS","4 out of 5 stars","A-","15.8","+1.4","31% (5/16)","18%","Poor"
"9","J.K. Dobbins",LAC,"at ARI","3 out of 5 stars","A-","15.7","+2.7","60% (3/5)","14%","Great"
"10","Joe Mixon",HOU,"at GB","3 out of 5 stars","A-","15.2","+3.2","61% (8/13)","29%","Average"
"11","Tony Pollard",TEN,"at BUF","4 out of 5 stars","B+","15.1","-1.9","46% (7/15)","29%","Good"
"12","Jahmyr Gibbs",DET,"at MIN","2 out of 5 stars","B+","14.7","+3.0","66% (10/15)","21%","Poor"
"13","Josh Jacobs",GB,"vs. HOU","2 out of 5 stars","B","14.7","-2.4","30% (4/13)","19%","Bad"
"14","Brian Robinson Jr.",WAS,"vs. CAR","4 out of 5 stars","B","14.4","+1.7","53% (7/13)","24%","Good"
"15","Jordan Mason",SF,"vs. KC","1 out of 5 stars","B","14.0","-0.6","30% (4/13)","20%","Poor"
"16","Chase Brown",CIN,"at CLE","4 out of 5 stars","B","13.6","+3.4","63% (7/11)","10%","Great"
"17","James Cook",BUF,"vs. TEN","2 out of 5 stars","B","13.5","+2.1","53% (8/15)","23%","Great"
"18","Kareem Hunt",KC,"at SF","4 out of 5 stars","B","13.5","+1.7","69% (9/13)","10%","Average"
"19","James Conner",ARI,"vs. LAC","2 out of 5 stars","B","13.2","+1.7","61% (8/13)","18%","Good"
"20","David Montgomery",DET,"at MIN","2 out of 5 stars","B-","13.0","+2.9","76% (10/13)","20%","Great"
"21","De'Von Achane",MIA,"at IND","2 out of 5 stars","B-","12.9","-1.8","36% (4/11)","22%","Bad"
"22","Tank Bigsby",JAC,"vs. NE","4 out of 5 stars","B-","12.7","+0.3","25% (4/16)","11%","Good"
"23","Javonte Williams",DEN,"at NO","4 out of 5 stars","B-","12.5","-1.6","31% (5/16)","18%","Poor"
"24","Najee Harris",PIT,"vs. NYJ","3 out of 5 stars","C+","12.3","+0.8","47% (8/17)","16%","Bad"
"25","Antonio Gibson",NE,"at JAC","4 out of 5 stars","C+","12.1","0.0","46% (7/15)","6%","Bad"
"26","Bucky Irving",TB,"vs. BAL","2 out of 5 stars","C+","11.9","+1.1","66% (4/6)","16%","Bad"
"27","Austin Ekeler",WAS,"vs. CAR","4 out of 5 stars","C+","11.1","-2.8","43% (7/16)","6%","Average"
"28","Aaron Jones",MIN,"vs. DET","2 out of 5 stars","B","11.0","-1.5","46% (6/13)","30%","Bad"
"29","Zack Moss",CIN,"at CLE","4 out of 5 stars","C","10.7","-2.5","35% (5/14)","15%","Poor"
"30","Tyrone Tracy Jr.",NYG,"vs. PHI","4 out of 5 stars","C","10.6","+1.0","50% (3/6)","6%","Average"
"31","Devin Singletary",NYG,"vs. PHI","4 out of 5 stars","C","10.5","+0.4","50% (7/14)","12%","Great"
"32","Tyler Allgeier",ATL,"vs. SEA","4 out of 5 stars","C","9.7","+1.3","43% (7/16)","14%","Bad"
"33","Alexander Mattison",LV,"at LAR","3 out of 5 stars","C","9.2","-0.8","26% (4/15)","15%","Great"
"34","Ty Chandler",MIN,"vs. DET","2 out of 5 stars","C-","9.1","0.0","33% (5/15)","4%","Bad"
"35","Nick Chubb",CLE,"vs. CIN","3 out of 5 stars","C-","9.0","-","-","0%","N/A"
"36","Raheem Mostert",MIA,"at IND","2 out of 5 stars","C-","8.6","+0.1","45% (5/11)","3%","Bad"
"37","Jaylen Warren",PIT,"vs. NYJ","3 out of 5 stars","D+","7.9","-0.5","33% (5/15)","4%","Bad"
"38","D'Ernest Johnson",JAC,"vs. NE","4 out of 5 stars","D+","7.6","+0.3","50% (8/16)","3%","Bad"
"39","Zach Charbonnet",SEA,"at ATL","3 out of 5 stars","D","7.5","+0.4","56% (9/16)","8%","Great"
"40","Justice Hill",BAL,"at TB","3 out of 5 stars","D","7.4","+0.9","43% (7/16)","9%","Poor"
"41","Tyler Goodson",IND,"vs. MIA","5 out of 5 stars","C","7.1","+0.7","44% (4/9)","5%","Bad"
"42","Ray Davis",BUF,"vs. TEN","2 out of 5 stars","D","7.0","+0.8","50% (3/6)","8%","Average"
"43","Emanuel Wilson",GB,"vs. HOU","2 out of 5 stars","D-","6.9","+1.6","54% (6/11)","3%","Great"
"44","Sean Tucker",TB,"vs. BAL","2 out of 5 stars","D-","6.8","+3.6","28% (2/7)","5%","Great"
"45","Kimani Vidal",LAC,"at ARI","3 out of 5 stars","F","6.7","+10.1","100% (1/1)","13%","Great"
"46","Rachaad White",TB,"vs. BAL","2 out of 5 stars","D+","6.7","+0.8","56% (9/16)","14%","Bad"
"47","Trey Sermon",IND,"vs. MIA","5 out of 5 stars","D+","6.3","-0.6","30% (4/13)","17%","Bad"
"48","Dameon Pierce",HOU,"at GB","3 out of 5 stars","F","6.1","-0.4","33% (3/9)","2%","Great"
"49","Blake Corum",LAR,"vs. LV","3 out of 5 stars","F","6.1","-0.8","40% (2/5)","12%","Bad"
"50","Isaac Guerendo",SF,"vs. KC","1 out of 5 stars","F","5.6","-0.3","33% (2/6)","4%","Bad"
"51","Braelon Allen",NYJ,"at PIT","3 out of 5 stars","D-","5.6","+0.5","33% (2/6)","3%","Great"
"52","Zamir White",LV,"at LAR","3 out of 5 stars","D-","5.0","-1.5","28% (4/14)","4%","Bad"
"53","Jaleel McLaughlin",DEN,"at NO","4 out of 5 stars","F","5.0","-1.3","25% (4/16)","11%","Good"
"54","Rhamondre Stevenson",NE,"at JAC","4 out of 5 stars","C-","5.0","0.0","54% (6/11)","31%","Average"
"55","Jaylen Wright",MIA,"at IND","2 out of 5 stars","F","4.7","+1.1","50% (2/4)","2%","Bad"
"56","Pierre Strong Jr.",CLE,"vs. CIN","3 out of 5 stars","F","4.7","+0.3","53% (8/15)","1%","Bad"
"57","D'Onta Foreman",CLE,"vs. CIN","3 out of 5 stars","F","4.4","+0.7","61% (8/13)","14%","Bad"
"58","Miles Sanders",CAR,"at WAS","4 out of 5 stars","F","4.2","-2.0","25% (4/16)","6%","Poor"
"59","Samaje Perine",KC,"at SF","4 out of 5 stars","F","4.2","-0.1","40% (6/15)","3%","Great"
"60","Ty Johnson",BUF,"vs. TEN","2 out of 5 stars","F","3.9","+1.0","60% (6/10)","14%","Average"
"61","Kyle Juszczyk",SF,"vs. KC","1 out of 5 stars","F","3.8","+0.6","37% (6/16)","3%","Great"
"62","Ameer Abdullah",LV,"at LAR","3 out of 5 stars","F","3.6","+0.1","43% (7/16)","12%","Average"
"63","Emari Demercado",ARI,"vs. LAC","2 out of 5 stars","F","3.6","+1.8","53% (7/13)","3%","Bad"
"64","Julius Chestnut",TEN,"at BUF","4 out of 5 stars","F","3.5","-0.1","0% (0/1)","1%","Bad"
"65","Audric Estime",DEN,"at NO","4 out of 5 stars","F","3.4","-0.5","50% (1/2)","0%","Bad"
"66","Dare Ogunbowale",HOU,"at GB","3 out of 5 stars","F","3.3","+0.8","41% (5/12)","4%","Good"
"67","Trey Benson",ARI,"vs. LAC","2 out of 5 stars","F","3.2","-2.0","33% (2/6)","3%","Bad"
"68","Kenneth Gainwell",PHI,"at NYG","2 out of 5 stars","F","2.8","-0.1","46% (7/15)","4%","Bad"
"69","Jonathan Taylor",IND,"vs. MIA","5 out of 5 stars","D","2.8","+1.6","54% (6/11)","23%","Average"
"70","Alec Ingold",MIA,"at IND","2 out of 5 stars","F","2.8","+0.6","53% (8/15)","4%","Great"
"71","Carson Steele",KC,"at SF","4 out of 5 stars","F","2.8","-3.2","0% (0/5)","9%","Bad"
"72","Jeremy McNichols",WAS,"vs. CAR","4 out of 5 stars","F","2.5","+4.8","50% (2/4)","5%","Great"
"73","JaMycal Hasty",NE,"at JAC","4 out of 5 stars","F","2.5","-0.8","42% (3/7)","1%","Bad"
"74","Kendre Miller",NO,"vs. DEN","2 out of 5 stars","F","2.0","-0.1","50% (2/4)","1%","Bad"
"75","C.J. Ham",MIN,"vs. DET","2 out of 5 stars","F","1.7","+0.1","33% (5/15)","7%","Great"
"76","Patrick Ricard",BAL,"at TB","3 out of 5 stars","F","1.5","+0.6","18% (3/16)","0%","N/A"
"77","Jamaal Williams",NO,"vs. DEN","2 out of 5 stars","F","1.2","-1.8","18% (3/16)","3%","Great"
"78","Hassan Haskins",LAC,"at ARI","3 out of 5 stars","F","1.2","-0.8","0% (0/4)","0%","N/A"
"79","Patrick Taylor Jr.",SF,"vs. KC","1 out of 5 stars","F","0.9","-0.5","20% (2/10)","6%","Bad"
"80","Evan Hull",IND,"vs. MIA","5 out of 5 stars","F","0.7","-2.6","0% (0/2)","0%","N/A"
"81","Ronnie Rivers",LAR,"vs. LV","3 out of 5 stars","F","0.7","-1.0","42% (3/7)","1%","Bad"
"82","Eric Gray",NYG,"vs. PHI","4 out of 5 stars","F","0.7","-1.4","12% (1/8)","12%","Bad"
"83","Clyde Edwards-Helaire",KC,"at SF","4 out of 5 stars","F","0.6","-0.8","25% (2/8)","0%","N/A"
"84","Cordarrelle Patterson",PIT,"vs. NYJ","3 out of 5 stars","F","0.5","-0.1","42% (6/14)","3%","Bad"
"85","Aaron Shampklin",PIT,"vs. NYJ","3 out of 5 stars","F","0.4","-","-","5%","Bad"
"86","Cam Akers",MIN,"vs. DET","2 out of 5 stars","F","0.4","-0.2","50% (4/8)","0%","Great"
"87","Reggie Gilliam",BUF,"vs. TEN","2 out of 5 stars","F","0.3","-0.3","0% (0/5)","0%","N/A"
"88","Terrell Jennings",NE,"at JAC","4 out of 5 stars","F","0.3","-","-","5%","Bad"
"89","Michael Burton",DEN,"at NO","4 out of 5 stars","F","0.2","-0.2","43% (7/16)","0%","N/A"
"90","Dylan Laube",LV,"at LAR","3 out of 5 stars","F","0.2","-2.1","0% (0/2)","0%","N/A"
"91","Myles Gaskin",MIN,"vs. DET","2 out of 5 stars","F","0.2","-0.7","0% (0/5)","1%","Bad"
"92","Joshua Kelley",TEN,"at BUF","4 out of 5 stars","F","0.2","-","-","0%","N/A"
"93","Nyheim Hines",CLE,"vs. CIN","3 out of 5 stars","F","0.2","-","-","0%","N/A"
"94","Trayveon Williams",CIN,"at CLE","4 out of 5 stars","F","0.2","-0.6","18% (2/11)","0%","N/A"
"95","Raheem Blackshear",CAR,"at WAS","4 out of 5 stars","F","0.0","+0.1","55% (5/9)","0%","N/A"
"96","Craig Reynolds",DET,"at MIN","2 out of 5 stars","F","0.0","-0.5","14% (1/7)","0%","Bad"
"97","Will Shipley",PHI,"at NYG","2 out of 5 stars","F","0.0","-0.8","0% (0/2)","0%","N/A"
"98","Adam Prentice",NO,"vs. DEN","2 out of 5 stars","F","0.0","-0.1","16% (1/6)","0%","N/A"
"99","Tyreik McAllister",LV,"at LAR","3 out of 5 stars","F","0.0","-","-","3%","Bad"
"100","Sione Vaki",DET,"at MIN","2 out of 5 stars","F","0.0","-0.3","0% (0/1)","0%","Bad"
"101","Chris Brooks",GB,"vs. HOU","2 out of 5 stars","F","0.0","-","-","1%","Bad"
"102","Jeff Wilson Jr.",MIA,"at IND","2 out of 5 stars","F","0.0","-1.1","23% (3/13)","1%","Bad"
"103","Kenny McIntosh",SEA,"at ATL","3 out of 5 stars","F","0.0","-1.4","0% (0/6)","0%","N/A"
"104","Rasheen Ali",BAL,"at TB","3 out of 5 stars","F","0.0","-","-","0%","N/A"
"105","Jake Funk",JAC,"vs. NE","4 out of 5 stars","F","0.0","-","-","0%","N/A"
