"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","CeeDee Lamb",DAL,"at NYG","3 out of 5 stars","A+","12.2","+3.3","50% (8/16)","16%","Good"
"2","Justin Jefferson",MIN,"at GB","3 out of 5 stars","A+","12.1","-1.1","44% (4/9)","17%","Great"
"3","Nico Collins",HOU,"vs. JAC","3 out of 5 stars","A+","12.0","+2.4","50% (7/14)","31%","Bad"
"4","Rashee Rice",KC,"at LAC","3 out of 5 stars","A+","11.9","+2.9","75% (12/16)","6%","Great"
"5","Malik Nabers",NYG,"vs. DAL","2 out of 5 stars","A+","11.3","+7.1","66% (2/3)","36%","Poor"
"6","Ja'Marr Chase",CIN,"at CAR","3 out of 5 stars","A+","11.3","-0.1","33% (5/15)","9%","Good"
"7","Marvin Harrison Jr.",ARI,"vs. WAS","4 out of 5 stars","A","11.2","+2.0","66% (2/3)","31%","Good"
"8","Amon-Ra St. Brown",DET,"vs. SEA","3 out of 5 stars","A","10.4","+1.5","60% (9/15)","18%","Bad"
"9","DK Metcalf",SEA,"at DET","4 out of 5 stars","A","10.2","+1.7","53% (8/15)","17%","Great"
"10","Mike Evans",TB,"vs. PHI","3 out of 5 stars","A","10.0","+0.7","50% (8/16)","23%","Good"
"11","Brandon Aiyuk",SF,"vs. NE","3 out of 5 stars","A","9.9","-0.4","50% (8/16)","11%","Bad"
"12","DJ Moore",CHI,"vs. LAR","2 out of 5 stars","A","9.7","+2.6","37% (6/16)","10%","Bad"
"13","Chris Godwin",TB,"vs. PHI","3 out of 5 stars","A","9.5","+1.6","50% (8/16)","22%","Great"
"14","Diontae Johnson",CAR,"vs. CIN","3 out of 5 stars","A-","9.4","+0.3","57% (8/14)","36%","Bad"
"15","Stefon Diggs",HOU,"vs. JAC","3 out of 5 stars","A-","9.2","-1.3","37% (6/16)","12%","Great"
"16","Garrett Wilson",NYJ,"vs. DEN","4 out of 5 stars","A-","9.1","-1.9","31% (5/16)","24%","Bad"
"17","Amari Cooper",CLE,"at LV","3 out of 5 stars","A-","9.1","+1.8","46% (7/15)","29%","Average"
"18","Jayden Reed",GB,"vs. MIN","3 out of 5 stars","A-","8.9","+4.4","73% (11/15)","11%","Great"
"19","Tyreek Hill",MIA,"vs. TEN","4 out of 5 stars","A-","8.8","-1.0","53% (8/15)","11%","Average"
"20","Drake London",ATL,"vs. NO","4 out of 5 stars","B+","8.8","+0.4","46% (7/15)","21%","Good"
"21","George Pickens",PIT,"at IND","4 out of 5 stars","B+","8.7","+0.8","31% (5/16)","8%","Bad"
"22","Zay Flowers",BAL,"vs. BUF","3 out of 5 stars","B+","8.5","-0.4","43% (7/16)","20%","Average"
"23","Tee Higgins",CIN,"at CAR","3 out of 5 stars","B","8.4","-0.5","30% (3/10)","25%","Bad"
"24","Chris Olave",NO,"at ATL","3 out of 5 stars","B","8.1","-1.0","46% (7/15)","11%","Average"
"25","Jameson Williams",DET,"vs. SEA","3 out of 5 stars","B","8.0","+1.3","60% (9/15)","20%","Bad"
"26","Terry McLaurin",WAS,"at ARI","4 out of 5 stars","B","8.0","-0.7","43% (7/16)","10%","Average"
"27","Rashid Shaheed",NO,"at ATL","3 out of 5 stars","B","8.0","+1.4","35% (5/14)","14%","Good"
"28","Brian Thomas Jr.",JAC,"at HOU","3 out of 5 stars","B-","7.8","+0.9","66% (2/3)","7%","Great"
"29","Jaxon Smith-Njigba",SEA,"at DET","4 out of 5 stars","B-","7.7","+0.4","56% (9/16)","15%","Bad"
"30","Khalil Shakir",BUF,"at BAL","1 out of 5 stars","B-","7.6","+2.1","62% (10/16)","6%","Great"
"31","Christian Kirk",JAC,"at HOU","3 out of 5 stars","B-","7.2","-2.1","50% (6/12)","9%","Bad"
"32","Jakobi Meyers",LV,"vs. CLE","2 out of 5 stars","C+","7.1","+0.8","43% (7/16)","17%","Average"
"33","Xavier Worthy",KC,"at LAC","3 out of 5 stars","C+","7.1","-0.9","33% (1/3)","8%","Great"
"34","Rome Odunze",CHI,"vs. LAR","2 out of 5 stars","C+","7.1","+0.4","33% (1/3)","19%","Bad"
"35","Deebo Samuel Sr.",SF,"vs. NE","3 out of 5 stars","B","7.0","+1.3","53% (7/13)","23%","Bad"
"36","Calvin Ridley",TEN,"at MIA","4 out of 5 stars","C+","6.9","0.0","37% (6/16)","20%","Great"
"37","Darnell Mooney",ATL,"vs. NO","4 out of 5 stars","C+","6.9","-0.8","40% (6/15)","23%","Poor"
"38","Jerry Jeudy",CLE,"at LV","3 out of 5 stars","C","6.7","-1.8","31% (5/16)","19%","Average"
"39","Ladd McConkey",LAC,"vs. KC","3 out of 5 stars","C","6.7","-2.1","33% (1/3)","16%","Good"
"40","DeAndre Hopkins",TEN,"at MIA","4 out of 5 stars","C","6.6","-0.1","37% (6/16)","9%","Great"
"41","Michael Pittman Jr.",IND,"vs. PIT","2 out of 5 stars","C","6.6","-0.7","46% (7/15)","5%","Bad"
"42","Romeo Doubs",GB,"vs. MIN","3 out of 5 stars","C","6.5","0.0","50% (8/16)","7%","Bad"
"43","Jaylen Waddle",MIA,"vs. TEN","4 out of 5 stars","C","6.5","-0.9","40% (6/15)","6%","Bad"
"44","Jauan Jennings",SF,"vs. NE","3 out of 5 stars","C","6.5","+2.2","46% (6/13)","19%","Good"
"45","Tyler Lockett",SEA,"at DET","4 out of 5 stars","C","6.4","-1.6","37% (6/16)","5%","Bad"
"46","Michael Wilson",ARI,"vs. WAS","4 out of 5 stars","C","6.4","+1.3","50% (6/12)","12%","Good"
"47","Keenan Allen",CHI,"vs. LAR","2 out of 5 stars","C","6.4","-0.5","36% (4/11)","18%","Bad"
"48","Christian Watson",GB,"vs. MIN","3 out of 5 stars","C","6.3","-0.3","50% (6/12)","30%","Bad"
"49","Courtland Sutton",DEN,"at NYJ","2 out of 5 stars","C","6.3","-0.4","53% (8/15)","23%","Bad"
"50","Tutu Atwell",LAR,"at CHI","3 out of 5 stars","C","6.2","-1.3","40% (6/15)","3%","Bad"
"51","Demarcus Robinson",LAR,"at CHI","3 out of 5 stars","C","6.2","+3.7","60% (6/10)","13%","Bad"
"52","Brandin Cooks",DAL,"at NYG","3 out of 5 stars","C-","6.2","+1.0","50% (8/16)","13%","Average"
"53","Gabe Davis",JAC,"at HOU","3 out of 5 stars","C-","6.1","-0.8","31% (5/16)","18%","Bad"
"54","Wan'Dale Robinson",NYG,"vs. DAL","2 out of 5 stars","C-","6.0","+0.4","50% (8/16)","12%","Poor"
"55","Quentin Johnston",LAC,"vs. KC","3 out of 5 stars","C-","5.9","0.0","43% (7/16)","30%","Great"
"56","Greg Dortch",ARI,"vs. WAS","4 out of 5 stars","C-","5.8","+0.8","33% (5/15)","9%","Bad"
"57","Jordan Addison",MIN,"at GB","3 out of 5 stars","C-","5.8","+0.4","28% (4/14)","12%","Bad"
"58","Xavier Legette",CAR,"vs. CIN","3 out of 5 stars","D+","5.7","-2.2","33% (1/3)","18%","Bad"
"59","Andrei Iosivas",CIN,"at CAR","3 out of 5 stars","D+","5.7","+1.2","53% (8/15)","11%","Great"
"60","Allen Lazard",NYJ,"vs. DEN","4 out of 5 stars","D","5.7","-0.1","35% (5/14)","22%","Great"
"61","Tre Tucker",LV,"vs. CLE","2 out of 5 stars","D","5.6","+2.1","50% (8/16)","6%","Great"
"62","Rashod Bateman",BAL,"vs. BUF","3 out of 5 stars","D","5.6","-0.2","46% (7/15)","11%","Great"
"63","Keon Coleman",BUF,"at BAL","1 out of 5 stars","D","5.5","-3.2","33% (1/3)","12%","Average"
"64","Mike Williams",NYJ,"vs. DEN","4 out of 5 stars","D","5.5","-4.3","0% (0/3)","8%","Bad"
"65","Jalen Tolbert",DAL,"at NYG","3 out of 5 stars","D","5.0","+0.7","37% (6/16)","15%","Poor"
"66","Jahan Dotson",PHI,"at TB","4 out of 5 stars","D","4.9","-1.4","37% (6/16)","3%","Bad"
"67","Ray-Ray McCloud III",ATL,"vs. NO","4 out of 5 stars","D-","4.9","+0.6","66% (6/9)","11%","Bad"
"68","Alec Pierce",IND,"vs. PIT","2 out of 5 stars","D-","4.9","+1.8","50% (8/16)","14%","Great"
"69","Jalen Nailor",MIN,"at GB","3 out of 5 stars","D-","4.8","+2.0","66% (4/6)","17%","Great"
"70","Josh Downs",IND,"vs. PIT","2 out of 5 stars","D-","4.6","-0.6","28% (4/14)","0%","Bad"
"71","DeMario Douglas",NE,"at SF","3 out of 5 stars","D","4.6","-0.4","46% (6/13)","3%","Bad"
"72","Noah Brown",WAS,"at ARI","4 out of 5 stars","F","4.5","+2.4","58% (7/12)","3%","Bad"
"73","Tyler Johnson",LAR,"at CHI","3 out of 5 stars","F","4.5","+0.1","33% (1/3)","8%","Bad"
"74","Dontayvion Wicks",GB,"vs. MIN","3 out of 5 stars","F","4.3","+0.6","64% (9/14)","4%","Great"
"75","Josh Reynolds",DEN,"at NYJ","2 out of 5 stars","F","4.3","+0.3","50% (8/16)","7%","Bad"
"76","Luke McCaffrey",WAS,"at ARI","4 out of 5 stars","F","4.3","-0.9","33% (1/3)","3%","Bad"
"77","Jonathan Mingo",CAR,"vs. CIN","3 out of 5 stars","F","4.2","-2.1","26% (4/15)","3%","Bad"
"78","Ja'Lynn Polk",NE,"at SF","3 out of 5 stars","F","4.1","-1.6","33% (1/3)","11%","Great"
"79","Elijah Moore",CLE,"at LV","3 out of 5 stars","F","4.1","-0.9","37% (6/16)","7%","Bad"
"80","Joshua Palmer",LAC,"vs. KC","3 out of 5 stars","F","4.1","-0.5","25% (2/8)","12%","Bad"
"81","Darius Slayton",NYG,"vs. DAL","2 out of 5 stars","F","4.0","+0.6","37% (6/16)","4%","Bad"
"82","Jordan Whittington",LAR,"at CHI","3 out of 5 stars","F","3.9","-0.4","33% (1/3)","0%","Bad"
"83","Tyler Boyd",TEN,"at MIA","4 out of 5 stars","F","3.9","-0.3","31% (5/16)","9%","Bad"
"84","Curtis Samuel",BUF,"at BAL","1 out of 5 stars","F","3.8","+0.1","40% (6/15)","4%","Bad"
"85","Johnny Wilson",PHI,"at TB","4 out of 5 stars","F","3.7","-1.2","0% (0/3)","4%","Bad"
"86","Parris Campbell",PHI,"at TB","4 out of 5 stars","F","3.7","-1.1","10% (1/10)","0%","Bad"
"87","Calvin Austin III",PIT,"at IND","4 out of 5 stars","F","3.4","-0.3","18% (3/16)","10%","Great"
"88","Lil'Jordan Humphrey",DEN,"at NYJ","2 out of 5 stars","F","3.2","+1.7","69% (9/13)","1%","Bad"
"89","Mack Hollins",BUF,"at BAL","1 out of 5 stars","F","3.2","0.0","44% (4/9)","5%","Great"
"90","Trey Palmer",TB,"vs. PHI","3 out of 5 stars","F","3.0","-0.5","31% (5/16)","1%","Bad"
"91","Nelson Agholor",BAL,"vs. BUF","3 out of 5 stars","F","2.8","+0.2","43% (7/16)","4%","Bad"
"92","K.J. Osborn",NE,"at SF","3 out of 5 stars","F","2.6","-1.2","26% (4/15)","10%","Bad"
"93","Adonai Mitchell",IND,"vs. PIT","2 out of 5 stars","F","2.6","-5.0","0% (0/3)","4%","Bad"
"94","Tim Patrick",DET,"vs. SEA","3 out of 5 stars","F","2.6","0.0","50% (1/2)","4%","Bad"
"95","Dyami Brown",WAS,"at ARI","4 out of 5 stars","F","2.5","-0.7","18% (3/16)","5%","Bad"
"96","JuJu Smith-Schuster",KC,"at LAC","3 out of 5 stars","F","2.4","-1.1","36% (4/11)","4%","Great"
"97","Justin Watson",KC,"at LAC","3 out of 5 stars","F","2.4","+0.2","40% (6/15)","3%","Bad"
"98","Mason Tipton",NO,"at ATL","3 out of 5 stars","F","2.4","-0.4","50% (1/2)","0%","Bad"
"99","Cedric Tillman",CLE,"at LV","3 out of 5 stars","F","2.3","-0.8","23% (3/13)","0%","Bad"
"100","Brandon Powell",MIN,"at GB","3 out of 5 stars","F","2.3","-0.1","31% (5/16)","3%","Bad"
