"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"1","Brock Bowers",LV,"at TB","3 out of 5 stars","A+","16.7","+2.8","66% (8/12)","15%","Poor"
"2","Trey McBride",ARI,"vs. SEA","4 out of 5 stars","A","14.6","+0.9","50% (7/14)","21%","Bad"
"3","Travis Kelce",KC,"vs. LAC","2 out of 5 stars","A","13.6","-2.8","31% (5/16)","9%","Bad"
"4","George Kittle",SF,"vs. CHI","3 out of 5 stars","A-","14.4","+2.1","71% (10/14)","12%","Great"
"5","David Njoku",CLE,"at PIT","4 out of 5 stars","B+","12.4","+3.9","61% (8/13)","12%","Average"
"6","Jonnu Smith",MIA,"vs. NYJ","3 out of 5 stars","B+","12.4","+2.7","50% (8/16)","9%","Average"
"7","Cade Otton",TB,"vs. LV","4 out of 5 stars","B","11.6","+0.2","43% (7/16)","11%","Poor"
"8","T.J. Hockenson",MIN,"vs. ATL","3 out of 5 stars","B","11.4","-1.4","25% (2/8)","11%","Bad"
"9","Evan Engram",JAC,"at TEN","2 out of 5 stars","B-","10.5","0.0","33% (4/12)","3%","Average"
"10","Sam LaPorta",DET,"vs. GB","4 out of 5 stars","B-","10.1","-0.4","40% (6/15)","11%","Average"
"11","Tucker Kraft",GB,"at DET","3 out of 5 stars","C+","10.1","+2.4","68% (11/16)","8%","Great"
"12","Will Dissly",LAC,"at KC","3 out of 5 stars","C+","9.7","+0.1","43% (7/16)","6%","Bad"
"13","Jake Ferguson",DAL,"vs. CIN","3 out of 5 stars","C","9.7","-2.3","30% (4/13)","6%","Bad"
"14","Pat Freiermuth",PIT,"vs. CLE","3 out of 5 stars","C-","8.1","-0.1","37% (6/16)","6%","Great"
"15","Juwan Johnson",NO,"at NYG","3 out of 5 stars","C-","8.0","+1.2","56% (9/16)","7%","Average"
"16","Kyle Pitts",ATL,"at MIN","3 out of 5 stars","D+","8.0","-0.7","43% (7/16)","8%","Good"
"17","Cole Kmet",CHI,"at SF","3 out of 5 stars","D+","7.9","+0.6","50% (8/16)","8%","Good"
"18","Noah Gray",KC,"vs. LAC","2 out of 5 stars","D","7.7","+2.4","75% (12/16)","4%","Great"
"19","Grant Calcaterra",PHI,"vs. CAR","4 out of 5 stars","D","6.5","+0.4","46% (6/13)","1%","Bad"
"20","Mike Gesicki",CIN,"at DAL","4 out of 5 stars","D","6.6","+0.4","43% (7/16)","6%","Bad"
"21","Chig Okonkwo",TEN,"vs. JAC","4 out of 5 stars","D-","6.3","+0.4","37% (6/16)","8%","Average"
"22","Noah Fant",SEA,"at ARI","2 out of 5 stars","D-","6.1","-0.3","38% (5/13)","4%","Bad"
"23","Tyler Conklin",NYJ,"at MIA","2 out of 5 stars","F","6.0","-0.5","43% (7/16)","10%","Bad"
"24","Foster Moreau",NO,"at NYG","3 out of 5 stars","F","6.0","+0.3","43% (7/16)","7%","Good"
"25","Dawson Knox",BUF,"at LAR","2 out of 5 stars","F","5.4","-0.5","31% (5/16)","4%","Average"
"26","Ja'Tavion Sanders",CAR,"at PHI","2 out of 5 stars","F","5.4","+0.9","63% (7/11)","7%","Bad"
"27","Tommy Tremble",CAR,"at PHI","2 out of 5 stars","F","5.2","-0.1","54% (6/11)","3%","Bad"
"28","Darnell Washington",PIT,"vs. CLE","3 out of 5 stars","F","4.5","+0.5","50% (8/16)","4%","Poor"
"29","Daniel Bellinger",NYG,"vs. NO","3 out of 5 stars","F","4.5","-0.1","35% (5/14)","3%","Bad"
"30","Dalton Kincaid",BUF,"at LAR","2 out of 5 stars","F","4.1","-2.7","28% (4/14)","9%","Poor"
"31","Josh Oliver",MIN,"vs. ATL","3 out of 5 stars","F","4.0","+1.8","57% (8/14)","6%","Great"
"32","Colby Parkinson",LAR,"vs. BUF","3 out of 5 stars","F","3.7","0.0","37% (6/16)","8%","Bad"
"33","Luke Schoonmaker",DAL,"vs. CIN","3 out of 5 stars","F","3.7","+0.3","31% (5/16)","2%","Great"
"34","Jordan Akins",CLE,"at PIT","4 out of 5 stars","F","3.7","+0.5","50% (8/16)","3%","Average"
"35","Michael Mayer",LV,"at TB","3 out of 5 stars","F","3.6","-0.4","12% (1/8)","4%","Bad"
"36","AJ Barner",SEA,"at ARI","2 out of 5 stars","F","3.6","+1.0","41% (5/12)","4%","Great"
"37","Brenton Strange",JAC,"at TEN","2 out of 5 stars","F","3.3","+0.4","40% (6/15)","6%","Average"
