"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"1","Justin Jefferson",MIN,"at LAR","2 out of 5 stars","A+","19.4","+0.1","50% (5/10)","19%","Good"
"2","Ja'Marr Chase",CIN,"vs. PHI","2 out of 5 stars","A+","18.6","-0.1","43% (7/16)","11%","Great"
"3","Amon-Ra St. Brown",DET,"vs. TEN","2 out of 5 stars","A+","18.3","+1.2","60% (9/15)","15%","Good"
"4","Tyreek Hill",MIA,"vs. ARI","5 out of 5 stars","A+","18.0","-2.7","35% (5/14)","12%","Bad"
"5","A.J. Brown",PHI,"at CIN","3 out of 5 stars","A+","17.6","-0.2","41% (5/12)","11%","Great"
"6","Drake London",ATL,"at TB","3 out of 5 stars","A+","16.8","+0.7","46% (7/15)","26%","Average"
"7","CeeDee Lamb",DAL,"at SF","2 out of 5 stars","A+","16.6","+3.3","50% (8/16)","16%","Poor"
"8","Malik Nabers",NYG,"at PIT","3 out of 5 stars","A","16.1","+3.1","60% (3/5)","30%","Poor"
"9","Stefon Diggs",HOU,"vs. IND","4 out of 5 stars","A","15.9","-2.8","37% (6/16)","9%","Great"
"10","Davante Adams",NYJ,"at NE","4 out of 5 stars","A","15.3","-0.7","38% (5/13)","8%","Great"
"11","Cooper Kupp",LAR,"vs. MIN","2 out of 5 stars","A","15.1","-1.9","36% (4/11)","16%","Average"
"12","Jayden Reed",GB,"at JAC","3 out of 5 stars","A","15.0","+4.2","62% (10/16)","9%","Great"
"13","Garrett Wilson",NYJ,"at NE","4 out of 5 stars","A","14.9","-0.9","35% (6/17)","24%","Bad"
"14","Brian Thomas Jr.",JAC,"vs. GB","2 out of 5 stars","A","14.5","+3.7","71% (5/7)","12%","Good"
"15","DJ Moore",CHI,"at WAS","4 out of 5 stars","A","14.4","+0.4","33% (5/15)","13%","Average"
"16","George Pickens",PIT,"vs. NYG","2 out of 5 stars","A","14.3","+0.2","29% (5/17)","19%","Bad"
"17","Jaylen Waddle",MIA,"vs. ARI","5 out of 5 stars","A-","14.0","-1.2","28% (4/14)","5%","Bad"
"18","DeVonta Smith",PHI,"at CIN","3 out of 5 stars","A-","13.9","+1.4","57% (8/14)","8%","Good"
"19","Terry McLaurin",WAS,"vs. CHI","2 out of 5 stars","B+","13.9","+0.2","50% (8/16)","10%","Good"
"20","Amari Cooper",BUF,"at SEA","3 out of 5 stars","B+","13.5","+2.2","43% (7/16)","14%","Great"
"21","Deebo Samuel Sr.",SF,"vs. DAL","3 out of 5 stars","B","13.0","+1.6","57% (8/14)","12%","Poor"
"22","Tank Dell",HOU,"vs. IND","4 out of 5 stars","B+","12.7","-0.6","41% (5/12)","14%","Bad"
"23","Chris Olave",NO,"at LAC","5 out of 5 stars","B","12.6","-1.2","50% (7/14)","8%","Bad"
"24","Marvin Harrison Jr.",ARI,"at MIA","3 out of 5 stars","B","12.6","-3.2","28% (2/7)","19%","Good"
"25","Darnell Mooney",ATL,"at TB","3 out of 5 stars","B","12.5","+0.2","33% (5/15)","22%","Poor"
"26","Romeo Doubs",GB,"at JAC","3 out of 5 stars","B","12.3","+1.0","50% (8/16)","13%","Average"
"27","Jordan Addison",MIN,"at LAR","2 out of 5 stars","B-","12.0","0.0","23% (3/13)","9%","Good"
"28","Tyler Lockett",SEA,"vs. BUF","4 out of 5 stars","B","12.0","-0.8","47% (8/17)","17%","Bad"
"29","Jaxon Smith-Njigba",SEA,"vs. BUF","4 out of 5 stars","B","11.8","-0.1","47% (8/17)","21%","Bad"
"30","Xavier Worthy",KC,"at LV","4 out of 5 stars","C+","11.4","-0.3","50% (3/6)","7%","Great"
"31","Zay Flowers",BAL,"at CLE","3 out of 5 stars","B-","11.3","-0.6","50% (8/16)","9%","Bad"
"32","Jakobi Meyers",LV,"vs. KC","3 out of 5 stars","C+","11.1","+0.4","35% (5/14)","13%","Bad"
"33","Keenan Allen",CHI,"at WAS","4 out of 5 stars","C+","11.0","+0.5","36% (4/11)","10%","Good"
"34","Ladd McConkey",LAC,"vs. NO","3 out of 5 stars","C+","11.0","-1.1","33% (2/6)","10%","Good"
"35","Calvin Ridley",TEN,"at DET","2 out of 5 stars","C+","10.9","-0.3","33% (5/15)","12%","Good"
"36","DeAndre Hopkins",KC,"at LV","4 out of 5 stars","C","10.6","-0.5","31% (5/16)","0%","Great"
"37","Christian Kirk",JAC,"vs. GB","2 out of 5 stars","C","10.5","-2.9","33% (4/12)","11%","Bad"
"38","Michael Pittman Jr.",IND,"at HOU","4 out of 5 stars","C+","10.4","-0.3","53% (8/15)","7%","Average"
"39","Jerry Jeudy",CLE,"vs. BAL","4 out of 5 stars","C","10.1","-1.8","37% (6/16)","11%","Bad"
