"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Dallas Goedert",PHI,"at TB","3 out of 5 stars","A+","7.7","+1.6","38% (5/13)","5%","Bad"
"2","Brock Bowers",LV,"vs. CLE","4 out of 5 stars","A","7.6","+0.6","66% (2/3)","10%","Bad"
"3","Jake Ferguson",DAL,"at NYG","2 out of 5 stars","A-","7.4","+0.4","46% (7/15)","13%","Bad"
"4","George Kittle",SF,"vs. NE","3 out of 5 stars","B+","7.1","+1.7","53% (8/15)","12%","Average"
"5","Travis Kelce",KC,"at LAC","4 out of 5 stars","B+","6.8","-3.4","18% (3/16)","8%","Bad"
"6","Kyle Pitts",ATL,"vs. NO","3 out of 5 stars","B-","6.6","-0.6","37% (6/16)","15%","Average"
"7","Sam LaPorta",DET,"vs. SEA","3 out of 5 stars","B-","6.4","+0.4","37% (6/16)","2%","Bad"
"8","Dalton Kincaid",BUF,"at BAL","2 out of 5 stars","C+","6.2","-1.2","37% (6/16)","9%","Great"
"9","Mark Andrews",BAL,"vs. BUF","3 out of 5 stars","C","5.5","-1.3","36% (4/11)","2%","Bad"
"10","Dalton Schultz",HOU,"vs. JAC","4 out of 5 stars","C","5.4","+0.7","50% (7/14)","3%","Bad"
"11","Pat Freiermuth",PIT,"at IND","2 out of 5 stars","C-","5.1","-1.4","18% (2/11)","3%","Bad"
"12","Cole Kmet",CHI,"vs. LAR","4 out of 5 stars","C-","5.0","+1.8","50% (8/16)","8%","Average"
"13","Zach Ertz",WAS,"at ARI","3 out of 5 stars","D+","4.9","-0.3","57% (4/7)","1%","Bad"
"14","Isaiah Likely",BAL,"vs. BUF","3 out of 5 stars","D+","4.8","+1.9","37% (6/16)","16%","Average"
"15","Mike Gesicki",CIN,"at CAR","3 out of 5 stars","D","4.8","-0.2","43% (7/16)","5%","Bad"
"16","Taysom Hill",NO,"at ATL","4 out of 5 stars","D","4.6","+2.0","50% (7/14)","4%","Bad"
"17","Colby Parkinson",LAR,"at CHI","4 out of 5 stars","D","4.5","-0.2","37% (6/16)","4%","Bad"
"18","Tyler Conklin",NYJ,"vs. DEN","4 out of 5 stars","D","4.4","+0.2","43% (7/16)","13%","Bad"
"19","Hunter Henry",NE,"at SF","2 out of 5 stars","D","4.3","0.0","35% (5/14)","7%","Bad"
"20","Noah Fant",SEA,"at DET","3 out of 5 stars","D-","4.2","-0.9","43% (7/16)","4%","Bad"
"21","Elijah Higgins",ARI,"vs. WAS","4 out of 5 stars","D-","4.2","+1.4","50% (6/12)","8%","Great"
"22","Brenton Strange",JAC,"at HOU","3 out of 5 stars","D-","4.0","+0.4","20% (3/15)","11%","Great"
"23","Tucker Kraft",GB,"vs. MIN","4 out of 5 stars","F","3.9","+1.0","60% (9/15)","4%","Bad"
"24","Cade Otton",TB,"vs. PHI","3 out of 5 stars","F","3.7","-0.2","50% (8/16)","10%","Bad"
"25","Jordan Akins",CLE,"at LV","3 out of 5 stars","F","3.2","-0.2","43% (7/16)","1%","Bad"
"26","Jonnu Smith",MIA,"vs. TEN","3 out of 5 stars","F","3.1","+0.1","37% (6/16)","2%","Bad"
"27","Hayden Hurst",LAC,"vs. KC","2 out of 5 stars","F","3.0","-1.9","11% (1/9)","6%","Bad"
"28","Johnny Mundt",MIN,"at GB","3 out of 5 stars","F","3.0","+0.6","56% (9/16)","8%","Great"
"29","Chig Okonkwo",TEN,"at MIA","4 out of 5 stars","F","2.9","-0.1","31% (5/16)","11%","Great"
"30","Greg Dulcich",DEN,"at NYJ","3 out of 5 stars","F","2.9","-2.5","0% (0/4)","4%","Bad"
"31","Tommy Tremble",CAR,"vs. CIN","3 out of 5 stars","F","2.9","+1.0","57% (8/14)","4%","Bad"
"32","Juwan Johnson",NO,"at ATL","4 out of 5 stars","F","2.6","+0.7","46% (6/13)","22%","Great"
"33","Luke Musgrave",GB,"vs. MIN","4 out of 5 stars","F","2.4","-1.1","20% (2/10)","1%","Bad"
"34","Ja'Tavion Sanders",CAR,"vs. CIN","3 out of 5 stars","F","2.4","-2.1","0% (0/3)","2%","Bad"
"35","Theo Johnson",NYG,"vs. DAL","3 out of 5 stars","F","2.3","-2.7","0% (0/3)","7%","Bad"
"36","Dawson Knox",BUF,"at BAL","2 out of 5 stars","F","2.2","-2.0","18% (2/11)","3%","Bad"
"37","Foster Moreau",NO,"at ATL","4 out of 5 stars","F","2.1","+0.5","46% (7/15)","12%","Good"
"38","Josh Whyle",TEN,"at MIA","4 out of 5 stars","F","2.1","+0.2","45% (5/11)","7%","Bad"
"39","Kylen Granson",IND,"vs. PIT","3 out of 5 stars","F","2.0","-0.6","28% (4/14)","4%","Bad"
"40","Gerald Everett",CHI,"vs. LAR","4 out of 5 stars","F","2.0","-0.3","50% (7/14)","4%","Bad"
"41","Erick All Jr.",CIN,"at CAR","3 out of 5 stars","F","1.9","+0.9","66% (2/3)","1%","Bad"
"42","Will Dissly",LAC,"vs. KC","2 out of 5 stars","F","1.9","-0.7","25% (4/16)","1%","Bad"
"43","Noah Gray",KC,"at LAC","4 out of 5 stars","F","1.8","+0.8","62% (10/16)","4%","Bad"
"44","Austin Hooper",NE,"at SF","2 out of 5 stars","F","1.8","-0.5","43% (7/16)","2%","Bad"
"45","Brock Wright",DET,"vs. SEA","3 out of 5 stars","F","1.7","+0.5","42% (6/14)","7%","Bad"
"46","Harrison Bryant",LV,"vs. CLE","4 out of 5 stars","F","1.7","+0.3","18% (3/16)","3%","Bad"
"47","Grant Calcaterra",PHI,"at TB","3 out of 5 stars","F","1.6","-0.2","33% (2/6)","0%","Bad"
"48","Luke Schoonmaker",DAL,"at NYG","2 out of 5 stars","F","1.4","-0.2","31% (5/16)","4%","Bad"
"49","Jeremy Ruckert",NYJ,"vs. DEN","4 out of 5 stars","F","1.4","-0.1","33% (5/15)","3%","Bad"
"50","Tip Reiman",ARI,"vs. WAS","4 out of 5 stars","F","1.3","-0.5","0% (0/3)","0%","N/A"
"51","Cade Stover",HOU,"vs. JAC","4 out of 5 stars","F","1.3","-1.1","0% (0/2)","0%","Bad"
