"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"1","Jahmyr Gibbs",DET,"at CHI","4 out of 5 stars","A+","21.6","+2.4","62% (10/16)","16%","Good"
"2","Bijan Robinson",ATL,"vs. NYG","4 out of 5 stars","A+","20.6","0.0","50% (8/16)","21%","Good"
"3","Josh Jacobs",GB,"vs. NO","4 out of 5 stars","A+","20.2","+2.7","57% (8/14)","23%","Good"
"4","Saquon Barkley",PHI,"at WAS","4 out of 5 stars","A","19.3","+3.2","50% (8/16)","22%","Good"
"5","Chase Brown",CIN,"vs. CLE","4 out of 5 stars","A","18.9","+2.6","62% (10/16)","15%","Average"
"6","James Conner",ARI,"at CAR","4 out of 5 stars","A","18.4","+2.1","68% (11/16)","27%","Poor"
"7","De'Von Achane",MIA,"vs. SF","4 out of 5 stars","A","18.3","-0.2","50% (8/16)","23%","Average"
"8","Chuba Hubbard",CAR,"vs. ARI","3 out of 5 stars","A","18.2","+0.7","43% (7/16)","25%","Poor"
"9","Kyren Williams",LAR,"at NYJ","2 out of 5 stars","A-","16.1","+0.4","43% (7/16)","25%","Average"
"10","Rico Dowdle",DAL,"vs. TB","2 out of 5 stars","A-","15.9","+0.3","40% (6/15)","11%","Average"
"11","Derrick Henry",BAL,"vs. PIT","3 out of 5 stars","A-","15.5","+2.0","50% (8/16)","24%","Great"
"12","James Cook",BUF,"vs. NE","4 out of 5 stars","A-","15.4","+0.2","53% (8/15)","16%","Great"
"13","Joe Mixon",HOU,"at KC","2 out of 5 stars","B+","14.6","+1.8","53% (7/13)","27%","Good"
"14","Bucky Irving",TB,"at DAL","4 out of 5 stars","B+","14.5","+2.5","71% (10/14)","14%","Poor"
"15","Aaron Jones Sr.",MIN,"at SEA","3 out of 5 stars","B+","14.5","-0.2","56% (9/16)","24%","Bad"
"16","Jonathan Taylor",IND,"vs. TEN","3 out of 5 stars","B","14.3","-1.7","38% (5/13)","23%","Poor"
"17","Breece Hall",NYJ,"vs. LAR","3 out of 5 stars","B","14.0","+0.2","40% (6/15)","15%","Good"
"18","Brian Robinson Jr.",WAS,"vs. PHI","2 out of 5 stars","B","13.7","+0.5","58% (7/12)","17%","Average"
"19","Tony Pollard",TEN,"at IND","3 out of 5 stars","B","13.4","-2.0","37% (6/16)","16%","Average"
"20","D'Andre Swift",CHI,"vs. DET","3 out of 5 stars","B","13.3","-0.9","37% (6/16)","14%","Average"
"21","Jerome Ford",CLE,"at CIN","4 out of 5 stars","B","13.1","0.0","42% (6/14)","4%","Good"
"22","Rachaad White",TB,"at DAL","4 out of 5 stars","B","12.6","+0.9","53% (8/15)","14%","Good"
"23","Kenneth Walker III",SEA,"vs. MIN","2 out of 5 stars","B-","12.5","+0.1","41% (5/12)","24%","Average"
"24","Kendre Miller",NO,"at GB","2 out of 5 stars","B-","12.4","+0.8","40% (2/5)","2%","Great"
"25","Tyrone Tracy Jr.",NYG,"at ATL","3 out of 5 stars","C+","12.4","+0.1","50% (7/14)","13%","Good"
"26","Travis Etienne Jr.",JAC,"at LV","4 out of 5 stars","C+","12.3","-2.9","21% (3/14)","9%","Bad"
"27","Alexander Mattison",LV,"vs. JAC","4 out of 5 stars","C+","12.0","-0.5","30% (4/13)","14%","Poor"
"28","Rhamondre Stevenson",NE,"at BUF","4 out of 5 stars","C+","11.7","-0.4","38% (5/13)","24%","Poor"
"29","Patrick Taylor Jr.",SF,"at MIA","4 out of 5 stars","C","11.6","-0.1","22% (2/9)","6%","Great"
"30","Isiah Pacheco",KC,"vs. HOU","2 out of 5 stars","C","10.9","-0.7","28% (2/7)","11%","Bad"
"31","Javonte Williams",DEN,"at LAC","1 out of 5 stars","C","10.0","-2.0","18% (3/16)","15%","Bad"
"32","Jaylen Warren",PIT,"at BAL","3 out of 5 stars","C","9.6","-1.2","28% (4/14)","8%","Bad"
"33","Tyjae Spears",TEN,"at IND","3 out of 5 stars","C","9.2","-0.6","41% (5/12)","8%","Great"
"34","Najee Harris",PIT,"at BAL","3 out of 5 stars","C","8.8","+0.5","50% (8/16)","17%","Poor"
"35","Ameer Abdullah",LV,"vs. JAC","4 out of 5 stars","C-","8.6","+0.7","50% (8/16)","9%","Good"
"36","Tank Bigsby",JAC,"at LV","4 out of 5 stars","C","8.1","+0.9","40% (6/15)","10%","Good"
"37","Gus Edwards",LAC,"vs. DEN","2 out of 5 stars","C-","7.7","-1.8","41% (5/12)","10%","Good"
"38","Zach Charbonnet",SEA,"vs. MIN","2 out of 5 stars","C-","7.6","+1.3","50% (8/16)","12%","Great"
"39","Kimani Vidal",LAC,"vs. DEN","2 out of 5 stars","C-","7.3","-1.2","14% (1/7)","3%","Great"
"40","Justice Hill",BAL,"vs. PIT","3 out of 5 stars","D+","7.0","+2.7","62% (10/16)","7%","Good"
"41","Tyler Allgeier",ATL,"vs. NYG","4 out of 5 stars","D+","7.0","+1.1","43% (7/16)","13%","Poor"
"42","Ray Davis",BUF,"vs. NE","4 out of 5 stars","D","6.9","+2.0","50% (7/14)","6%","Great"
"43","Kareem Hunt",KC,"vs. HOU","2 out of 5 stars","D","6.3","+0.3","53% (7/13)","17%","Bad"
"44","Audric Estime",DEN,"at LAC","1 out of 5 stars","D","6.1","-1.2","30% (3/10)","3%","Average"
"45","Antonio Gibson",NE,"at BUF","4 out of 5 stars","D","6.1","-0.8","37% (6/16)","5%","Bad"
"46","Devin Singletary",NYG,"at ATL","3 out of 5 stars","D-","5.9","-1.3","35% (5/14)","10%","Great"
"47","Raheem Mostert",MIA,"vs. SF","4 out of 5 stars","D-","5.5","-1.2","36% (4/11)","8%","Poor"
"48","Kenneth Gainwell",PHI,"at WAS","4 out of 5 stars","F","5.5","+0.6","56% (9/16)","6%","Bad"
"49","Isaiah Davis",NYJ,"vs. LAR","3 out of 5 stars","F","5.4","+1.1","50% (3/6)","6%","Great"
"50","Cam Akers",MIN,"at SEA","3 out of 5 stars","F","5.4","+0.5","42% (6/14)","6%","Great"
"51","Craig Reynolds",DET,"at CHI","4 out of 5 stars","F","5.2","0.0","30% (3/10)","0%","Bad"
"52","Ty Johnson",BUF,"vs. NE","4 out of 5 stars","F","4.8","+2.7","66% (10/15)","7%","Average"
"53","Jeremy McNichols",WAS,"vs. PHI","2 out of 5 stars","F","4.7","+1.3","50% (6/12)","4%","Great"
"54","Blake Corum",LAR,"at NYJ","2 out of 5 stars","F","4.6","-1.0","35% (5/14)","5%","Bad"
"55","DeeJay Dallas",ARI,"at CAR","4 out of 5 stars","F","4.6","+0.3","8% (1/12)","1%","Bad"
"56","Roschon Johnson",CHI,"vs. DET","3 out of 5 stars","F","4.5","+1.1","50% (7/14)","19%","Good"
"57","Jamaal Williams",NO,"at GB","2 out of 5 stars","F","4.3","-1.4","15% (2/13)","2%","Good"
"58","D'Onta Foreman",CLE,"at CIN","4 out of 5 stars","F","4.2","-1.5","50% (4/8)","8%","Bad"
"59","Braelon Allen",NYJ,"vs. LAR","3 out of 5 stars","F","4.1","-1.1","21% (3/14)","4%","Great"
"60","Chris Brooks",GB,"vs. NO","4 out of 5 stars","F","4.0","+0.3","44% (4/9)","3%","Bad"
"61","Emanuel Wilson",GB,"vs. NO","4 out of 5 stars","F","4.0","-0.1","35% (5/14)","4%","Good"
"62","Ke'Shawn Vaughn",SF,"at MIA","4 out of 5 stars","F","3.8","-","-","1%","Bad"
"63","Cordarrelle Patterson",PIT,"at BAL","3 out of 5 stars","F","3.8","-0.6","25% (3/12)","2%","Bad"
"64","Samaje Perine",KC,"vs. HOU","2 out of 5 stars","F","3.6","-0.3","37% (6/16)","2%","Good"
"65","Kyle Juszczyk",SF,"at MIA","4 out of 5 stars","F","3.2","-0.1","37% (6/16)","3%","Average"
"66","Sean Tucker",TB,"at DAL","4 out of 5 stars","F","3.0","+2.1","38% (5/13)","5%","Great"
"67","Pierre Strong Jr.",CLE,"at CIN","4 out of 5 stars","F","2.8","-0.7","28% (4/14)","1%","Bad"
"68","Ezekiel Elliott",DAL,"vs. TB","2 out of 5 stars","F","2.7","-1.7","26% (4/15)","6%","Average"
"69","Dare Ogunbowale",HOU,"at KC","2 out of 5 stars","F","2.6","-0.2","25% (4/16)","6%","Bad"
"70","Israel Abanikanda",SF,"at MIA","4 out of 5 stars","F","2.5","+0.6","50% (1/2)","0%","N/A"
"71","Khalil Herbert",CIN,"vs. CLE","4 out of 5 stars","F","2.3","0.0","23% (3/13)","0%","N/A"
"72","Jaylen Wright",MIA,"vs. SF","4 out of 5 stars","F","2.2","-0.9","30% (4/13)","2%","Bad"
"73","Alec Ingold",MIA,"vs. SF","4 out of 5 stars","F","2.1","+0.7","57% (8/14)","2%","Great"
"74","Chris Rodriguez Jr.",WAS,"vs. PHI","2 out of 5 stars","F","2.0","+4.1","50% (3/6)","6%","Average"
"75","Trey Sermon",IND,"vs. TEN","3 out of 5 stars","F","1.9","-0.7","37% (6/16)","11%","Bad"
"76","Mike Boone",CAR,"vs. ARI","3 out of 5 stars","F","1.7","-1.4","0% (0/2)","0%","Bad"
"77","Hunter Luepke",DAL,"vs. TB","2 out of 5 stars","F","1.7","0.0","40% (6/15)","1%","Bad"
"78","Dameon Pierce",HOU,"at KC","2 out of 5 stars","F","1.6","-0.1","20% (2/10)","1%","Great"
"79","Julius Chestnut",TEN,"at IND","3 out of 5 stars","F","1.6","-1.1","0% (0/10)","5%","Bad"
"80","C.J. Ham",MIN,"at SEA","3 out of 5 stars","F","1.4","+0.1","14% (2/14)","5%","Great"
"81","Jordan Mims",NO,"at GB","2 out of 5 stars","F","1.3","-0.5","33% (2/6)","2%","Bad"
"82","Raheem Blackshear",CAR,"vs. ARI","3 out of 5 stars","F","1.2","-0.1","14% (1/7)","0%","N/A"
"83","Michael Carter",ARI,"at CAR","4 out of 5 stars","F","1.1","+4.9","50% (1/2)","0%","N/A"
"84","Will Shipley",PHI,"at WAS","4 out of 5 stars","F","0.7","-0.1","11% (1/9)","1%","Bad"
