"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"1","Christian McCaffrey",SF,"vs. SEA","4 out of 5 stars","A+","21.7","+0.9","50% (4/8)","7%","Bad"
"2","Joe Mixon",HOU,"at DAL","4 out of 5 stars","A+","21.6","+3.4","57% (8/14)","26%","Good"
"3","Saquon Barkley",PHI,"vs. WAS","4 out of 5 stars","A","19.6","+1.7","46% (7/15)","23%","Good"
"4","Alvin Kamara",NO,"vs. CLE","4 out of 5 stars","A","18.3","+0.3","37% (6/16)","19%","Average"
"5","De'Von Achane",MIA,"vs. LV","4 out of 5 stars","A","18.3","-0.6","40% (6/15)","19%","Average"
"6","Bijan Robinson",ATL,"at DEN","2 out of 5 stars","A","18.3","+0.1","50% (8/16)","18%","Great"
"7","Kyren Williams",LAR,"at NE","4 out of 5 stars","A","17.9","+2.4","53% (8/15)","29%","Average"
"8","Jahmyr Gibbs",DET,"vs. JAC","3 out of 5 stars","A","17.7","+1.7","56% (9/16)","16%","Good"
"9","Breece Hall",NYJ,"vs. IND","3 out of 5 stars","A","17.6","-0.5","41% (7/17)","16%","Poor"
"10","Derrick Henry",BAL,"at PIT","3 out of 5 stars","A-","17.0","+3.6","64% (11/17)","30%","Great"
"11","Chase Brown",CIN,"at LAC","2 out of 5 stars","A-","17.0","+3.0","60% (9/15)","12%","Good"
"12","Jonathan Taylor",IND,"at NYJ","3 out of 5 stars","B+","16.7","+0.5","50% (5/10)","24%","Average"
"13","Josh Jacobs",GB,"at CHI","4 out of 5 stars","B+","15.5","-0.8","33% (4/12)","18%","Poor"
"14","Aaron Jones",MIN,"at TEN","3 out of 5 stars","B+","15.4","-1.2","46% (6/13)","23%","Bad"
"15","Kenneth Walker III",SEA,"at SF","4 out of 5 stars","B","15.4","+0.8","50% (6/12)","25%","Good"
"16","David Montgomery",DET,"vs. JAC","3 out of 5 stars","B","15.4","+1.6","62% (10/16)","19%","Good"
"17","Kareem Hunt",KC,"at BUF","4 out of 5 stars","B","15.3","+1.0","53% (7/13)","20%","Poor"
"18","J.K. Dobbins",LAC,"vs. CIN","3 out of 5 stars","B","14.7","+1.2","44% (4/9)","15%","Great"
"19","James Cook",BUF,"vs. KC","1 out of 5 stars","B","14.6","+2.6","60% (9/15)","18%","Great"
"20","Rhamondre Stevenson",NE,"vs. LAR","3 out of 5 stars","B","14.3","+0.4","54% (6/11)","29%","Average"
"21","D'Andre Swift",CHI,"vs. GB","3 out of 5 stars","B","13.7","-0.9","37% (6/16)","18%","Average"
