"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. DIFF ","% OVER ","OPPORTUNITY ","EFFICIENCY "
"1","Ja'Marr Chase",CIN,"at PIT","2 out of 5 stars","A+","21.6","+4.1","56% (9/16)","17%","Average"
"2","Justin Jefferson",MIN,"at DET","2 out of 5 stars","A+","21.4","+0.7","50% (8/16)","16%","Average"
"3","Amon-Ra St. Brown",DET,"vs. MIN","3 out of 5 stars","A+","19.0","+1.0","62% (10/16)","14%","Average"
"4","Mike Evans",TB,"vs. NO","2 out of 5 stars","A+","18.7","+1.5","46% (6/13)","12%","Good"
"5","Brian Thomas Jr.",JAC,"at IND","4 out of 5 stars","A+","18.3","+3.7","75% (12/16)","14%","Good"
"6","Tee Higgins",CIN,"at PIT","2 out of 5 stars","A+","17.4","+4.0","63% (7/11)","16%","Average"
"7","Malik Nabers",NYG,"at PHI","2 out of 5 stars","A","16.2","+1.8","42% (6/14)","28%","Bad"
"8","Courtland Sutton",DEN,"vs. KC","3 out of 5 stars","A","15.8","+1.1","62% (10/16)","19%","Average"
"9","Terry McLaurin",WAS,"at DAL","3 out of 5 stars","A","15.6","+1.8","75% (12/16)","12%","Good"
"10","Ladd McConkey",LAC,"at LV","3 out of 5 stars","A","15.6","+2.0","53% (8/15)","8%","Great"
"11","Drake London",ATL,"vs. CAR","4 out of 5 stars","A","15.4","-0.3","56% (9/16)","25%","Poor"
"12","Jaxon Smith-Njigba",SEA,"at LAR","3 out of 5 stars","A","15.3","+1.6","50% (8/16)","18%","Poor"
"13","Jordan Addison",MIN,"at DET","2 out of 5 stars","A","15.0","+3.5","50% (7/14)","17%","Good"
"14","Zay Flowers",BAL,"vs. CLE","4 out of 5 stars","A","15.0","-1.4","37% (6/16)","11%","Poor"
"15","Davante Adams",NYJ,"vs. MIA","3 out of 5 stars","A-","14.9","+1.3","46% (6/13)","25%","Average"
"16","George Pickens",PIT,"vs. CIN","3 out of 5 stars","A-","14.0","-1.2","30% (4/13)","18%","Bad"
"17","Tyreek Hill",MIA,"at NYJ","3 out of 5 stars","A-","13.9","-2.1","31% (5/16)","16%","Poor"
"18","Adam Thielen",CAR,"at ATL","4 out of 5 stars","A-","13.6","+3.3","55% (5/9)","10%","Great"
"19","Jameson Williams",DET,"vs. MIN","3 out of 5 stars","A-","13.5","+2.6","60% (9/15)","9%","Average"
"20","DJ Moore",CHI,"at GB","3 out of 5 stars","A-","13.5","-0.2","31% (5/16)","14%","Poor"
"21","Jakobi Meyers",LV,"vs. LAC","3 out of 5 stars","B+","13.4","+1.1","50% (7/14)","13%","Bad"
"22","Garrett Wilson",NYJ,"vs. MIA","3 out of 5 stars","B+","12.7","+0.1","43% (7/16)","17%","Poor"
"23","DK Metcalf",SEA,"at LAR","3 out of 5 stars","B+","12.6","-1.7","28% (4/14)","14%","Bad"
"24","Josh Downs",IND,"vs. JAC","3 out of 5 stars","B","12.4","+1.2","46% (6/13)","10%","Average"
"25","Jauan Jennings",SF,"at ARI","4 out of 5 stars","B","12.4","+2.4","42% (6/14)","10%","Average"
"26","Keenan Allen",CHI,"at GB","3 out of 5 stars","B-","12.4","+1.4","35% (5/14)","19%","Average"
"27","Deebo Samuel Sr.",SF,"at ARI","4 out of 5 stars","B-","12.3","-3.9","20% (3/15)","9%","Poor"
"28","Calvin Ridley",TEN,"vs. HOU","3 out of 5 stars","B","12.2","-0.4","37% (6/16)","19%","Poor"
"29","Jalen McMillan",TB,"vs. NO","2 out of 5 stars","B-","12.1","+1.6","46% (6/13)","7%","Great"
"30","Michael Pittman Jr.",IND,"vs. JAC","3 out of 5 stars","B","11.9","-1.5","40% (6/15)","7%","Poor"
"31","Marvin Harrison Jr.",ARI,"vs. SF","3 out of 5 stars","B-","11.5","-1.6","37% (6/16)","15%","Average"
"32","Jerry Jeudy",CLE,"at BAL","3 out of 5 stars","C+","11.4","+2.5","68% (11/16)","11%","Poor"
"33","Nico Collins",HOU,"at TEN","3 out of 5 stars","C+","10.8","+0.9","63% (7/11)","20%","Average"
"34","Jayden Reed",GB,"vs. CHI","3 out of 5 stars","C+","10.8","-0.3","37% (6/16)","7%","Good"
"35","Darnell Mooney",ATL,"vs. CAR","4 out of 5 stars","C+","10.7","+0.6","50% (8/16)","14%","Poor"
"36","Romeo Doubs",GB,"vs. CHI","3 out of 5 stars","C+","10.6","+0.4","38% (5/13)","9%","Average"
"37","Wan'Dale Robinson",NYG,"at PHI","2 out of 5 stars","C","10.5","-0.3","43% (7/16)","13%","Bad"
"38","Quentin Johnston",LAC,"at LV","3 out of 5 stars","C","10.4","+0.5","50% (7/14)","13%","Good"
"39","Marvin Mims Jr.",DEN,"vs. KC","3 out of 5 stars","C","9.8","+2.0","50% (8/16)","5%","Great"
"40","Rashod Bateman",BAL,"vs. CLE","4 out of 5 stars","C","9.8","+1.7","50% (8/16)","9%","Great"
"41","Jalen Coker",CAR,"at ATL","4 out of 5 stars","C","9.7","+1.9","44% (4/9)","9%","Poor"
"42","Rome Odunze",CHI,"at GB","3 out of 5 stars","C","9.6","-0.9","25% (4/16)","17%","Bad"
"43","Olamide Zaccheaus",WAS,"at DAL","3 out of 5 stars","C","9.6","+1.2","31% (5/16)","4%","Good"
"44","DeMario Douglas",NE,"vs. BUF","4 out of 5 stars","C","9.5","-0.6","37% (6/16)","7%","Average"
"45","Nick Westbrook-Ikhine",TEN,"vs. HOU","3 out of 5 stars","C","8.9","+2.5","50% (7/14)","16%","Great"
"46","Brandin Cooks",DAL,"vs. WAS","3 out of 5 stars","C","8.8","-1.0","18% (2/11)","14%","Poor"
"47","Alec Pierce",IND,"vs. JAC","3 out of 5 stars","C-","8.7","+3.1","53% (8/15)","9%","Good"
"48","Dontayvion Wicks",GB,"vs. CHI","3 out of 5 stars","C-","8.7","-1.1","25% (4/16)","9%","Average"
"49","Calvin Austin III",PIT,"vs. CIN","3 out of 5 stars","C-","8.5","+1.6","43% (7/16)","6%","Good"
"50","Jalen Nailor",MIN,"at DET","2 out of 5 stars","C-","8.2","+0.9","43% (7/16)","8%","Great"
"51","Andrei Iosivas",CIN,"at PIT","2 out of 5 stars","C-","8.2","+0.5","50% (8/16)","5%","Good"
"52","Khalil Shakir",BUF,"at NE","4 out of 5 stars","D+","8.0","-0.2","53% (8/15)","8%","Average"
"53","Ricky Pearsall",SF,"at ARI","4 out of 5 stars","D","7.9","+1.0","40% (4/10)","7%","Poor"
"54","Keon Coleman",BUF,"at NE","4 out of 5 stars","F","7.9","-0.6","46% (6/13)","13%","Poor"
"55","Parker Washington",JAC,"at IND","4 out of 5 stars","D","7.9","+0.7","40% (6/15)","8%","Poor"
"56","Jalen Tolbert",DAL,"vs. WAS","3 out of 5 stars","D-","7.9","+1.4","56% (9/16)","13%","Average"
"57","Kayshon Boutte",NE,"vs. BUF","4 out of 5 stars","F","7.8","+1.2","53% (8/15)","8%","Bad"
"58","Tutu Atwell",LAR,"vs. SEA","3 out of 5 stars","D","7.8","0.0","43% (7/16)","3%","Bad"
