"RK","PLAYER NAME",TEAM,"OPP","MATCHUP ","START/SIT","PROJ. FPTS","AVG. POINTS ","% GAMES ","OPPORTUNITY ","EFFICIENCY "
"1","Jordan Mason",SF,"vs. ARI","2 out of 5 stars","A+","19.3","+1.6","46% (6/13)","28%","Poor"
"2","Kyren Williams",LAR,"vs. GB","3 out of 5 stars","A+","18.8","+4.0","58% (7/12)","45%","Average"
"3","Alvin Kamara",NO,"at KC","1 out of 5 stars","A+","17.6","+2.1","50% (8/16)","27%","Great"
"4","Derrick Henry",BAL,"at CIN","4 out of 5 stars","A","17.5","+2.1","62% (10/16)","46%","Great"
"5","Aaron Jones",MIN,"vs. NYJ","3 out of 5 stars","A","16.8","-0.9","50% (6/12)","38%","Bad"
"6","Kenneth Walker III",SEA,"vs. NYG","3 out of 5 stars","A","16.8","+0.2","50% (6/12)","28%","Great"
"7","Bijan Robinson",ATL,"vs. TB","3 out of 5 stars","A","16.7","-3.4","25% (4/16)","17%","Bad"
"8","Breece Hall",NYJ,"at MIN","2 out of 5 stars","A","15.4","+1.3","50% (8/16)","28%","Good"
"9","James Cook",BUF,"at HOU","2 out of 5 stars","A-","15.3","+0.9","43% (7/16)","20%","Great"
"10","Josh Jacobs",GB,"at LAR","3 out of 5 stars","A-","15.2","-2.7","30% (4/13)","24%","Bad"
"11","Chuba Hubbard",CAR,"at CHI","3 out of 5 stars","A-","15.0","+1.4","31% (5/16)","22%","Poor"
"12","Travis Etienne Jr.",JAC,"vs. IND","3 out of 5 stars","B+","14.8","+0.5","50% (8/16)","23%","Poor"
"13","Najee Harris",PIT,"vs. DAL","4 out of 5 stars","B+","14.1","+0.5","43% (7/16)","19%","Bad"
"14","D'Andre Swift",CHI,"vs. CAR","4 out of 5 stars","B+","13.7","-2.0","18% (3/16)","6%","Good"
"15","Brian Robinson Jr.",WAS,"vs. CLE","4 out of 5 stars","B","13.4","+1.1","50% (7/14)","27%","Average"
"16","James Conner",ARI,"at SF","4 out of 5 stars","B","13.3","+1.7","58% (7/12)","25%","Great"
"17","De'Von Achane",MIA,"at NE","3 out of 5 stars","B","13.2","-0.1","45% (5/11)","29%","Bad"
"18","Jerome Ford",CLE,"at WAS","4 out of 5 stars","B","12.9","+0.5","43% (7/16)","10%","Average"
"19","Kareem Hunt",KC,"vs. NO","4 out of 5 stars","B","12.6","+1.8","69% (9/13)","7%","Bad"
"20","Javonte Williams",DEN,"vs. LV","3 out of 5 stars","B","12.3","-1.5","26% (4/15)","19%","Bad"
"21","Antonio Gibson",NE,"vs. MIA","4 out of 5 stars","B-","12.0","+1.0","60% (9/15)","7%","Bad"
"22","Zack Moss",CIN,"vs. BAL","3 out of 5 stars","B-","12.0","+1.1","50% (7/14)","17%","Average"
"23","Trey Sermon",IND,"at JAC","4 out of 5 stars","B-","11.9","-0.3","23% (3/13)","7%","Great"
"24","Rachaad White",TB,"at ATL","3 out of 5 stars","C+","11.5","+0.5","56% (9/16)","15%","Bad"
"25","Alexander Mattison",LV,"at DEN","2 out of 5 stars","C+","11.0","-1.1","26% (4/15)","15%","Great"
"26","Tyrone Tracy Jr.",NYG,"at SEA","3 out of 5 stars","C+","10.7","-1.6","25% (1/4)","3%","Bad"
"27","Bucky Irving",TB,"at ATL","3 out of 5 stars","C+","10.4","+1.6","75% (3/4)","14%","Bad"
"28","Rhamondre Stevenson",NE,"vs. MIA","4 out of 5 stars","C+","10.3","-1.2","50% (6/12)","41%","Poor"
"29","Chase Brown",CIN,"vs. BAL","3 out of 5 stars","C","10.0","+2.3","54% (6/11)","9%","Average"
"30","Cam Akers",HOU,"vs. BUF","4 out of 5 stars","C","9.4","-1.2","37% (3/8)","8%","Good"
"31","Rico Dowdle",DAL,"at PIT","2 out of 5 stars","C","8.2","-0.4","26% (4/15)","7%","Great"
"32","Austin Ekeler",WAS,"vs. CLE","4 out of 5 stars","C","8.0","-3.3","40% (6/15)","5%","Great"
"33","Tyler Allgeier",ATL,"vs. TB","3 out of 5 stars","C","8.0","+0.4","37% (6/16)","6%","Bad"
"34","Justice Hill",BAL,"at CIN","4 out of 5 stars","C-","7.7","+1.7","50% (8/16)","13%","Poor"
"35","Roschon Johnson",CHI,"vs. CAR","4 out of 5 stars","C-","7.4","-0.3","35% (5/14)","15%","Average"
"36","Braelon Allen",NYJ,"at MIN","2 out of 5 stars","C-","7.3","+3.0","50% (2/4)","5%","Great"
"37","Jaleel McLaughlin",DEN,"vs. LV","3 out of 5 stars","C-","7.3","-1.0","25% (4/16)","15%","Poor"
"38","Emanuel Wilson",GB,"at LAR","3 out of 5 stars","C-","7.1","+1.8","50% (5/10)","4%","Great"
"39","Zach Charbonnet",SEA,"vs. NYG","3 out of 5 stars","D+","7.0","+0.6","60% (9/15)","13%","Great"
"40","Samaje Perine",KC,"vs. NO","4 out of 5 stars","D+","7.0","-0.3","43% (7/16)","4%","Great"
"41","Tyler Goodson",IND,"at JAC","4 out of 5 stars","D","6.7","+0.3","28% (2/7)","0%","N/A"
"42","Tank Bigsby",JAC,"vs. IND","3 out of 5 stars","D","6.6","-0.8","18% (3/16)","11%","Bad"
"43","Miles Sanders",CAR,"at CHI","3 out of 5 stars","D","6.0","-2.5","26% (4/15)","5%","Great"
"44","Dare Ogunbowale",HOU,"vs. BUF","4 out of 5 stars","D","6.0","+0.5","40% (4/10)","5%","Great"
"45","Ty Chandler",MIN,"vs. NYJ","3 out of 5 stars","D","5.6","+0.1","37% (6/16)","4%","Bad"
"46","Ezekiel Elliott",DAL,"at PIT","2 out of 5 stars","D-","5.6","-0.1","46% (7/15)","10%","Average"
"47","Raheem Mostert",MIA,"at NE","3 out of 5 stars","D-","5.4","+1.1","50% (6/12)","2%","Bad"
"48","D'Onta Foreman",CLE,"at WAS","4 out of 5 stars","F","5.3","0.0","50% (6/12)","17%","Bad"
"49","Eric Gray",NYG,"at SEA","3 out of 5 stars","F","5.0","-0.6","25% (2/8)","2%","Bad"
"50","Ray Davis",BUF,"at HOU","2 out of 5 stars","F","4.9","-0.1","50% (2/4)","7%","Great"
