Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
1,Justin Jefferson*,MIN,23,WR,17,17,184,128,1809,8,80,1185,9.3,624,4.9,10.1,6,21.3,5,2.7,5,104.2
2,Tyreek Hill*,MIA,28,WR,17,17,170,119,1710,7,77,1228,10.3,482,4.1,12.4,5,23.8,8,4.7,6,101.3
3,Travis Kelce*,KAN,33,TE,17,17,152,110,1338,12,78,690,6.3,648,5.9,7.1,13,8.5,8,5.3,3,117.2
4,Stefon Diggs*,BUF,29,WR,16,16,154,108,1429,11,74,1010,9.4,419,3.9,11.2,2,54,8,5.2,1,120.3
5,Austin Ekeler,LAC,27,RB,17,17,127,107,722,5,36,-121,-1.1,843,7.9,-0.8,11,9.7,9,7.1,0,103.5
6,CeeDee Lamb*,DAL,23,WR,17,17,156,107,1359,9,67,873,8.2,486,4.5,10.1,10,10.7,6,3.8,4,104.1
7,Amon-Ra St. Brown,DET,23,WR,16,16,146,106,1161,6,68,645,6.1,516,4.9,6.3,7,15.1,4,2.7,1,106.6
8,Chris Godwin,TAM,26,WR,15,13,142,104,1023,3,53,496,4.8,527,5.1,5.7,4,26,3,2.1,1,97.2
9,Davante Adams*,LVR,30,WR,17,17,180,100,1516,14,65,1023,10.2,493,4.9,11.8,9,11.1,7,3.9,6,95.5
10,Michael Pittman Jr.,IND,25,WR,16,16,141,99,925,4,51,568,5.7,357,3.6,6.9,4,24.8,6,4.3,3,88.5
11,DeVonta Smith,PHI,24,WR,17,17,136,95,1196,7,57,706,7.4,490,5.2,9.6,5,19,8,5.9,1,111
12,D.K. Metcalf,SEA,25,WR,17,17,141,90,1048,6,47,831,9.2,217,2.4,11.2,1,90,7,5,4,88.6
13,A.J. Brown*,PHI,25,WR,17,16,145,88,1496,11,59,948,10.8,548,6.2,12.1,7,12.6,5,3.4,3,112.3
14,Ja'Marr Chase*,CIN,22,WR,12,12,134,87,1046,9,58,608,7,438,5,9,10,8.7,11,8.2,4,98.7
15,T.J. Hockenson*,2TM,25,TE,17,14,129,86,914,6,44,511,5.9,403,4.7,7.6,7,12.3,7,5.4,4,89.7
16,Diontae Johnson,PIT,26,WR,17,17,147,86,882,0,45,647,7.5,235,2.7,10.2,8,10.8,7,4.8,6,58.8
17,Christian McCaffrey,2TM,26,RB,17,16,108,85,741,5,36,46,0.5,695,8.2,1.2,8,10.6,5,4.6,1,106.8
18,Christian Kirk,JAX,26,WR,17,17,133,84,1108,8,55,737,8.8,371,4.4,8.7,5,16.8,7,5.3,4,96.9
19,Tyler Lockett,SEA,30,WR,16,16,117,84,1033,9,50,759,9,274,3.3,10.6,1,84,2,1.7,5,106.5
20,Garrett Wilson,NYJ,22,WR,17,12,147,83,1103,4,56,719,8.7,384,4.6,10.5,10,8.3,5,3.4,1,86.6
21,Zay Jones,JAX,27,WR,16,15,121,82,823,5,44,541,6.6,282,3.4,8.6,2,41,13,10.7,2,93.8
22,Brandon Aiyuk,SFO,24,WR,17,17,114,78,1015,8,47,627,8,388,5,9.9,3,26,7,6.1,1,115.9
23,Amari Cooper,CLE,28,WR,17,17,132,78,1160,9,61,835,10.7,325,4.2,12.1,4,19.5,12,9.1,3,101.2
24,JuJu Smith-Schuster,KAN,26,WR,16,14,101,78,933,3,47,468,6,465,6,7.3,3,26,6,5.9,3,102.5
25,Mike Evans,TAM,29,WR,15,15,127,77,1124,6,53,908,11.8,216,2.8,13,2,38.5,4,3.1,6,85.5
26,Terry McLaurin*,WAS,27,WR,17,17,120,77,1191,5,56,797,10.4,394,5.1,12.8,7,11,3,2.5,2,103.9
27,Cooper Kupp,LAR,29,WR,9,9,98,75,812,6,42,390,5.2,422,5.6,7.2,3,25,2,2,4,103.8
28,Jaylen Waddle,MIA,24,WR,17,17,117,75,1356,8,60,852,11.4,504,6.7,11.9,4,18.8,7,6,2,119.5
29,Tee Higgins,CIN,23,WR,16,14,109,74,1029,7,47,743,10,286,3.9,10.9,2,37,8,7.3,1,115.6
30,Mark Andrews*,BAL,27,TE,15,15,113,73,847,5,48,604,8.3,243,3.3,9.8,1,73,8,7.1,3,90.8
31,Evan Engram,JAX,28,TE,17,14,98,73,766,4,33,301,4.1,465,6.4,6.3,5,14.6,5,5.1,0,110.3
32,Leonard Fournette,TAM,27,RB,16,9,83,73,523,3,26,-40,-0.5,563,7.7,-0.6,13,5.6,4,4.8,0,105
33,Tyler Higbee,LAR,29,TE,17,17,108,72,620,3,32,216,3,404,5.6,3,3,24,7,6.5,3,79.2
34,Drake London,ATL,21,WR,17,15,117,72,866,4,48,635,8.8,231,3.2,10.2,1,72,3,2.6,3,84.9
35,Chris Olave,NOR,22,WR,15,9,119,72,1042,4,48,832,11.6,210,2.9,14.2,2,36,7,5.9,5,82.7
36,Josh Palmer,LAC,24,WR,16,11,107,72,769,3,39,514,7.1,255,3.5,8.7,1,72,6,5.6,2,89.7
