"","player","team","position","id","avg_type","pass_yds","pass_yds_sd","pass_tds","pass_tds_sd","pass_int","pass_int_sd","rush_yds","rush_yds_sd","rush_tds","rush_tds_sd","fumbles_lost","fumbles_lost_sd","two_pts","two_pts_sd","pass_300_yds","pass_300_yds_sd","return_tds","return_tds_sd","rush_100_yds","rush_100_yds_sd","rec","rec_sd","rec_yds","rec_yds_sd","rec_tds","rec_tds_sd","rec_100_yds","rec_100_yds_sd","dst_int","dst_int_sd","dst_sacks","dst_sacks_sd","dst_safety","dst_safety_sd","dst_td","dst_td_sd","dst_blk","dst_blk_sd","injury_status","injury_details","week","season_year"
"1","Patrick Mahomes","KC","QB","2558125","robust",297.5,27.442926,2.3775,0.14826,0.815,0.14826,19.8,2.683506,0.1,0,0.185,0.044478,0.1,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Justin Herbert","LAC","QB","2565045","robust",290.72,3.40998000000002,2,0.29652,0.85,0.14826,15.105,0.207564000000001,0.1925,0,0.055,0.051891,0.22,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Tom Brady","TB","QB","2504211","robust",283.5,25.50072,1.9,0.029652,0.7325,0.14826,2.3,1.03782,0.0525,0.059304,0.18125,0.0555975,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Matthew Stafford","LAR","QB","79860","robust",281.65,5.9304,2.15,0.14826,0.725,0.0889560000000001,5.7,1.33434,0.1,0,0.09875,0.0037065,0.13,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","Derek Carr","LVR","QB","2543499","robust",286.5025,5.33736000000003,1.9675,0.192738,0.85,0.14826,7.275,0.44478,0.0925,0,0.2375,0.0555975,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Josh Allen","BUF","QB","2560955","robust",280.1,13.19514,2.425,0.29652,0.9,0.0741300000000001,41.175,3.40998,0.4,0,0.165,0.00741300000000001,0.09,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Russell Wilson","DEN","QB","2532975","robust",262.2,10.67472,1.925,0.14826,0.45,0.103782,16.625,3.943716,0.11,0.029652,0.0875,0.0185325,0.06,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","Kirk Cousins","MIN","QB","2532820","robust",267.23,9.78516000000003,1.955,0,0.6925,0.0741300000000001,5.72,0.652344000000001,0.0325,0,0.1375,0.0555975,0.16,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","Joe Burrow","CIN","QB","2563722","robust",270.3825,7.81330199999997,1.81,0.14826,0.925,0.14826,13.6,3.85476,0.1,0,0.1375,0.0555975,0.1,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Carson Wentz","WAS","QB","2555259","robust",248.945,9.50346600000004,1.725,0.14826,0.725,0.22239,13.4725,3.958542,0.1,0.044478,0.165,0.051891,0.25,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","Joe Flacco","NYJ","QB","382","robust",235.335,19.066236,1.1,0.14826,0.875,0.163086,4.0875,3.662022,0.03,0,0.1325,0.0481845,0.03,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
