"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Travis Kelce","TE","KC",19.3,1.28,1.91,17.7,20.9,11.8,11.6,12.1,1,1,1,1,"1",NA,NA,73
"2","Derrick Henry","RB","TEN",22,1.13,2.21,18.6,23.5,11.2,10.4,9.6,2,3,3,1,"1",NA,NA,54
"3","Darren Waller","TE","LVR",17.4,1.54,3.87,15.6,19.6,9.85,9.6,10.8,3,5,2,2,"2",NA,NA,85
"4","Davante Adams","WR","GB",22.1,1.35,1.26,19.5,23.8,9.43,8.65,9.37,4,7,4,1,"1",NA,NA,54
"5","Alvin Kamara","RB","NO",19.8,0.94,0.79,18.8,21.8,8.95,10.6,7.87,5,2,9,2,"1",NA,NA,35
"6","Tyreek Hill","WR","KC",20.8,1.78,0.103,19.1,22.6,8.17,8.22,8.1,6,8,7,2,"1",NA,NA,75
"7","Austin Ekeler","RB","LAC",19,0.934,0.461,17,21.3,8.16,8.78,7.37,7,6,12,3,"2",NA,NA,33
"8","Cooper Kupp","WR","LAR",20.7,2.34,1.04,18.4,22.4,8.07,7.58,7.97,8,9,8,3,"2",NA,NA,93
"9","Saquon Barkley","RB","NYG",18.5,1.39,0.0624,15.4,20.5,7.7,7.19,6.66,9,12,17,4,"2",NA,NA,68
"10","Aaron Jones","RB","GB",18.5,0.629,1.29,17.9,19,7.64,9.64,5.11,10,4,29,5,"3",NA,NA,16
"11","Justin Jefferson","WR","MIN",19.7,1.81,0.377,17.7,21.2,7.03,6.84,6.78,11,16,16,4,"2",NA,NA,76
"12","D.J. Moore","WR","CAR",19.3,2.68,0.197,17.3,21.5,6.65,6.46,7.07,12,17,14,5,"2",NA,NA,97
"13","Stefon Diggs","WR","BUF",19.1,1.39,0.461,17.8,22.7,6.45,6.9,8.23,13,15,6,6,"3",NA,NA,59
"14","Najee Harris","RB","PIT",17.2,1.55,0.182,15.3,20.8,6.35,7.07,6.94,14,14,15,6,"3",NA,NA,72
"15","Ezekiel Elliott","RB","DAL",17,0.427,0.219,15.4,18.2,6.16,7.15,4.31,15,13,39,7,"3",NA,NA,7
"16","Deebo Samuel","WR","SF",18.7,2.19,0.881,16.6,20.9,5.99,5.72,6.41,16,19,19,7,"4",NA,NA,90
"17","T.J. Hockenson","TE","DET",13.5,1.85,0.255,11.7,16.6,5.99,5.7,7.77,17,20,10,3,"2",NA,NA,94
"18","James Robinson","RB","JAC",16.8,0.178,0.005,15.7,18.3,5.94,7.41,4.46,18,11,36,8,"3",NA,NA,1
"19","D'Andre Swift","RB","DET",16.8,1.29,0.27,15.7,20,5.94,7.5,6.13,19,10,21,9,"4",NA,NA,59
"20","Mark Andrews","TE","BAL",13.2,0.996,1.18,10.7,17.1,5.73,4.71,8.28,20,26,5,4,"3",NA,NA,42
"21","Dalvin Cook","RB","MIN",16.5,3.34,1.28,4.21,19.8,5.67,-4.04,5.91,21,216,23,10,"5",NA,NA,99
"22","Terry McLaurin","WR","WAS",17.8,3.07,0.408,15.2,20.4,5.11,4.34,5.98,22,29,22,8,"4",NA,NA,99
"23","Adam Thielen","WR","MIN",17.4,0.993,0.0457,14.1,19.5,4.7,3.24,5.03,23,45,30,9,"4",NA,NA,41
"24","DeAndre Hopkins","WR","ARI",17.3,0.21,0.00238,16.1,17.7,4.66,5.21,3.22,24,22,54,10,"4",NA,NA,1
"25","Chris Godwin","WR","TB",17.3,2.28,0.503,15.3,20.9,4.65,4.44,6.42,25,28,18,11,"5",NA,NA,92
