"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"1","Christian McCaffrey","RB","CAR",24.4,1.17,1.57,20.9,25.9,13.6,11.9,12.5,1,2,2,1,"1",NA,NA,55
"2","Travis Kelce","TE","KC",20.8,1.29,3.72,19.4,23,13.6,13.4,14.4,2,1,1,1,"1",NA,NA,68
"3","Alvin Kamara","RB","NO",22.8,1.48,0.974,20.4,25.8,12.1,11.3,12.4,3,3,3,2,"1",NA,NA,70
"4","Dalvin Cook","RB","MIN",21.9,1.5,2.32,20.3,24.7,11.1,11.3,11.3,4,4,4,3,"2",NA,NA,72
"5","Darren Waller","TE","LVR",17.1,2.31,0.275,15,19.6,9.9,8.97,10.9,5,8,5,2,"1",NA,NA,88
"6","George Kittle","TE","SF",16.8,3,2.75,14.3,19.3,9.62,8.32,10.7,6,11,6,3,"2",NA,NA,97
"7","Davante Adams","WR","GB",21.7,1.89,0.165,19.8,24.7,9.4,9.19,9.88,7,7,7,1,"1",NA,NA,70
"8","Tyreek Hill","WR","KC",21.6,0.815,1.1,20.3,24.6,9.23,9.73,9.71,8,5,8,2,"1",NA,NA,27
"9","Derrick Henry","RB","TEN",19.5,0.46,1.26,18.3,20.1,8.76,9.25,6.72,9,6,20,4,"3",NA,NA,16
"10","Stefon Diggs","WR","BUF",20.5,1.33,0.315,18.3,23.4,8.13,7.73,8.58,10,13,11,3,"2",NA,NA,46
"11","Calvin Ridley","WR","ATL",20.1,1.24,0.228,19.2,23.1,7.82,8.58,8.27,11,9,13,4,"2",NA,NA,37
"12","DeAndre Hopkins","WR","ARI",19.9,2.25,0.82,18,21.9,7.59,7.45,7.02,12,14,18,5,"2",NA,NA,77
"13","Austin Ekeler","RB","LAC",18.3,0.595,0.725,15.9,23,7.5,6.91,9.57,13,15,9,5,"4",NA,NA,23
"14","Mark Andrews","TE","BAL",14.1,2.76,1.99,12,17.8,6.87,5.95,9.16,14,19,10,4,"3",NA,NA,94
"15","Aaron Jones","RB","GB",17.6,0.0815,0.656,17.1,20.5,6.77,8.09,7.11,15,12,17,6,"4",NA,NA,1
"16","Odell Beckham","WR","CLE",19.1,NA,0.823,19.1,19.1,6.77,8.52,4.26,16,10,53,6,"3",NA,NA,NA
"17","Joe Mixon","RB","CIN",16.9,1.23,0.3,15.3,20.7,6.12,6.28,7.24,17,16,15,7,"4",NA,NA,59
"18","A.J. Brown","WR","TEN",18.3,1.4,0.0937,14.9,20.4,5.95,4.33,5.57,18,32,32,7,"3",NA,NA,51
"19","DK Metcalf","WR","SEA",18.2,2.14,0.613,16.6,19.9,5.85,6.03,5.09,19,17,40,8,"4",NA,NA,76
"20","Ezekiel Elliott","RB","DAL",16.6,0.542,0.156,14.4,20.3,5.82,5.32,6.88,20,22,19,8,"5",NA,NA,20
"21","Saquon Barkley","RB","NYG",16.4,2.04,0.0243,13.3,19.2,5.66,4.24,5.77,21,34,30,9,"5",NA,NA,87
"22","Nick Chubb","RB","CLE",16.4,0.474,0.00517,14.3,19.2,5.64,5.23,5.77,22,23,31,10,"5",NA,NA,17
"23","James Robinson","RB","JAC",16.4,1.38,0.00483,14.6,18.8,5.63,5.59,5.42,23,21,33,11,"5",NA,NA,65
"24","Jonathan Taylor","RB","IND",16.4,0.92,0.25,15,18.5,5.63,6.01,5.1,24,18,39,12,"5",NA,NA,42
"25","Najee Harris","RB","PIT",16.2,2.87,0.14,13,21.7,5.38,3.95,8.27,25,39,12,13,"5",NA,NA,99
"26","Antonio Gibson","RB","WAS",16,1.79,0.232,12.6,18.2,5.24,3.61,4.8,27,42,45,14,"5",NA,NA,80
"27","Justin Jefferson","WR","MIN",17.6,1.22,0.54,16.3,20.2,5.24,5.71,5.31,26,20,35,9,"4",NA,NA,34
"28","Patrick Mahomes","QB","KC",25.3,1.98,1.41,23.4,26.8,5.02,4.19,5.22,28,35,37,1,"1",NA,NA,83
"29","Raheem Mostert","RB","SF",15.8,3.27,0.428,13,19.4,5.01,3.93,5.93,29,40,28,15,"6",NA,NA,99
"30","T.J. Hockenson","TE","DET",12.1,1.54,1.13,11,16.3,4.88,4.94,7.64,30,26,14,5,"4",NA,NA,76
"31","Amari Cooper","WR","DAL",17,2.35,0.07,15,21.4,4.7,4.38,6.59,31,29,21,10,"4",NA,NA,81
"32","Tyler Lockett","WR","SEA",17,2.04,0.142,14.9,22,4.63,4.27,7.13,32,33,16,11,"4",NA,NA,74
"33","Clyde Edwards-Helaire","RB","KC",15.4,2.44,0.1,13.4,18.8,4.58,4.36,5.38,33,31,34,16,"6",NA,NA,93
"34","Terry McLaurin","WR","WAS",16.8,3.22,0.00833,13.5,21.3,4.49,2.94,6.45,34,50,22,12,"4",NA,NA,99
"35","Mike Davis","RB","ATL",15.3,0.833,0.02,12.5,16.3,4.48,3.47,2.84,36,44,70,17,"6",NA,NA,38
"36","Mike Evans","WR","TB",16.8,1.33,0.231,13.6,19.5,4.48,3.01,4.66,35,46,47,13,"4",NA,NA,46
"37","Miles Sanders","RB","PHI",15.2,1.44,0.046,13.4,18,4.46,4.39,4.59,37,28,48,18,"6",NA,NA,67
"38","Chris Carson","RB","SEA",15.2,0.742,0.303,14.2,17.3,4.41,5.19,3.83,38,24,61,19,"6",NA,NA,32
"39","Julio Jones","WR","TEN",16.6,1.81,0.0495,14.6,18.8,4.25,4.06,3.94,39,36,58,14,"5",NA,NA,67
"40","Keenan Allen","WR","LAC",16.5,2.66,0.111,13.5,20.8,4.2,2.94,5.97,40,49,27,15,"5",NA,NA,90
"41","David Montgomery","RB","CHI",14.9,1.07,0.212,14.1,19.4,4.11,5.04,6.01,41,25,26,20,"6",NA,NA,49
"42","Adam Thielen","WR","MIN",16.4,3.07,0.0915,14.1,21.2,4.09,3.53,6.39,42,43,23,16,"5",NA,NA,97
"43","Chris Godwin","WR","TB",16.3,2.47,0.157,13.4,19.1,4,2.8,4.29,43,57,51,17,"5",NA,NA,84
"44","D'Andre Swift","RB","DET",14.7,0.997,0.289,13.4,16.7,3.9,4.37,3.28,44,30,67,21,"7",NA,NA,45
"45","CeeDee Lamb","WR","DAL",16.2,3.01,0.214,13.2,19.9,3.84,2.66,5.03,45,58,41,18,"5",NA,NA,96
"46","Logan Thomas","TE","WAS",11,0.169,0.0795,10.6,15,3.74,4.6,6.37,46,27,24,6,"4",NA,NA,1
"47","Kyle Pitts","TE","ATL",10.9,2.02,0.567,6.01,14.8,3.67,0,6.17,47,106,25,7,"5",NA,NA,85
"48","Diontae Johnson","WR","PIT",16,2.87,0.277,13.7,20.6,3.63,3.15,5.8,48,45,29,19,"5",NA,NA,94
"49","Kyler Murray","QB","ARI",23.9,0.967,0.184,22.2,25.6,3.62,2.98,4.01,49,47,57,2,"1",NA,NA,40
"50","Myles Gaskin","RB","MIA",14.4,1.88,0.51,11.8,16.9,3.61,2.81,3.47,50,55,66,22,"7",NA,NA,83
"51","Lamar Jackson","QB","BAL",23.7,0.891,0.395,22,25.4,3.43,2.86,3.78,51,53,63,3,"1",NA,NA,31
"52","Deebo Samuel","WR","SF",15.7,1.3,0.165,14.5,20.1,3.35,3.96,5.26,52,38,36,20,"5",NA,NA,44
"53","Robert Woods","WR","LAR",15.5,0.186,0.189,13.5,19,3.19,2.92,4.12,53,51,56,21,"5",NA,NA,3
"54","Melvin Gordon","RB","DEN",13.9,1.73,0.21,11.3,17.1,3.1,2.28,3.65,55,64,64,23,"7",NA,NA,78
"55","Mike Gesicki","TE","MIA",10.3,0.62,0.013,9.75,13.7,3.1,3.73,5.1,54,41,38,8,"5",NA,NA,26
"56","Dallas Goedert","TE","PHI",10.3,0.471,0.12,8.84,13.1,3.09,2.83,4.43,56,54,50,9,"5",NA,NA,6
"57","Josh Allen","QB","BUF",23.3,0.994,1.15,22.1,26.4,3.04,2.88,4.82,57,52,44,4,"2",NA,NA,43
"58","Tee Higgins","WR","CIN",15.3,1.23,0.267,11.7,19.6,3,1.09,4.75,58,79,46,22,"6",NA,NA,36
"59","Robert Tonyan","TE","GB",10.2,1.11,0.537,8.4,13.5,2.97,2.39,4.86,59,61,43,10,"5",NA,NA,59
"60","Josh Jacobs","RB","LVR",13.7,0.697,1.32,10.9,17.3,2.89,1.91,3.89,60,68,59,24,"8",NA,NA,29
"61","Cooper Kupp","WR","LAR",15.1,1.84,0.0558,13.5,19,2.73,2.96,4.13,61,48,55,23,"6",NA,NA,69
"62","Allen Robinson","WR","CHI",15,0.206,0.0703,14.6,16.9,2.67,4.05,2.03,62,37,78,24,"6",NA,NA,4
"63","D.J. Moore","WR","CAR",14.9,1.65,0.308,13.4,19.3,2.6,2.81,4.46,63,56,49,25,"6",NA,NA,59
"64","Noah Fant","TE","DEN",9.63,0.585,0.734,8.32,11.2,2.43,2.31,2.51,64,62,74,11,"6",NA,NA,21
"65","Marvin Jones","WR","JAC",14.6,1.53,0.205,13.1,18,2.3,2.5,3.13,65,59,68,26,"6",NA,NA,54
"66","JuJu Smith-Schuster","WR","PIT",14.4,1.28,0.319,12.4,16.9,2.09,1.81,2.1,66,70,77,27,"6",NA,NA,40
"67","Tom Brady","QB","TB",22.2,2.15,0.517,20.1,24.6,1.89,0.883,3.04,67,83,69,5,"3",NA,NA,89
"68","Brandin Cooks","WR","HOU",14.1,1.45,0.0855,12.1,16.1,1.77,1.49,1.22,68,74,86,28,"7",NA,NA,53
"69","Tyler Higbee","TE","LAR",8.9,0.666,0.0687,8.31,9.88,1.7,2.3,1.24,69,63,85,12,"6",NA,NA,32
"70","Corey Davis","WR","NYJ",14,1.7,0.285,12.3,18.7,1.68,1.7,3.85,70,71,60,29,"7",NA,NA,64
"71","Austin Hooper","TE","CLE",8.83,0.794,0.0851,7.01,9.96,1.63,0.996,1.32,71,82,83,13,"6",NA,NA,41
"72","Chase Edmonds","RB","ARI",12.3,1.15,0.202,11.3,13.4,1.56,2.24,-0.0368,72,65,108,25,"8",NA,NA,54
"73","Anthony Firkser","TE","TEN",8.75,0.618,0.429,7.19,9.26,1.54,1.18,0.614,73,77,94,14,"7",NA,NA,24
"74","Brandon Aiyuk","WR","SF",13.7,0.746,0.0225,12.4,15,1.4,1.84,0.107,74,69,103,30,"7",NA,NA,26
"75","Tyler Boyd","WR","CIN",13.7,0.815,0.0385,10.6,18.6,1.38,-0.015,3.8,75,108,62,31,"7",NA,NA,27
"76","Russell Wilson","QB","SEA",21.7,0.224,0.44,21.3,22.7,1.37,2.11,1.12,76,66,88,6,"3",NA,NA,1
"77","Ty'Son Williams","RB","BAL",12.1,1.05,0.0835,11.4,12.9,1.36,2.41,-0.482,77,60,129,26,"8",NA,NA,48
"78","Laviska Shenault","WR","JAC",13.7,3.48,0.28,11.1,19.8,1.34,0.486,4.96,78,90,42,32,"7",NA,NA,99
"79","Kareem Hunt","RB","CLE",12.1,1.49,0.55,8.23,16,1.28,-0.803,2.61,79,133,73,27,"8",NA,NA,71
"80","Rob Gronkowski","TE","TB",8.32,0.916,0.00633,6.3,9.89,1.11,0.288,1.24,80,96,84,15,"7",NA,NA,50
"81","Eric Ebron","TE","PIT",8.31,1.77,0.619,6.66,10.1,1.11,0.653,1.46,81,85,82,16,"8",NA,NA,79
"82","Jarvis Landry","WR","CLE",13.4,1.69,0.0135,12.2,15.5,1.06,1.6,0.702,82,73,92,33,"7",NA,NA,63
"83","Robby Anderson","WR","CAR",13.4,1.67,0.041,12,19,1.05,1.44,4.2,83,75,54,34,"7",NA,NA,60
"84","Marquez Callaway","WR","NO",13.3,2.01,0.385,9.63,17.6,1.01,-0.945,2.72,84,134,72,35,"7",NA,NA,73
"85","Rams","DST","LAR",6.05,0.608,0.42,5.27,7.12,0.987,0.57,1.71,85,87,81,1,"1",NA,NA,90
"86","Dak Prescott","QB","DAL",21.2,0.262,0.266,19.2,21.9,0.93,0,0.319,86,106,99,7,"3",NA,NA,6
"87","Darrell Henderson","RB","LAR",11.5,0.252,0.104,11.1,12.9,0.727,2.1,-0.551,87,67,134,28,"8",NA,NA,6
"88","Aaron Rodgers","QB","GB",21,1.06,0.498,19.6,21.9,0.664,0.4,0.346,88,93,98,8,"4",NA,NA,49
"89","Damien Harris","RB","NE",11.4,0.915,0.623,10.7,15.3,0.623,1.68,1.89,89,72,79,29,"9",NA,NA,41
"90","Jerry Jeudy","WR","DEN",13,1.7,0.09,11.7,18.4,0.62,1.11,3.57,90,78,65,36,"7",NA,NA,66
"91","Packers","DST","GB",5.63,0.297,0.108,4.51,6.29,0.567,-0.191,0.879,91,110,90,2,"2",NA,NA,58
"92","Kenny Golladay","WR","NYG",12.9,0.431,0.102,10.6,14.4,0.53,-0.0084,-0.414,92,107,126,37,"8",NA,NA,10
"93","Jared Cook","TE","LAC",7.69,0.885,0.128,7.07,10.4,0.487,1.05,1.72,93,81,80,17,"8",NA,NA,47
"94","Broncos","DST","DEN",5.52,0.0395,0.193,5.26,5.72,0.458,0.557,0.299,94,88,100,3,"3",NA,NA,1
"95","Sterling Shepard","WR","NYG",12.8,1.68,0.0211,10.6,14.8,0.428,0,0,95,106,106,38,"8",NA,NA,61
"96","Antonio Brown","WR","TB",12.7,0.239,0.407,9.45,13,0.407,-1.13,-1.86,96,140,158,39,"8",NA,NA,6
"97","Jonnu Smith","TE","NE",7.56,0.731,0.32,6.32,8.28,0.359,0.305,-0.364,97,95,124,18,"8",NA,NA,38
"98","Colts","DST","IND",5.33,0.133,0.0317,5.13,6.52,0.265,0.426,1.1,98,91,89,4,"4",NA,NA,26
"99","Seahawks","DST","SEA",5.3,0.445,0.085,4.17,6.06,0.233,-0.531,0.648,99,125,93,5,"5",NA,NA,81
"100","Ryan Tannehill","QB","TEN",20.5,0.362,0.166,19.9,21.7,0.166,0.739,0.133,100,84,102,9,"4",NA,NA,11
"101","Dolphins","DST","MIA",5.22,0.133,0.115,4.94,5.5,0.148,0.241,0.08,101,98,104,6,"6",NA,NA,29
"102","Zach Ertz","TE","PHI",7.24,3.98,0.039,4.41,9.81,0.039,-1.6,1.17,102,150,87,19,"8",NA,NA,99
"103","Steelers","DST","PIT",5.1,0.0692,0.00333,4.18,5.18,0.0333,-0.52,-0.235,103,124,119,7,"6",NA,NA,6
"104","Falcons","DST","ATL",5.1,0.17,0.00333,4.91,5.36,0.03,0.212,-0.0565,104,99,109,8,"6",NA,NA,32
"105","Chargers","DST","LAC",5.09,0.208,0.0267,4.83,5.35,0.0267,0.129,-0.0693,105,102,110,9,"7",NA,NA,42
"106","Justin Herbert","QB","LAC",20.3,1.19,0.136,18.8,21.3,0,-0.398,-0.248,106,118,120,10,"4",NA,NA,63
"107","Javonte Williams","RB","DEN",10.8,2.84,0.01,5.49,16.2,0,-3.54,2.79,106,199,71,30,"9",NA,NA,97
"108","DeVante Parker","WR","MIA",12.3,0.577,0.0135,11.6,12.8,0,1.06,-2.06,106,80,164,40,"8",NA,NA,16
"109","Hunter Henry","TE","NE",7.2,0.652,0.143,6.43,9.04,0,0.414,0.403,106,92,97,20,"8",NA,NA,29
"110","Patriots","DST","NE",5.07,0.0494,0.0183,4.9,5.57,0,0.197,0.159,106,101,101,10,"8",NA,NA,3
"111","Devin Singletary","RB","BUF",10.8,0.643,1.15,10.3,11.2,-0.01,1.22,-2.18,107,76,169,31,"10",NA,NA,26
