player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Wyatt Teller,46131,G,CLV,13,100.0,2,8,75.0,74.8,73.4,2,13,538,100.0,100.0,97.9,5,19,4,976,0,1,0,976,576,576,975,0,400,0
Terence Steele,39461,T,DAL,13,100.0,1,9,51.5,43.6,61.9,9,28,527,100.0,100.0,95.2,7,44,7,925,0,0,0,925,569,569,0,923,356,1
Ikem Ekwonu,98286,T,CAR,13,100.0,2,5,62.9,57.8,73.7,6,20,555,100.0,100.0,96.2,10,34,8,910,0,0,910,910,594,594,0,0,316,0
Bradley Bozeman,27934,C,CAR,13,100.0,0,5,60.7,47.5,66.6,3,17,555,100.0,100.0,96.8,5,28,8,910,910,0,0,910,594,594,0,0,316,0
Taylor Moton,11819,T,CAR,13,100.0,0,5,72.3,74.4,66.8,0,37,555,100.0,100.0,96.5,4,38,1,910,0,0,0,910,594,594,0,910,316,0
Penei Sewell,81788,T,DET,13,99.9,1,11,90.4,79.8,92.6,4,9,496,99.8,99.8,98.5,7,14,1,906,0,0,142,907,521,522,0,764,385,0
Luke Fortner,42028,C,JAX,13,100.0,0,15,46.0,58.2,42.2,2,14,535,100.0,100.0,97.8,5,20,4,903,903,0,0,903,567,567,0,0,336,0
Joel Bitonio,8670,G,CLV,12,100.0,1,8,67.4,71.1,60.2,1,23,501,100.0,100.0,97.2,4,26,2,900,0,900,0,900,535,535,0,0,365,0
O'Cyrus Torrence,102821,G,BUF,13,100.0,1,4,57.0,54.3,59.6,3,26,530,100.0,100.0,96.9,6,31,2,894,0,0,0,894,567,567,894,0,327,0
Erik McCoy,37347,C,NO,13,100.0,1,20,80.1,58.9,90.3,2,16,512,100.0,100.0,97.5,7,22,4,893,893,0,0,893,532,532,0,0,361,0
Matthew Bergeron,99658,G,ATL,13,100.0,0,2,62.9,56.1,64.3,7,14,471,100.0,100.0,96.9,3,25,4,892,0,892,0,892,501,501,0,0,391,0
Spencer Brown,42296,T,BUF,13,100.0,1,4,65.9,66.7,66.5,4,24,529,100.0,100.0,96.6,8,32,4,891,0,0,0,891,566,566,0,888,325,3
Andrew Wylie,12333,T,WAS,13,100.0,1,32,69.0,67.1,66.5,5,25,598,100.0,100.0,96.0,4,39,9,891,0,0,0,891,631,631,0,888,260,3
Sam Cosmi,60114,G,WAS,13,100.0,0,32,75.8,69.2,75.7,4,22,596,100.0,100.0,97.7,3,27,1,887,0,0,0,887,628,628,887,0,259,0
Jordan Mailata,66916,T,PHI,13,99.9,1,24,82.5,79.0,82.6,2,36,503,99.8,99.8,95.6,5,41,3,887,0,0,880,888,528,529,0,0,359,8
Chris Lindstrom,46692,G,ATL,13,100.0,2,2,88.6,77.4,89.8,2,7,468,100.0,100.0,98.4,6,12,3,887,0,0,1,887,498,498,886,0,389,0
Jason Kelce,6343,C,PHI,13,100.0,0,24,78.6,72.0,81.7,1,6,504,100.0,100.0,99.1,4,8,1,886,886,0,0,886,529,529,0,0,357,0
Quenton Nelson,12954,G,IND,13,100.0,0,14,65.1,78.4,57.1,3,12,514,100.0,100.0,98.3,6,16,1,882,0,882,0,882,547,547,0,0,335,0
