player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Andrew Wylie,12333,T,WAS,11,100.0,1,32,71.3,68.5,70.4,5,20,520,100.0,100.0,96.4,4,31,6,758,0,0,0,758,549,549,0,755,209,3
Wyatt Teller,46131,G,CLV,10,100.0,1,8,72.1,76.9,69.8,2,8,398,100.0,100.0,98.0,4,13,3,756,0,1,0,756,430,430,755,0,326,0
Sam Cosmi,60114,G,WAS,11,100.0,0,32,72.3,65.3,73.4,4,19,518,100.0,100.0,97.6,3,24,1,754,0,0,0,754,546,546,754,0,208,0
Brian O'Neill,46854,T,MIN,11,100.0,0,18,75.0,75.9,70.6,2,18,460,100.0,100.0,97.4,7,22,2,746,0,0,0,746,493,493,0,746,253,0
Ed Ingram,59819,G,MIN,11,100.0,1,18,60.6,60.4,59.6,11,16,460,100.0,100.0,96.2,4,31,4,746,0,0,0,746,493,493,746,0,253,0
John Simpson,41715,G,BLT,11,100.0,0,3,59.7,64.6,58.7,5,8,381,100.0,100.0,98.3,7,13,0,729,0,729,0,729,414,414,0,0,315,0
Darnell Wright,98480,T,CHI,11,100.0,0,6,60.8,62.0,63.5,1,28,394,100.0,100.0,94.8,8,35,6,725,0,0,0,725,411,411,0,722,314,3
O'Cyrus Torrence,102821,G,BUF,11,100.0,1,4,57.9,51.2,63.8,2,22,425,100.0,100.0,96.9,6,25,1,722,0,0,0,722,456,456,722,0,266,0
Spencer Brown,42296,T,BUF,11,100.0,1,4,67.5,69.5,66.7,4,17,424,100.0,100.0,97.1,6,23,2,719,0,0,0,719,455,455,0,716,264,3
Kevin Zeitler,7032,G,BLT,11,100.0,0,3,68.9,79.5,61.4,1,12,376,100.0,100.0,97.7,3,15,2,712,0,0,0,712,409,409,712,0,303,0
Ethan Pocic,11813,C,CLV,10,100.0,1,8,74.7,75.9,71.3,2,8,370,100.0,100.0,98.4,3,11,1,711,711,0,0,711,400,400,0,0,311,0
Paris Johnson Jr.,129749,T,ARZ,11,100.0,4,1,51.7,59.3,45.9,8,18,405,100.0,100.0,95.8,9,30,4,710,0,0,0,710,439,439,0,710,271,0
Erik McCoy,37347,C,NO,10,100.0,1,20,78.3,53.7,90.0,2,13,416,100.0,100.0,97.2,5,19,4,708,708,0,0,708,434,434,0,0,274,0
Charles Leno Jr.,8880,T,WAS,10,100.0,1,32,72.9,78.8,63.2,3,21,491,100.0,100.0,96.9,8,27,3,707,0,0,707,707,519,519,0,0,188,0
Hjalte Froholdt,44959,C,ARZ,11,100.0,0,1,56.1,54.0,60.6,4,12,399,100.0,100.0,97.7,7,17,1,703,703,0,0,703,433,433,0,0,270,0
Connor McGovern,41714,G,BUF,11,100.0,1,4,55.9,74.2,44.8,0,13,425,100.0,100.0,98.2,3,14,1,701,0,701,0,701,456,456,0,0,245,0
Penei Sewell,81788,T,DET,10,100.0,1,11,85.8,81.8,85.5,2,5,382,100.0,100.0,99.1,6,7,0,700,0,0,136,700,398,398,0,564,302,0
Terence Steele,39461,T,DAL,10,100.0,1,9,48.4,40.4,59.2,8,21,404,100.0,100.0,94.9,5,35,6,700,0,0,0,700,428,428,0,698,272,1
Dion Dawkins,11818,T,BUF,11,100.0,2,4,77.6,76.0,76.9,5,18,424,100.0,100.0,97.1,6,24,1,696,0,0,695,696,455,455,0,0,241,1
Mitch Morse,9482,C,BUF,11,100.0,0,4,71.1,71.3,69.7,2,15,423,100.0,100.0,97.8,1,18,1,696,696,0,0,696,454,454,0,0,242,0
Jason Kelce,6343,C,PHI,10,100.0,0,24,85.0,71.8,86.8,1,4,382,100.0,100.0,99.1,1,6,1,696,696,0,0,696,401,401,0,0,295,0
Jordan Mailata,66916,T,PHI,10,99.9,1,24,84.3,81.2,84.0,1,20,381,99.7,99.8,96.5,4,24,3,695,0,0,688,696,400,401,0,0,295,8
Will Hernandez,46180,G,ARZ,11,100.0,0,1,64.5,64.9,61.5,5,14,394,100.0,100.0,97.1,1,21,2,695,0,0,0,695,428,428,695,0,267,0
Chris Lindstrom,46692,G,ATL,10,100.0,2,2,82.0,72.1,85.0,2,7,372,100.0,100.0,98.0,6,12,3,690,0,0,1,690,396,396,689,0,294,0
Drew Dalman,52270,C,ATL,10,100.0,2,2,81.0,52.4,89.6,3,15,372,100.0,100.0,97.0,4,20,2,690,690,0,0,690,396,396,0,0,294,0
Matthew Bergeron,99658,G,ATL,10,100.0,0,2,57.2,58.7,56.9,6,11,372,100.0,100.0,96.6,3,21,4,690,0,690,0,690,396,396,0,0,294,0
Jake Matthews,8641,T,ATL,10,100.0,1,2,72.3,75.5,66.6,3,12,372,100.0,100.0,96.9,4,19,4,690,0,0,676,690,396,396,0,0,294,14
Bradley Bozeman,27934,C,CAR,10,100.0,0,5,58.8,45.3,66.0,2,14,439,100.0,100.0,96.6,5,23,7,684,684,0,0,684,467,467,0,0,217,0
Ikem Ekwonu,98286,T,CAR,10,100.0,2,5,63.3,56.9,78.8,5,14,439,100.0,100.0,96.5,9,25,6,684,0,0,684,684,467,467,0,0,217,0
